concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:accountDescription,,Demo Freight-in,1,1,,639-D,"[""20211002"",""900385""]",
cor:subaccountDescription,,Demo Logistics,1,1,,639-D,"[""20211002"",""900385""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,639-D,"[""20211002"",""900385""]",auxiliary-account
cor:subaccountId,,D04,1,1,,639-D,"[""20211002"",""900385""]",department
cor:subaccountId,,V006,1,1,,639-D,"[""20211002"",""900385""]",auxiliary-account
cor:type,,department,1,1,,639-D,"[""20211002"",""900385""]",department
cor:type,,auxiliary-account,1,1,,639-D,"[""20211002"",""900385""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900385,1,,,639-D,"[""20211002"",""900385""]",
cor:monetaryAmount,iso4217:JPY,36660,1,,,639-D,"[""20211002"",""900385""]",
cor:debitCreditIndicator,,D,1,,,639-D,"[""20211002"",""900385""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,639-C,"[""20211002"",""900385""]",
cor:taxCategory,,00,1,,1,639-C,"[""20211002"",""900385""]",
cor:accountNumber,,2000,1,1,,639-C,"[""20211002"",""900385""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,639-C,"[""20211002"",""900385""]",
cor:subaccountDescription,,Demo Logistics,1,1,,639-C,"[""20211002"",""900385""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,639-C,"[""20211002"",""900385""]",auxiliary-account
cor:subaccountId,,D04,1,1,,639-C,"[""20211002"",""900385""]",department
cor:subaccountId,,V006,1,1,,639-C,"[""20211002"",""900385""]",auxiliary-account
cor:type,,department,1,1,,639-C,"[""20211002"",""900385""]",department
cor:type,,auxiliary-account,1,1,,639-C,"[""20211002"",""900385""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900385,1,,,639-C,"[""20211002"",""900385""]",
cor:monetaryAmount,iso4217:JPY,36660,1,,,639-C,"[""20211002"",""900385""]",
cor:debitCreditIndicator,,C,1,,,639-C,"[""20211002"",""900385""]",
cor:entryDatePosted,,2021-10-03,1,,,,"[""20211003"",""900383""]",
cor:entryId,,900383,1,,,,"[""20211003"",""900383""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,640-D,"[""20211003"",""900383""]",
cor:taxCategory,,00,1,,1,640-D,"[""20211003"",""900383""]",
cor:accountNumber,,2200,1,1,,640-D,"[""20211003"",""900383""]",
cor:accountDescription,,Demo Short-term Loans,1,1,,640-D,"[""20211003"",""900383""]",
cor:subaccountDescription,,Demo Management,1,1,,640-D,"[""20211003"",""900383""]",department
cor:subaccountId,,D06,1,1,,640-D,"[""20211003"",""900383""]",department
cor:type,,department,1,1,,640-D,"[""20211003"",""900383""]",department
cor:detailDescription,,Synthetic demo financing settlement 900383,1,,,640-D,"[""20211003"",""900383""]",
cor:monetaryAmount,iso4217:JPY,121570,1,,,640-D,"[""20211003"",""900383""]",
cor:debitCreditIndicator,,D,1,,,640-D,"[""20211003"",""900383""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,640-C,"[""20211003"",""900383""]",
cor:taxCategory,,00,1,,1,640-C,"[""20211003"",""900383""]",
cor:accountNumber,,1120,1,1,,640-C,"[""20211003"",""900383""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,640-C,"[""20211003"",""900383""]",
cor:subaccountDescription,,Demo Management,1,1,,640-C,"[""20211003"",""900383""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,640-C,"[""20211003"",""900383""]",auxiliary-account
cor:subaccountId,,D06,1,1,,640-C,"[""20211003"",""900383""]",department
cor:subaccountId,,B003,1,1,,640-C,"[""20211003"",""900383""]",auxiliary-account
cor:type,,department,1,1,,640-C,"[""20211003"",""900383""]",department
cor:type,,auxiliary-account,1,1,,640-C,"[""20211003"",""900383""]",auxiliary-account
cor:detailDescription,,Synthetic demo financing settlement 900383,1,,,640-C,"[""20211003"",""900383""]",
cor:monetaryAmount,iso4217:JPY,434210,1,,,640-C,"[""20211003"",""900383""]",
cor:debitCreditIndicator,,C,1,,,640-C,"[""20211003"",""900383""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,641-D,"[""20211003"",""900383""]",
cor:taxCategory,,00,1,,1,641-D,"[""20211003"",""900383""]",
cor:accountNumber,,6070,1,1,,641-D,"[""20211003"",""900383""]",
cor:accountDescription,,Demo Bank Fees,1,1,,641-D,"[""20211003"",""900383""]",
cor:subaccountDescription,,Demo Management,1,1,,641-D,"[""20211003"",""900383""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,641-D,"[""20211003"",""900383""]",auxiliary-account
cor:subaccountId,,D06,1,1,,641-D,"[""20211003"",""900383""]",department
cor:subaccountId,,B003,1,1,,641-D,"[""20211003"",""900383""]",auxiliary-account
cor:type,,department,1,1,,641-D,"[""20211003"",""900383""]",department
cor:type,,auxiliary-account,1,1,,641-D,"[""20211003"",""900383""]",auxiliary-account
cor:detailDescription,,Synthetic demo financing settlement 900383,1,,,641-D,"[""20211003"",""900383""]",
cor:monetaryAmount,iso4217:JPY,243150,1,,,641-D,"[""20211003"",""900383""]",
cor:debitCreditIndicator,,D,1,,,641-D,"[""20211003"",""900383""]",
cor:detailDescription,,Synthetic demo financing settlement 900383,1,,,641-C,"[""20211003"",""900383""]",
cor:debitCreditIndicator,,C,1,,,641-C,"[""20211003"",""900383""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,642-D,"[""20211003"",""900383""]",
cor:taxCategory,,P0,1,,1,642-D,"[""20211003"",""900383""]",
cor:accountNumber,,7000,1,1,,642-D,"[""20211003"",""900383""]",
cor:accountDescription,,Demo Taxes and Dues,1,1,,642-D,"[""20211003"",""900383""]",
cor:subaccountDescription,,Demo Management,1,1,,642-D,"[""20211003"",""900383""]",department
cor:subaccountId,,D06,1,1,,642-D,"[""20211003"",""900383""]",department
cor:type,,department,1,1,,642-D,"[""20211003"",""900383""]",department
cor:detailDescription,,Synthetic demo financing settlement 900383,1,,,642-D,"[""20211003"",""900383""]",
cor:monetaryAmount,iso4217:JPY,69490,1,,,642-D,"[""20211003"",""900383""]",
cor:debitCreditIndicator,,D,1,,,642-D,"[""20211003"",""900383""]",
cor:detailDescription,,Synthetic demo financing settlement 900383,1,,,642-C,"[""20211003"",""900383""]",
cor:debitCreditIndicator,,C,1,,,642-C,"[""20211003"",""900383""]",
cor:entryDatePosted,,2021-10-03,1,,,,"[""20211003"",""900401""]",
cor:entryId,,900401,1,,,,"[""20211003"",""900401""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,643-D,"[""20211003"",""900401""]",
cor:taxCategory,,00,1,,1,643-D,"[""20211003"",""900401""]",
cor:accountNumber,,2000,1,1,,643-D,"[""20211003"",""900401""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,643-D,"[""20211003"",""900401""]",
cor:subaccountDescription,,Demo Sales,1,1,,643-D,"[""20211003"",""900401""]",department
cor:subaccountDescription,,Demo Vendor Lattice,1,1,,643-D,"[""20211003"",""900401""]",auxiliary-account
cor:subaccountId,,D01,1,1,,643-D,"[""20211003"",""900401""]",department
cor:subaccountId,,V002,1,1,,643-D,"[""20211003"",""900401""]",auxiliary-account
cor:type,,department,1,1,,643-D,"[""20211003"",""900401""]",department
cor:type,,auxiliary-account,1,1,,643-D,"[""20211003"",""900401""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900401,1,,,643-D,"[""20211003"",""900401""]",
cor:monetaryAmount,iso4217:JPY,231960,1,,,643-D,"[""20211003"",""900401""]",
cor:debitCreditIndicator,,D,1,,,643-D,"[""20211003"",""900401""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900401,1,,,643-C,"[""20211003"",""900401""]",
cor:debitCreditIndicator,,C,1,,,643-C,"[""20211003"",""900401""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,644-D,"[""20211003"",""900401""]",
cor:taxCategory,,00,1,,1,644-D,"[""20211003"",""900401""]",
cor:accountNumber,,2100,1,1,,644-D,"[""20211003"",""900401""]",
cor:accountDescription,,Demo Accrued Payables,1,1,,644-D,"[""20211003"",""900401""]",
cor:subaccountDescription,,Demo Sales,1,1,,644-D,"[""20211003"",""900401""]",department
cor:subaccountDescription,,Demo Vendor Orchid,1,1,,644-D,"[""20211003"",""900401""]",auxiliary-account
cor:subaccountId,,D01,1,1,,644-D,"[""20211003"",""900401""]",department
cor:subaccountId,,V005,1,1,,644-D,"[""20211003"",""900401""]",auxiliary-account
cor:type,,department,1,1,,644-D,"[""20211003"",""900401""]",department
cor:type,,auxiliary-account,1,1,,644-D,"[""20211003"",""900401""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900401,1,,,644-D,"[""20211003"",""900401""]",
cor:monetaryAmount,iso4217:JPY,61670,1,,,644-D,"[""20211003"",""900401""]",
cor:debitCreditIndicator,,D,1,,,644-D,"[""20211003"",""900401""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900401,1,,,644-C,"[""20211003"",""900401""]",
cor:debitCreditIndicator,,C,1,,,644-C,"[""20211003"",""900401""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900401,1,,,645-D,"[""20211003"",""900401""]",
cor:debitCreditIndicator,,D,1,,,645-D,"[""20211003"",""900401""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,645-C,"[""20211003"",""900401""]",
cor:taxCategory,,00,1,,1,645-C,"[""20211003"",""900401""]",
cor:accountNumber,,1120,1,1,,645-C,"[""20211003"",""900401""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,645-C,"[""20211003"",""900401""]",
cor:subaccountDescription,,Demo Sales,1,1,,645-C,"[""20211003"",""900401""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,645-C,"[""20211003"",""900401""]",auxiliary-account
cor:subaccountId,,D01,1,1,,645-C,"[""20211003"",""900401""]",department
cor:subaccountId,,B003,1,1,,645-C,"[""20211003"",""900401""]",auxiliary-account
cor:type,,department,1,1,,645-C,"[""20211003"",""900401""]",department
cor:type,,auxiliary-account,1,1,,645-C,"[""20211003"",""900401""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900401,1,,,645-C,"[""20211003"",""900401""]",
cor:monetaryAmount,iso4217:JPY,138000,1,,,645-C,"[""20211003"",""900401""]",
cor:debitCreditIndicator,,C,1,,,645-C,"[""20211003"",""900401""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900401,1,,,646-D,"[""20211003"",""900401""]",
cor:debitCreditIndicator,,D,1,,,646-D,"[""20211003"",""900401""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,646-C,"[""20211003"",""900401""]",
cor:taxCategory,,00,1,,1,646-C,"[""20211003"",""900401""]",
cor:accountNumber,,1100,1,1,,646-C,"[""20211003"",""900401""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,646-C,"[""20211003"",""900401""]",
cor:subaccountDescription,,Demo Sales,1,1,,646-C,"[""20211003"",""900401""]",department
cor:subaccountDescription,,Demo Central Bank,1,1,,646-C,"[""20211003"",""900401""]",auxiliary-account
cor:subaccountId,,D01,1,1,,646-C,"[""20211003"",""900401""]",department
cor:subaccountId,,B001,1,1,,646-C,"[""20211003"",""900401""]",auxiliary-account
cor:type,,department,1,1,,646-C,"[""20211003"",""900401""]",department
cor:type,,auxiliary-account,1,1,,646-C,"[""20211003"",""900401""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900401,1,,,646-C,"[""20211003"",""900401""]",
cor:monetaryAmount,iso4217:JPY,155630,1,,,646-C,"[""20211003"",""900401""]",
cor:debitCreditIndicator,,C,1,,,646-C,"[""20211003"",""900401""]",
cor:entryDatePosted,,2021-10-04,1,,,,"[""20211004"",""900406""]",
cor:entryId,,900406,1,,,,"[""20211004"",""900406""]",
cor:amountOfTaxes,iso4217:JPY,30359,1,,1,647-D,"[""20211004"",""900406""]",
cor:taxCategory,,Q5,1,,1,647-D,"[""20211004"",""900406""]",
cor:accountNumber,,5010,1,1,,647-D,"[""20211004"",""900406""]",
cor:accountDescription,,Demo Freight-in,1,1,,647-D,"[""20211004"",""900406""]",
cor:subaccountDescription,,Demo Logistics,1,1,,647-D,"[""20211004"",""900406""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,647-D,"[""20211004"",""900406""]",auxiliary-account
cor:subaccountId,,D04,1,1,,647-D,"[""20211004"",""900406""]",department
cor:subaccountId,,V001,1,1,,647-D,"[""20211004"",""900406""]",auxiliary-account
cor:type,,department,1,1,,647-D,"[""20211004"",""900406""]",department
cor:type,,auxiliary-account,1,1,,647-D,"[""20211004"",""900406""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900406,1,,,647-D,"[""20211004"",""900406""]",
cor:monetaryAmount,iso4217:JPY,333950,1,,,647-D,"[""20211004"",""900406""]",
cor:debitCreditIndicator,,D,1,,,647-D,"[""20211004"",""900406""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,647-C,"[""20211004"",""900406""]",
cor:taxCategory,,00,1,,1,647-C,"[""20211004"",""900406""]",
cor:accountNumber,,2000,1,1,,647-C,"[""20211004"",""900406""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,647-C,"[""20211004"",""900406""]",
cor:subaccountDescription,,Demo Logistics,1,1,,647-C,"[""20211004"",""900406""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,647-C,"[""20211004"",""900406""]",auxiliary-account
cor:subaccountId,,D04,1,1,,647-C,"[""20211004"",""900406""]",department
cor:subaccountId,,V001,1,1,,647-C,"[""20211004"",""900406""]",auxiliary-account
cor:type,,department,1,1,,647-C,"[""20211004"",""900406""]",department
cor:type,,auxiliary-account,1,1,,647-C,"[""20211004"",""900406""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900406,1,,,647-C,"[""20211004"",""900406""]",
cor:monetaryAmount,iso4217:JPY,333950,1,,,647-C,"[""20211004"",""900406""]",
cor:debitCreditIndicator,,C,1,,,647-C,"[""20211004"",""900406""]",
cor:entryDatePosted,,2021-10-05,1,,,,"[""20211005"",""900395""]",
cor:entryId,,900395,1,,,,"[""20211005"",""900395""]",
cor:amountOfTaxes,iso4217:JPY,17767,1,,1,648-D,"[""20211005"",""900395""]",
cor:taxCategory,,Q5,1,,1,648-D,"[""20211005"",""900395""]",
cor:accountNumber,,5020,1,1,,648-D,"[""20211005"",""900395""]",
cor:accountDescription,,Demo Inventory Adjustment,1,1,,648-D,"[""20211005"",""900395""]",
cor:subaccountDescription,,Demo Logistics,1,1,,648-D,"[""20211005"",""900395""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,648-D,"[""20211005"",""900395""]",auxiliary-account
cor:subaccountId,,D04,1,1,,648-D,"[""20211005"",""900395""]",department
cor:subaccountId,,V006,1,1,,648-D,"[""20211005"",""900395""]",auxiliary-account
cor:type,,department,1,1,,648-D,"[""20211005"",""900395""]",department
cor:type,,auxiliary-account,1,1,,648-D,"[""20211005"",""900395""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900395,1,,,648-D,"[""20211005"",""900395""]",
cor:monetaryAmount,iso4217:JPY,195440,1,,,648-D,"[""20211005"",""900395""]",
cor:debitCreditIndicator,,D,1,,,648-D,"[""20211005"",""900395""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,648-C,"[""20211005"",""900395""]",
cor:taxCategory,,00,1,,1,648-C,"[""20211005"",""900395""]",
cor:accountNumber,,2000,1,1,,648-C,"[""20211005"",""900395""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,648-C,"[""20211005"",""900395""]",
cor:subaccountDescription,,Demo Logistics,1,1,,648-C,"[""20211005"",""900395""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,648-C,"[""20211005"",""900395""]",auxiliary-account
cor:subaccountId,,D04,1,1,,648-C,"[""20211005"",""900395""]",department
cor:subaccountId,,V006,1,1,,648-C,"[""20211005"",""900395""]",auxiliary-account
cor:type,,department,1,1,,648-C,"[""20211005"",""900395""]",department
cor:type,,auxiliary-account,1,1,,648-C,"[""20211005"",""900395""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900395,1,,,648-C,"[""20211005"",""900395""]",
cor:monetaryAmount,iso4217:JPY,195440,1,,,648-C,"[""20211005"",""900395""]",
cor:debitCreditIndicator,,C,1,,,648-C,"[""20211005"",""900395""]",
cor:entryDatePosted,,2021-10-06,1,,,,"[""20211006"",""900372""]",
cor:entryId,,900372,1,,,,"[""20211006"",""900372""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,649-D,"[""20211006"",""900372""]",
cor:taxCategory,,00,1,,1,649-D,"[""20211006"",""900372""]",
cor:accountNumber,,1200,1,1,,649-D,"[""20211006"",""900372""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,649-D,"[""20211006"",""900372""]",
cor:subaccountDescription,,Demo Sales,1,1,,649-D,"[""20211006"",""900372""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,649-D,"[""20211006"",""900372""]",auxiliary-account
cor:subaccountId,,D01,1,1,,649-D,"[""20211006"",""900372""]",department
cor:subaccountId,,C007,1,1,,649-D,"[""20211006"",""900372""]",auxiliary-account
cor:type,,department,1,1,,649-D,"[""20211006"",""900372""]",department
cor:type,,auxiliary-account,1,1,,649-D,"[""20211006"",""900372""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900372,1,,,649-D,"[""20211006"",""900372""]",
cor:monetaryAmount,iso4217:JPY,486740,1,,,649-D,"[""20211006"",""900372""]",
cor:debitCreditIndicator,,D,1,,,649-D,"[""20211006"",""900372""]",
cor:amountOfTaxes,iso4217:JPY,44249,1,,1,649-C,"[""20211006"",""900372""]",
cor:taxCategory,,B5,1,,1,649-C,"[""20211006"",""900372""]",
cor:accountNumber,,4000,1,1,,649-C,"[""20211006"",""900372""]",
cor:accountDescription,,Demo Product Sales,1,1,,649-C,"[""20211006"",""900372""]",
cor:subaccountDescription,,Demo Sales,1,1,,649-C,"[""20211006"",""900372""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,649-C,"[""20211006"",""900372""]",auxiliary-account
cor:subaccountId,,D01,1,1,,649-C,"[""20211006"",""900372""]",department
cor:subaccountId,,C007,1,1,,649-C,"[""20211006"",""900372""]",auxiliary-account
cor:type,,department,1,1,,649-C,"[""20211006"",""900372""]",department
cor:type,,auxiliary-account,1,1,,649-C,"[""20211006"",""900372""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900372,1,,,649-C,"[""20211006"",""900372""]",
cor:monetaryAmount,iso4217:JPY,486740,1,,,649-C,"[""20211006"",""900372""]",
cor:debitCreditIndicator,,C,1,,,649-C,"[""20211006"",""900372""]",
cor:entryDatePosted,,2021-10-06,1,,,,"[""20211006"",""900396""]",
cor:entryId,,900396,1,,,,"[""20211006"",""900396""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,650-D,"[""20211006"",""900396""]",
cor:taxCategory,,00,1,,1,650-D,"[""20211006"",""900396""]",
cor:accountNumber,,1100,1,1,,650-D,"[""20211006"",""900396""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,650-D,"[""20211006"",""900396""]",
cor:subaccountDescription,,Demo Sales,1,1,,650-D,"[""20211006"",""900396""]",department
