concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:type,,department,1,1,,322-D,"[""20210701"",""900184""]",department
cor:type,,auxiliary-account,1,1,,322-D,"[""20210701"",""900184""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating cost bundle 900184,1,,,322-D,"[""20210701"",""900184""]",
cor:monetaryAmount,iso4217:JPY,150940,1,,,322-D,"[""20210701"",""900184""]",
cor:debitCreditIndicator,,D,1,,,322-D,"[""20210701"",""900184""]",
cor:detailDescription,,Synthetic demo operating cost bundle 900184,1,,,322-C,"[""20210701"",""900184""]",
cor:debitCreditIndicator,,C,1,,,322-C,"[""20210701"",""900184""]",
cor:amountOfTaxes,iso4217:JPY,15755,1,,1,323-D,"[""20210701"",""900184""]",
cor:taxCategory,,Q5,1,,1,323-D,"[""20210701"",""900184""]",
cor:accountNumber,,6060,1,1,,323-D,"[""20210701"",""900184""]",
cor:accountDescription,,Demo Office Supplies,1,1,,323-D,"[""20210701"",""900184""]",
cor:subaccountDescription,,Demo Operations,1,1,,323-D,"[""20210701"",""900184""]",department
cor:subaccountDescription,,Demo Vendor Orchid,1,1,,323-D,"[""20210701"",""900184""]",auxiliary-account
cor:subaccountId,,D03,1,1,,323-D,"[""20210701"",""900184""]",department
cor:subaccountId,,V005,1,1,,323-D,"[""20210701"",""900184""]",auxiliary-account
cor:type,,department,1,1,,323-D,"[""20210701"",""900184""]",department
cor:type,,auxiliary-account,1,1,,323-D,"[""20210701"",""900184""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating cost bundle 900184,1,,,323-D,"[""20210701"",""900184""]",
cor:monetaryAmount,iso4217:JPY,173310,1,,,323-D,"[""20210701"",""900184""]",
cor:debitCreditIndicator,,D,1,,,323-D,"[""20210701"",""900184""]",
cor:detailDescription,,Synthetic demo operating cost bundle 900184,1,,,323-C,"[""20210701"",""900184""]",
cor:debitCreditIndicator,,C,1,,,323-C,"[""20210701"",""900184""]",
cor:entryDatePosted,,2021-07-01,1,,,,"[""20210701"",""900190""]",
cor:entryId,,900190,1,,,,"[""20210701"",""900190""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,324-D,"[""20210701"",""900190""]",
cor:taxCategory,,00,1,,1,324-D,"[""20210701"",""900190""]",
cor:accountNumber,,1200,1,1,,324-D,"[""20210701"",""900190""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,324-D,"[""20210701"",""900190""]",
cor:subaccountDescription,,Demo Sales,1,1,,324-D,"[""20210701"",""900190""]",department
cor:subaccountDescription,,Demo Customer Aurora,1,1,,324-D,"[""20210701"",""900190""]",auxiliary-account
cor:subaccountId,,D01,1,1,,324-D,"[""20210701"",""900190""]",department
cor:subaccountId,,C001,1,1,,324-D,"[""20210701"",""900190""]",auxiliary-account
cor:type,,department,1,1,,324-D,"[""20210701"",""900190""]",department
cor:type,,auxiliary-account,1,1,,324-D,"[""20210701"",""900190""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900190,1,,,324-D,"[""20210701"",""900190""]",
cor:monetaryAmount,iso4217:JPY,322010,1,,,324-D,"[""20210701"",""900190""]",
cor:debitCreditIndicator,,D,1,,,324-D,"[""20210701"",""900190""]",
cor:amountOfTaxes,iso4217:JPY,29274,1,,1,324-C,"[""20210701"",""900190""]",
cor:taxCategory,,B5,1,,1,324-C,"[""20210701"",""900190""]",
cor:accountNumber,,4010,1,1,,324-C,"[""20210701"",""900190""]",
cor:accountDescription,,Demo Service Revenue,1,1,,324-C,"[""20210701"",""900190""]",
cor:subaccountDescription,,Demo Sales,1,1,,324-C,"[""20210701"",""900190""]",department
cor:subaccountDescription,,Demo Customer Aurora,1,1,,324-C,"[""20210701"",""900190""]",auxiliary-account
cor:subaccountId,,D01,1,1,,324-C,"[""20210701"",""900190""]",department
cor:subaccountId,,C001,1,1,,324-C,"[""20210701"",""900190""]",auxiliary-account
cor:type,,department,1,1,,324-C,"[""20210701"",""900190""]",department
cor:type,,auxiliary-account,1,1,,324-C,"[""20210701"",""900190""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900190,1,,,324-C,"[""20210701"",""900190""]",
cor:monetaryAmount,iso4217:JPY,322010,1,,,324-C,"[""20210701"",""900190""]",
cor:debitCreditIndicator,,C,1,,,324-C,"[""20210701"",""900190""]",
cor:entryDatePosted,,2021-07-03,1,,,,"[""20210703"",""900211""]",
cor:entryId,,900211,1,,,,"[""20210703"",""900211""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,325-D,"[""20210703"",""900211""]",
cor:taxCategory,,00,1,,1,325-D,"[""20210703"",""900211""]",
cor:accountNumber,,1200,1,1,,325-D,"[""20210703"",""900211""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,325-D,"[""20210703"",""900211""]",
cor:subaccountDescription,,Demo Sales,1,1,,325-D,"[""20210703"",""900211""]",department
cor:subaccountDescription,,Demo Customer Dawn,1,1,,325-D,"[""20210703"",""900211""]",auxiliary-account
cor:subaccountId,,D01,1,1,,325-D,"[""20210703"",""900211""]",department
cor:subaccountId,,C004,1,1,,325-D,"[""20210703"",""900211""]",auxiliary-account
cor:type,,department,1,1,,325-D,"[""20210703"",""900211""]",department
cor:type,,auxiliary-account,1,1,,325-D,"[""20210703"",""900211""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900211,1,,,325-D,"[""20210703"",""900211""]",
cor:monetaryAmount,iso4217:JPY,417160,1,,,325-D,"[""20210703"",""900211""]",
cor:debitCreditIndicator,,D,1,,,325-D,"[""20210703"",""900211""]",
cor:amountOfTaxes,iso4217:JPY,37924,1,,1,325-C,"[""20210703"",""900211""]",
cor:taxCategory,,B5,1,,1,325-C,"[""20210703"",""900211""]",
cor:accountNumber,,4010,1,1,,325-C,"[""20210703"",""900211""]",
cor:accountDescription,,Demo Service Revenue,1,1,,325-C,"[""20210703"",""900211""]",
cor:subaccountDescription,,Demo Sales,1,1,,325-C,"[""20210703"",""900211""]",department
cor:subaccountDescription,,Demo Customer Dawn,1,1,,325-C,"[""20210703"",""900211""]",auxiliary-account
cor:subaccountId,,D01,1,1,,325-C,"[""20210703"",""900211""]",department
cor:subaccountId,,C004,1,1,,325-C,"[""20210703"",""900211""]",auxiliary-account
cor:type,,department,1,1,,325-C,"[""20210703"",""900211""]",department
cor:type,,auxiliary-account,1,1,,325-C,"[""20210703"",""900211""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900211,1,,,325-C,"[""20210703"",""900211""]",
cor:monetaryAmount,iso4217:JPY,417160,1,,,325-C,"[""20210703"",""900211""]",
cor:debitCreditIndicator,,C,1,,,325-C,"[""20210703"",""900211""]",
cor:entryDatePosted,,2021-07-03,1,,,,"[""20210703"",""900226""]",
cor:entryId,,900226,1,,,,"[""20210703"",""900226""]",
cor:amountOfTaxes,iso4217:JPY,7647,1,,1,326-D,"[""20210703"",""900226""]",
cor:taxCategory,,Q5,1,,1,326-D,"[""20210703"",""900226""]",
cor:accountNumber,,5010,1,1,,326-D,"[""20210703"",""900226""]",
cor:accountDescription,,Demo Freight-in,1,1,,326-D,"[""20210703"",""900226""]",
cor:subaccountDescription,,Demo Logistics,1,1,,326-D,"[""20210703"",""900226""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,326-D,"[""20210703"",""900226""]",auxiliary-account
cor:subaccountId,,D04,1,1,,326-D,"[""20210703"",""900226""]",department
cor:subaccountId,,V001,1,1,,326-D,"[""20210703"",""900226""]",auxiliary-account
cor:type,,department,1,1,,326-D,"[""20210703"",""900226""]",department
cor:type,,auxiliary-account,1,1,,326-D,"[""20210703"",""900226""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900226,1,,,326-D,"[""20210703"",""900226""]",
cor:monetaryAmount,iso4217:JPY,84120,1,,,326-D,"[""20210703"",""900226""]",
cor:debitCreditIndicator,,D,1,,,326-D,"[""20210703"",""900226""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,326-C,"[""20210703"",""900226""]",
cor:taxCategory,,00,1,,1,326-C,"[""20210703"",""900226""]",
cor:accountNumber,,2000,1,1,,326-C,"[""20210703"",""900226""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,326-C,"[""20210703"",""900226""]",
cor:subaccountDescription,,Demo Logistics,1,1,,326-C,"[""20210703"",""900226""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,326-C,"[""20210703"",""900226""]",auxiliary-account
cor:subaccountId,,D04,1,1,,326-C,"[""20210703"",""900226""]",department
cor:subaccountId,,V001,1,1,,326-C,"[""20210703"",""900226""]",auxiliary-account
cor:type,,department,1,1,,326-C,"[""20210703"",""900226""]",department
cor:type,,auxiliary-account,1,1,,326-C,"[""20210703"",""900226""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900226,1,,,326-C,"[""20210703"",""900226""]",
cor:monetaryAmount,iso4217:JPY,84120,1,,,326-C,"[""20210703"",""900226""]",
cor:debitCreditIndicator,,C,1,,,326-C,"[""20210703"",""900226""]",
cor:entryDatePosted,,2021-07-04,1,,,,"[""20210704"",""900235""]",
cor:entryId,,900235,1,,,,"[""20210704"",""900235""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,327-D,"[""20210704"",""900235""]",
cor:taxCategory,,00,1,,1,327-D,"[""20210704"",""900235""]",
cor:accountNumber,,2000,1,1,,327-D,"[""20210704"",""900235""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,327-D,"[""20210704"",""900235""]",
cor:subaccountDescription,,Demo Sales,1,1,,327-D,"[""20210704"",""900235""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,327-D,"[""20210704"",""900235""]",auxiliary-account
cor:subaccountId,,D01,1,1,,327-D,"[""20210704"",""900235""]",department
cor:subaccountId,,V006,1,1,,327-D,"[""20210704"",""900235""]",auxiliary-account
cor:type,,department,1,1,,327-D,"[""20210704"",""900235""]",department
cor:type,,auxiliary-account,1,1,,327-D,"[""20210704"",""900235""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900235,1,,,327-D,"[""20210704"",""900235""]",
cor:monetaryAmount,iso4217:JPY,135020,1,,,327-D,"[""20210704"",""900235""]",
cor:debitCreditIndicator,,D,1,,,327-D,"[""20210704"",""900235""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900235,1,,,327-C,"[""20210704"",""900235""]",
cor:debitCreditIndicator,,C,1,,,327-C,"[""20210704"",""900235""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,328-D,"[""20210704"",""900235""]",
cor:taxCategory,,00,1,,1,328-D,"[""20210704"",""900235""]",
cor:accountNumber,,2100,1,1,,328-D,"[""20210704"",""900235""]",
cor:accountDescription,,Demo Accrued Payables,1,1,,328-D,"[""20210704"",""900235""]",
cor:subaccountDescription,,Demo Sales,1,1,,328-D,"[""20210704"",""900235""]",department
cor:subaccountDescription,,Demo Vendor Summit,1,1,,328-D,"[""20210704"",""900235""]",auxiliary-account
cor:subaccountId,,D01,1,1,,328-D,"[""20210704"",""900235""]",department
cor:subaccountId,,V009,1,1,,328-D,"[""20210704"",""900235""]",auxiliary-account
cor:type,,department,1,1,,328-D,"[""20210704"",""900235""]",department
cor:type,,auxiliary-account,1,1,,328-D,"[""20210704"",""900235""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900235,1,,,328-D,"[""20210704"",""900235""]",
cor:monetaryAmount,iso4217:JPY,124640,1,,,328-D,"[""20210704"",""900235""]",
cor:debitCreditIndicator,,D,1,,,328-D,"[""20210704"",""900235""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900235,1,,,328-C,"[""20210704"",""900235""]",
cor:debitCreditIndicator,,C,1,,,328-C,"[""20210704"",""900235""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900235,1,,,329-D,"[""20210704"",""900235""]",
cor:debitCreditIndicator,,D,1,,,329-D,"[""20210704"",""900235""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,329-C,"[""20210704"",""900235""]",
cor:taxCategory,,00,1,,1,329-C,"[""20210704"",""900235""]",
cor:accountNumber,,1110,1,1,,329-C,"[""20210704"",""900235""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,329-C,"[""20210704"",""900235""]",
cor:subaccountDescription,,Demo Sales,1,1,,329-C,"[""20210704"",""900235""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,329-C,"[""20210704"",""900235""]",auxiliary-account
cor:subaccountId,,D01,1,1,,329-C,"[""20210704"",""900235""]",department
cor:subaccountId,,B002,1,1,,329-C,"[""20210704"",""900235""]",auxiliary-account
cor:type,,department,1,1,,329-C,"[""20210704"",""900235""]",department
cor:type,,auxiliary-account,1,1,,329-C,"[""20210704"",""900235""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900235,1,,,329-C,"[""20210704"",""900235""]",
cor:monetaryAmount,iso4217:JPY,163580,1,,,329-C,"[""20210704"",""900235""]",
cor:debitCreditIndicator,,C,1,,,329-C,"[""20210704"",""900235""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900235,1,,,330-D,"[""20210704"",""900235""]",
cor:debitCreditIndicator,,D,1,,,330-D,"[""20210704"",""900235""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,330-C,"[""20210704"",""900235""]",
cor:taxCategory,,00,1,,1,330-C,"[""20210704"",""900235""]",
cor:accountNumber,,1120,1,1,,330-C,"[""20210704"",""900235""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,330-C,"[""20210704"",""900235""]",
cor:subaccountDescription,,Demo Sales,1,1,,330-C,"[""20210704"",""900235""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,330-C,"[""20210704"",""900235""]",auxiliary-account
cor:subaccountId,,D01,1,1,,330-C,"[""20210704"",""900235""]",department
cor:subaccountId,,B003,1,1,,330-C,"[""20210704"",""900235""]",auxiliary-account
cor:type,,department,1,1,,330-C,"[""20210704"",""900235""]",department
cor:type,,auxiliary-account,1,1,,330-C,"[""20210704"",""900235""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900235,1,,,330-C,"[""20210704"",""900235""]",
cor:monetaryAmount,iso4217:JPY,96080,1,,,330-C,"[""20210704"",""900235""]",
cor:debitCreditIndicator,,C,1,,,330-C,"[""20210704"",""900235""]",
cor:entryDatePosted,,2021-07-05,1,,,,"[""20210705"",""900218""]",
cor:entryId,,900218,1,,,,"[""20210705"",""900218""]",
cor:amountOfTaxes,iso4217:JPY,355,1,,1,331-D,"[""20210705"",""900218""]",
cor:taxCategory,,Q5,1,,1,331-D,"[""20210705"",""900218""]",
cor:accountNumber,,6040,1,1,,331-D,"[""20210705"",""900218""]",
cor:accountDescription,,Demo Communication,1,1,,331-D,"[""20210705"",""900218""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,331-D,"[""20210705"",""900218""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,331-D,"[""20210705"",""900218""]",auxiliary-account
cor:subaccountId,,D05,1,1,,331-D,"[""20210705"",""900218""]",department
cor:subaccountId,,V001,1,1,,331-D,"[""20210705"",""900218""]",auxiliary-account
cor:type,,department,1,1,,331-D,"[""20210705"",""900218""]",department
cor:type,,auxiliary-account,1,1,,331-D,"[""20210705"",""900218""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900218,1,,,331-D,"[""20210705"",""900218""]",
cor:monetaryAmount,iso4217:JPY,3900,1,,,331-D,"[""20210705"",""900218""]",
cor:debitCreditIndicator,,D,1,,,331-D,"[""20210705"",""900218""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,331-C,"[""20210705"",""900218""]",
cor:taxCategory,,00,1,,1,331-C,"[""20210705"",""900218""]",
cor:accountNumber,,1120,1,1,,331-C,"[""20210705"",""900218""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,331-C,"[""20210705"",""900218""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,331-C,"[""20210705"",""900218""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,331-C,"[""20210705"",""900218""]",auxiliary-account
cor:subaccountId,,D05,1,1,,331-C,"[""20210705"",""900218""]",department
cor:subaccountId,,B003,1,1,,331-C,"[""20210705"",""900218""]",auxiliary-account
cor:type,,department,1,1,,331-C,"[""20210705"",""900218""]",department
cor:type,,auxiliary-account,1,1,,331-C,"[""20210705"",""900218""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900218,1,,,331-C,"[""20210705"",""900218""]",
cor:monetaryAmount,iso4217:JPY,3900,1,,,331-C,"[""20210705"",""900218""]",
cor:debitCreditIndicator,,C,1,,,331-C,"[""20210705"",""900218""]",
cor:entryDatePosted,,2021-07-06,1,,,,"[""20210706"",""900188""]",
cor:entryId,,900188,1,,,,"[""20210706"",""900188""]",
cor:amountOfTaxes,iso4217:JPY,8848,1,,1,332-D,"[""20210706"",""900188""]",
cor:taxCategory,,Q5,1,,1,332-D,"[""20210706"",""900188""]",
cor:accountNumber,,6100,1,1,,332-D,"[""20210706"",""900188""]",
cor:accountDescription,,Demo Repairs,1,1,,332-D,"[""20210706"",""900188""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,332-D,"[""20210706"",""900188""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,332-D,"[""20210706"",""900188""]",auxiliary-account
cor:subaccountId,,D05,1,1,,332-D,"[""20210706"",""900188""]",department
cor:subaccountId,,V001,1,1,,332-D,"[""20210706"",""900188""]",auxiliary-account
cor:type,,department,1,1,,332-D,"[""20210706"",""900188""]",department
cor:type,,auxiliary-account,1,1,,332-D,"[""20210706"",""900188""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900188,1,,,332-D,"[""20210706"",""900188""]",
cor:monetaryAmount,iso4217:JPY,97330,1,,,332-D,"[""20210706"",""900188""]",
cor:debitCreditIndicator,,D,1,,,332-D,"[""20210706"",""900188""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,332-C,"[""20210706"",""900188""]",
cor:taxCategory,,00,1,,1,332-C,"[""20210706"",""900188""]",
cor:accountNumber,,1120,1,1,,332-C,"[""20210706"",""900188""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,332-C,"[""20210706"",""900188""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,332-C,"[""20210706"",""900188""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,332-C,"[""20210706"",""900188""]",auxiliary-account
cor:subaccountId,,D05,1,1,,332-C,"[""20210706"",""900188""]",department
cor:subaccountId,,B003,1,1,,332-C,"[""20210706"",""900188""]",auxiliary-account
cor:type,,department,1,1,,332-C,"[""20210706"",""900188""]",department
cor:type,,auxiliary-account,1,1,,332-C,"[""20210706"",""900188""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900188,1,,,332-C,"[""20210706"",""900188""]",
cor:monetaryAmount,iso4217:JPY,97330,1,,,332-C,"[""20210706"",""900188""]",
cor:debitCreditIndicator,,C,1,,,332-C,"[""20210706"",""900188""]",
cor:entryDatePosted,,2021-07-06,1,,,,"[""20210706"",""900194""]",
cor:entryId,,900194,1,,,,"[""20210706"",""900194""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,333-D,"[""20210706"",""900194""]",
cor:taxCategory,,00,1,,1,333-D,"[""20210706"",""900194""]",
cor:accountNumber,,1120,1,1,,333-D,"[""20210706"",""900194""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,333-D,"[""20210706"",""900194""]",
cor:subaccountDescription,,Demo Sales,1,1,,333-D,"[""20210706"",""900194""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,333-D,"[""20210706"",""900194""]",auxiliary-account
cor:subaccountId,,D01,1,1,,333-D,"[""20210706"",""900194""]",department
cor:subaccountId,,B003,1,1,,333-D,"[""20210706"",""900194""]",auxiliary-account
cor:type,,department,1,1,,333-D,"[""20210706"",""900194""]",department
cor:type,,auxiliary-account,1,1,,333-D,"[""20210706"",""900194""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900194,1,,,333-D,"[""20210706"",""900194""]",
cor:monetaryAmount,iso4217:JPY,426780,1,,,333-D,"[""20210706"",""900194""]",
cor:debitCreditIndicator,,D,1,,,333-D,"[""20210706"",""900194""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,333-C,"[""20210706"",""900194""]",
cor:taxCategory,,00,1,,1,333-C,"[""20210706"",""900194""]",
cor:accountNumber,,1200,1,1,,333-C,"[""20210706"",""900194""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,333-C,"[""20210706"",""900194""]",
cor:subaccountDescription,,Demo Sales,1,1,,333-C,"[""20210706"",""900194""]",department
cor:subaccountDescription,,Demo Customer Cobalt,1,1,,333-C,"[""20210706"",""900194""]",auxiliary-account
cor:subaccountId,,D01,1,1,,333-C,"[""20210706"",""900194""]",department
cor:subaccountId,,C003,1,1,,333-C,"[""20210706"",""900194""]",auxiliary-account
cor:type,,department,1,1,,333-C,"[""20210706"",""900194""]",department
cor:type,,auxiliary-account,1,1,,333-C,"[""20210706"",""900194""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900194,1,,,333-C,"[""20210706"",""900194""]",
cor:monetaryAmount,iso4217:JPY,426780,1,,,333-C,"[""20210706"",""900194""]",
cor:debitCreditIndicator,,C,1,,,333-C,"[""20210706"",""900194""]",
cor:entryDatePosted,,2021-07-06,1,,,,"[""20210706"",""900201""]",
cor:entryId,,900201,1,,,,"[""20210706"",""900201""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,334-D,"[""20210706"",""900201""]",
cor:taxCategory,,00,1,,1,334-D,"[""20210706"",""900201""]",
cor:accountNumber,,1200,1,1,,334-D,"[""20210706"",""900201""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,334-D,"[""20210706"",""900201""]",
cor:subaccountDescription,,Demo Sales,1,1,,334-D,"[""20210706"",""900201""]",department
cor:subaccountDescription,,Demo Customer Dawn,1,1,,334-D,"[""20210706"",""900201""]",auxiliary-account
cor:subaccountId,,D01,1,1,,334-D,"[""20210706"",""900201""]",department
cor:subaccountId,,C004,1,1,,334-D,"[""20210706"",""900201""]",auxiliary-account
cor:type,,department,1,1,,334-D,"[""20210706"",""900201""]",department
cor:type,,auxiliary-account,1,1,,334-D,"[""20210706"",""900201""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900201,1,,,334-D,"[""20210706"",""900201""]",
cor:monetaryAmount,iso4217:JPY,452220,1,,,334-D,"[""20210706"",""900201""]",
cor:debitCreditIndicator,,D,1,,,334-D,"[""20210706"",""900201""]",
cor:amountOfTaxes,iso4217:JPY,41111,1,,1,334-C,"[""20210706"",""900201""]",
cor:taxCategory,,B5,1,,1,334-C,"[""20210706"",""900201""]",
cor:accountNumber,,4000,1,1,,334-C,"[""20210706"",""900201""]",
cor:accountDescription,,Demo Product Sales,1,1,,334-C,"[""20210706"",""900201""]",
cor:subaccountDescription,,Demo Sales,1,1,,334-C,"[""20210706"",""900201""]",department
cor:subaccountDescription,,Demo Customer Dawn,1,1,,334-C,"[""20210706"",""900201""]",auxiliary-account
cor:subaccountId,,D01,1,1,,334-C,"[""20210706"",""900201""]",department
cor:subaccountId,,C004,1,1,,334-C,"[""20210706"",""900201""]",auxiliary-account
cor:type,,department,1,1,,334-C,"[""20210706"",""900201""]",department
cor:type,,auxiliary-account,1,1,,334-C,"[""20210706"",""900201""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900201,1,,,334-C,"[""20210706"",""900201""]",
cor:monetaryAmount,iso4217:JPY,452220,1,,,334-C,"[""20210706"",""900201""]",
cor:debitCreditIndicator,,C,1,,,334-C,"[""20210706"",""900201""]",
cor:entryDatePosted,,2021-07-10,1,,,,"[""20210710"",""900225""]",
cor:entryId,,900225,1,,,,"[""20210710"",""900225""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,335-D,"[""20210710"",""900225""]",
cor:taxCategory,,00,1,,1,335-D,"[""20210710"",""900225""]",
cor:accountNumber,,6000,1,1,,335-D,"[""20210710"",""900225""]",
cor:accountDescription,,Demo Salaries,1,1,,335-D,"[""20210710"",""900225""]",
cor:subaccountDescription,,Demo Administration,1,1,,335-D,"[""20210710"",""900225""]",department
cor:subaccountId,,D02,1,1,,335-D,"[""20210710"",""900225""]",department
cor:type,,department,1,1,,335-D,"[""20210710"",""900225""]",department
