concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:subaccountDescription,,Demo Logistics,1,1,,11-C,"[""20210407"",""900045""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,11-C,"[""20210407"",""900045""]",auxiliary-account
cor:subaccountId,,D04,1,1,,11-C,"[""20210407"",""900045""]",department
cor:subaccountId,,V006,1,1,,11-C,"[""20210407"",""900045""]",auxiliary-account
cor:type,,department,1,1,,11-C,"[""20210407"",""900045""]",department
cor:type,,auxiliary-account,1,1,,11-C,"[""20210407"",""900045""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900045,1,,,11-C,"[""20210407"",""900045""]",
cor:monetaryAmount,iso4217:JPY,95580,1,,,11-C,"[""20210407"",""900045""]",
cor:debitCreditIndicator,,C,1,,,11-C,"[""20210407"",""900045""]",
cor:entryDatePosted,,2021-04-07,1,,,,"[""20210407"",""900056""]",
cor:entryId,,900056,1,,,,"[""20210407"",""900056""]",
cor:amountOfTaxes,iso4217:JPY,20205,1,,1,12-D,"[""20210407"",""900056""]",
cor:taxCategory,,Q5,1,,1,12-D,"[""20210407"",""900056""]",
cor:accountNumber,,5020,1,1,,12-D,"[""20210407"",""900056""]",
cor:accountDescription,,Demo Inventory Adjustment,1,1,,12-D,"[""20210407"",""900056""]",
cor:subaccountDescription,,Demo Logistics,1,1,,12-D,"[""20210407"",""900056""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,12-D,"[""20210407"",""900056""]",auxiliary-account
cor:subaccountId,,D04,1,1,,12-D,"[""20210407"",""900056""]",department
cor:subaccountId,,V001,1,1,,12-D,"[""20210407"",""900056""]",auxiliary-account
cor:type,,department,1,1,,12-D,"[""20210407"",""900056""]",department
cor:type,,auxiliary-account,1,1,,12-D,"[""20210407"",""900056""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900056,1,,,12-D,"[""20210407"",""900056""]",
cor:monetaryAmount,iso4217:JPY,222250,1,,,12-D,"[""20210407"",""900056""]",
cor:debitCreditIndicator,,D,1,,,12-D,"[""20210407"",""900056""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,12-C,"[""20210407"",""900056""]",
cor:taxCategory,,00,1,,1,12-C,"[""20210407"",""900056""]",
cor:accountNumber,,2000,1,1,,12-C,"[""20210407"",""900056""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,12-C,"[""20210407"",""900056""]",
cor:subaccountDescription,,Demo Logistics,1,1,,12-C,"[""20210407"",""900056""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,12-C,"[""20210407"",""900056""]",auxiliary-account
cor:subaccountId,,D04,1,1,,12-C,"[""20210407"",""900056""]",department
cor:subaccountId,,V001,1,1,,12-C,"[""20210407"",""900056""]",auxiliary-account
cor:type,,department,1,1,,12-C,"[""20210407"",""900056""]",department
cor:type,,auxiliary-account,1,1,,12-C,"[""20210407"",""900056""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900056,1,,,12-C,"[""20210407"",""900056""]",
cor:monetaryAmount,iso4217:JPY,222250,1,,,12-C,"[""20210407"",""900056""]",
cor:debitCreditIndicator,,C,1,,,12-C,"[""20210407"",""900056""]",
cor:entryDatePosted,,2021-04-08,1,,,,"[""20210408"",""900020""]",
cor:entryId,,900020,1,,,,"[""20210408"",""900020""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,13-D,"[""20210408"",""900020""]",
cor:taxCategory,,00,1,,1,13-D,"[""20210408"",""900020""]",
cor:accountNumber,,1200,1,1,,13-D,"[""20210408"",""900020""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,13-D,"[""20210408"",""900020""]",
cor:subaccountDescription,,Demo Sales,1,1,,13-D,"[""20210408"",""900020""]",department
cor:subaccountDescription,,Demo Customer Aurora,1,1,,13-D,"[""20210408"",""900020""]",auxiliary-account
cor:subaccountId,,D01,1,1,,13-D,"[""20210408"",""900020""]",department
cor:subaccountId,,C001,1,1,,13-D,"[""20210408"",""900020""]",auxiliary-account
cor:type,,department,1,1,,13-D,"[""20210408"",""900020""]",department
cor:type,,auxiliary-account,1,1,,13-D,"[""20210408"",""900020""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900020,1,,,13-D,"[""20210408"",""900020""]",
cor:monetaryAmount,iso4217:JPY,65230,1,,,13-D,"[""20210408"",""900020""]",
cor:debitCreditIndicator,,D,1,,,13-D,"[""20210408"",""900020""]",
cor:amountOfTaxes,iso4217:JPY,5930,1,,1,13-C,"[""20210408"",""900020""]",
cor:taxCategory,,B5,1,,1,13-C,"[""20210408"",""900020""]",
cor:accountNumber,,4020,1,1,,13-C,"[""20210408"",""900020""]",
cor:accountDescription,,Demo Other Operating Revenue,1,1,,13-C,"[""20210408"",""900020""]",
cor:subaccountDescription,,Demo Sales,1,1,,13-C,"[""20210408"",""900020""]",department
cor:subaccountDescription,,Demo Customer Aurora,1,1,,13-C,"[""20210408"",""900020""]",auxiliary-account
cor:subaccountId,,D01,1,1,,13-C,"[""20210408"",""900020""]",department
cor:subaccountId,,C001,1,1,,13-C,"[""20210408"",""900020""]",auxiliary-account
cor:type,,department,1,1,,13-C,"[""20210408"",""900020""]",department
cor:type,,auxiliary-account,1,1,,13-C,"[""20210408"",""900020""]",auxiliary-account
