concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:entryDatePosted,,2021-08-02,1,,,,"[""20210802"",""900250""]",
cor:entryId,,900250,1,,,,"[""20210802"",""900250""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,431-D,"[""20210802"",""900250""]",
cor:taxCategory,,00,1,,1,431-D,"[""20210802"",""900250""]",
cor:accountNumber,,1200,1,1,,431-D,"[""20210802"",""900250""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,431-D,"[""20210802"",""900250""]",
cor:subaccountDescription,,Demo Sales,1,1,,431-D,"[""20210802"",""900250""]",department
cor:subaccountDescription,,Demo Customer Aurora,1,1,,431-D,"[""20210802"",""900250""]",auxiliary-account
cor:subaccountId,,D01,1,1,,431-D,"[""20210802"",""900250""]",department
cor:subaccountId,,C001,1,1,,431-D,"[""20210802"",""900250""]",auxiliary-account
cor:type,,department,1,1,,431-D,"[""20210802"",""900250""]",department
cor:type,,auxiliary-account,1,1,,431-D,"[""20210802"",""900250""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900250,1,,,431-D,"[""20210802"",""900250""]",
cor:monetaryAmount,iso4217:JPY,366950,1,,,431-D,"[""20210802"",""900250""]",
cor:debitCreditIndicator,,D,1,,,431-D,"[""20210802"",""900250""]",
cor:amountOfTaxes,iso4217:JPY,33359,1,,1,431-C,"[""20210802"",""900250""]",
cor:taxCategory,,B5,1,,1,431-C,"[""20210802"",""900250""]",
cor:accountNumber,,4010,1,1,,431-C,"[""20210802"",""900250""]",
cor:accountDescription,,Demo Service Revenue,1,1,,431-C,"[""20210802"",""900250""]",
cor:subaccountDescription,,Demo Sales,1,1,,431-C,"[""20210802"",""900250""]",department
cor:subaccountDescription,,Demo Customer Aurora,1,1,,431-C,"[""20210802"",""900250""]",auxiliary-account
cor:subaccountId,,D01,1,1,,431-C,"[""20210802"",""900250""]",department
cor:subaccountId,,C001,1,1,,431-C,"[""20210802"",""900250""]",auxiliary-account
cor:type,,department,1,1,,431-C,"[""20210802"",""900250""]",department
cor:type,,auxiliary-account,1,1,,431-C,"[""20210802"",""900250""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900250,1,,,431-C,"[""20210802"",""900250""]",
cor:monetaryAmount,iso4217:JPY,366950,1,,,431-C,"[""20210802"",""900250""]",
cor:debitCreditIndicator,,C,1,,,431-C,"[""20210802"",""900250""]",
cor:entryDatePosted,,2021-08-02,1,,,,"[""20210802"",""900252""]",
cor:entryId,,900252,1,,,,"[""20210802"",""900252""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,432-D,"[""20210802"",""900252""]",
cor:taxCategory,,00,1,,1,432-D,"[""20210802"",""900252""]",
cor:accountNumber,,1200,1,1,,432-D,"[""20210802"",""900252""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,432-D,"[""20210802"",""900252""]",
cor:subaccountDescription,,Demo Sales,1,1,,432-D,"[""20210802"",""900252""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,432-D,"[""20210802"",""900252""]",auxiliary-account
cor:subaccountId,,D01,1,1,,432-D,"[""20210802"",""900252""]",department
cor:subaccountId,,C007,1,1,,432-D,"[""20210802"",""900252""]",auxiliary-account
cor:type,,department,1,1,,432-D,"[""20210802"",""900252""]",department
cor:type,,auxiliary-account,1,1,,432-D,"[""20210802"",""900252""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900252,1,,,432-D,"[""20210802"",""900252""]",
cor:monetaryAmount,iso4217:JPY,583320,1,,,432-D,"[""20210802"",""900252""]",
cor:debitCreditIndicator,,D,1,,,432-D,"[""20210802"",""900252""]",
cor:amountOfTaxes,iso4217:JPY,53029,1,,1,432-C,"[""20210802"",""900252""]",
cor:taxCategory,,B5,1,,1,432-C,"[""20210802"",""900252""]",
cor:accountNumber,,4000,1,1,,432-C,"[""20210802"",""900252""]",
cor:accountDescription,,Demo Product Sales,1,1,,432-C,"[""20210802"",""900252""]",
cor:subaccountDescription,,Demo Sales,1,1,,432-C,"[""20210802"",""900252""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,432-C,"[""20210802"",""900252""]",auxiliary-account
cor:subaccountId,,D01,1,1,,432-C,"[""20210802"",""900252""]",department
cor:subaccountId,,C007,1,1,,432-C,"[""20210802"",""900252""]",auxiliary-account
cor:type,,department,1,1,,432-C,"[""20210802"",""900252""]",department
cor:type,,auxiliary-account,1,1,,432-C,"[""20210802"",""900252""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900252,1,,,432-C,"[""20210802"",""900252""]",
cor:monetaryAmount,iso4217:JPY,583320,1,,,432-C,"[""20210802"",""900252""]",
cor:debitCreditIndicator,,C,1,,,432-C,"[""20210802"",""900252""]",
cor:entryDatePosted,,2021-08-02,1,,,,"[""20210802"",""900269""]",
cor:entryId,,900269,1,,,,"[""20210802"",""900269""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,433-D,"[""20210802"",""900269""]",
cor:taxCategory,,00,1,,1,433-D,"[""20210802"",""900269""]",
cor:accountNumber,,1400,1,1,,433-D,"[""20210802"",""900269""]",
cor:accountDescription,,Demo Prepaid Expenses,1,1,,433-D,"[""20210802"",""900269""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,433-D,"[""20210802"",""900269""]",department
cor:subaccountDescription,,Demo Insurance Services,1,1,,433-D,"[""20210802"",""900269""]",auxiliary-account
cor:subaccountId,,D05,1,1,,433-D,"[""20210802"",""900269""]",department
cor:subaccountId,,S006,1,1,,433-D,"[""20210802"",""900269""]",auxiliary-account
cor:type,,department,1,1,,433-D,"[""20210802"",""900269""]",department
cor:type,,auxiliary-account,1,1,,433-D,"[""20210802"",""900269""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900269,1,,,433-D,"[""20210802"",""900269""]",
cor:monetaryAmount,iso4217:JPY,192880,1,,,433-D,"[""20210802"",""900269""]",
cor:debitCreditIndicator,,D,1,,,433-D,"[""20210802"",""900269""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,433-C,"[""20210802"",""900269""]",
cor:taxCategory,,00,1,,1,433-C,"[""20210802"",""900269""]",
cor:accountNumber,,1120,1,1,,433-C,"[""20210802"",""900269""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,433-C,"[""20210802"",""900269""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,433-C,"[""20210802"",""900269""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,433-C,"[""20210802"",""900269""]",auxiliary-account
cor:subaccountId,,D05,1,1,,433-C,"[""20210802"",""900269""]",department
cor:subaccountId,,B003,1,1,,433-C,"[""20210802"",""900269""]",auxiliary-account
cor:type,,department,1,1,,433-C,"[""20210802"",""900269""]",department
cor:type,,auxiliary-account,1,1,,433-C,"[""20210802"",""900269""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900269,1,,,433-C,"[""20210802"",""900269""]",
cor:monetaryAmount,iso4217:JPY,192880,1,,,433-C,"[""20210802"",""900269""]",
cor:debitCreditIndicator,,C,1,,,433-C,"[""20210802"",""900269""]",
cor:entryDatePosted,,2021-08-04,1,,,,"[""20210804"",""900240""]",
cor:entryId,,900240,1,,,,"[""20210804"",""900240""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,434-D,"[""20210804"",""900240""]",
cor:taxCategory,,00,1,,1,434-D,"[""20210804"",""900240""]",
cor:accountNumber,,1200,1,1,,434-D,"[""20210804"",""900240""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,434-D,"[""20210804"",""900240""]",
cor:subaccountDescription,,Demo Sales,1,1,,434-D,"[""20210804"",""900240""]",department
cor:subaccountDescription,,Demo Customer Aurora,1,1,,434-D,"[""20210804"",""900240""]",auxiliary-account
cor:subaccountId,,D01,1,1,,434-D,"[""20210804"",""900240""]",department
cor:subaccountId,,C001,1,1,,434-D,"[""20210804"",""900240""]",auxiliary-account
cor:type,,department,1,1,,434-D,"[""20210804"",""900240""]",department
cor:type,,auxiliary-account,1,1,,434-D,"[""20210804"",""900240""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900240,1,,,434-D,"[""20210804"",""900240""]",
cor:monetaryAmount,iso4217:JPY,378250,1,,,434-D,"[""20210804"",""900240""]",
cor:debitCreditIndicator,,D,1,,,434-D,"[""20210804"",""900240""]",
cor:amountOfTaxes,iso4217:JPY,34386,1,,1,434-C,"[""20210804"",""900240""]",
cor:taxCategory,,B5,1,,1,434-C,"[""20210804"",""900240""]",
cor:accountNumber,,4000,1,1,,434-C,"[""20210804"",""900240""]",
cor:accountDescription,,Demo Product Sales,1,1,,434-C,"[""20210804"",""900240""]",
cor:subaccountDescription,,Demo Sales,1,1,,434-C,"[""20210804"",""900240""]",department
cor:subaccountDescription,,Demo Customer Aurora,1,1,,434-C,"[""20210804"",""900240""]",auxiliary-account
cor:subaccountId,,D01,1,1,,434-C,"[""20210804"",""900240""]",department
cor:subaccountId,,C001,1,1,,434-C,"[""20210804"",""900240""]",auxiliary-account
cor:type,,department,1,1,,434-C,"[""20210804"",""900240""]",department
cor:type,,auxiliary-account,1,1,,434-C,"[""20210804"",""900240""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900240,1,,,434-C,"[""20210804"",""900240""]",
cor:monetaryAmount,iso4217:JPY,378250,1,,,434-C,"[""20210804"",""900240""]",
cor:debitCreditIndicator,,C,1,,,434-C,"[""20210804"",""900240""]",
cor:entryDatePosted,,2021-08-04,1,,,,"[""20210804"",""900257""]",
cor:entryId,,900257,1,,,,"[""20210804"",""900257""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,435-D,"[""20210804"",""900257""]",
cor:taxCategory,,00,1,,1,435-D,"[""20210804"",""900257""]",
cor:accountNumber,,2200,1,1,,435-D,"[""20210804"",""900257""]",
cor:accountDescription,,Demo Short-term Loans,1,1,,435-D,"[""20210804"",""900257""]",
cor:subaccountDescription,,Demo Management,1,1,,435-D,"[""20210804"",""900257""]",department
cor:subaccountId,,D06,1,1,,435-D,"[""20210804"",""900257""]",department
cor:type,,department,1,1,,435-D,"[""20210804"",""900257""]",department
cor:detailDescription,,Synthetic demo financing settlement 900257,1,,,435-D,"[""20210804"",""900257""]",
cor:monetaryAmount,iso4217:JPY,188010,1,,,435-D,"[""20210804"",""900257""]",
cor:debitCreditIndicator,,D,1,,,435-D,"[""20210804"",""900257""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,435-C,"[""20210804"",""900257""]",
cor:taxCategory,,00,1,,1,435-C,"[""20210804"",""900257""]",
cor:accountNumber,,1120,1,1,,435-C,"[""20210804"",""900257""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,435-C,"[""20210804"",""900257""]",
cor:subaccountDescription,,Demo Management,1,1,,435-C,"[""20210804"",""900257""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,435-C,"[""20210804"",""900257""]",auxiliary-account
cor:subaccountId,,D06,1,1,,435-C,"[""20210804"",""900257""]",department
cor:subaccountId,,B003,1,1,,435-C,"[""20210804"",""900257""]",auxiliary-account
cor:type,,department,1,1,,435-C,"[""20210804"",""900257""]",department
cor:type,,auxiliary-account,1,1,,435-C,"[""20210804"",""900257""]",auxiliary-account
cor:detailDescription,,Synthetic demo financing settlement 900257,1,,,435-C,"[""20210804"",""900257""]",
cor:monetaryAmount,iso4217:JPY,626720,1,,,435-C,"[""20210804"",""900257""]",
cor:debitCreditIndicator,,C,1,,,435-C,"[""20210804"",""900257""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,436-D,"[""20210804"",""900257""]",
cor:taxCategory,,00,1,,1,436-D,"[""20210804"",""900257""]",
cor:accountNumber,,6070,1,1,,436-D,"[""20210804"",""900257""]",
cor:accountDescription,,Demo Bank Fees,1,1,,436-D,"[""20210804"",""900257""]",
cor:subaccountDescription,,Demo Management,1,1,,436-D,"[""20210804"",""900257""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,436-D,"[""20210804"",""900257""]",auxiliary-account
cor:subaccountId,,D06,1,1,,436-D,"[""20210804"",""900257""]",department
cor:subaccountId,,B003,1,1,,436-D,"[""20210804"",""900257""]",auxiliary-account
cor:type,,department,1,1,,436-D,"[""20210804"",""900257""]",department
cor:type,,auxiliary-account,1,1,,436-D,"[""20210804"",""900257""]",auxiliary-account
cor:detailDescription,,Synthetic demo financing settlement 900257,1,,,436-D,"[""20210804"",""900257""]",
cor:monetaryAmount,iso4217:JPY,238150,1,,,436-D,"[""20210804"",""900257""]",
cor:debitCreditIndicator,,D,1,,,436-D,"[""20210804"",""900257""]",
cor:detailDescription,,Synthetic demo financing settlement 900257,1,,,436-C,"[""20210804"",""900257""]",
cor:debitCreditIndicator,,C,1,,,436-C,"[""20210804"",""900257""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,437-D,"[""20210804"",""900257""]",
cor:taxCategory,,P0,1,,1,437-D,"[""20210804"",""900257""]",
cor:accountNumber,,7000,1,1,,437-D,"[""20210804"",""900257""]",
cor:accountDescription,,Demo Taxes and Dues,1,1,,437-D,"[""20210804"",""900257""]",
cor:subaccountDescription,,Demo Management,1,1,,437-D,"[""20210804"",""900257""]",department
cor:subaccountId,,D06,1,1,,437-D,"[""20210804"",""900257""]",department
cor:type,,department,1,1,,437-D,"[""20210804"",""900257""]",department
cor:detailDescription,,Synthetic demo financing settlement 900257,1,,,437-D,"[""20210804"",""900257""]",
cor:monetaryAmount,iso4217:JPY,200560,1,,,437-D,"[""20210804"",""900257""]",
cor:debitCreditIndicator,,D,1,,,437-D,"[""20210804"",""900257""]",
cor:detailDescription,,Synthetic demo financing settlement 900257,1,,,437-C,"[""20210804"",""900257""]",
cor:debitCreditIndicator,,C,1,,,437-C,"[""20210804"",""900257""]",
cor:entryDatePosted,,2021-08-04,1,,,,"[""20210804"",""900259""]",
cor:entryId,,900259,1,,,,"[""20210804"",""900259""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,438-D,"[""20210804"",""900259""]",
cor:taxCategory,,00,1,,1,438-D,"[""20210804"",""900259""]",
cor:accountNumber,,1400,1,1,,438-D,"[""20210804"",""900259""]",
cor:accountDescription,,Demo Prepaid Expenses,1,1,,438-D,"[""20210804"",""900259""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,438-D,"[""20210804"",""900259""]",department
cor:subaccountDescription,,Demo Energy Services,1,1,,438-D,"[""20210804"",""900259""]",auxiliary-account
cor:subaccountId,,D05,1,1,,438-D,"[""20210804"",""900259""]",department
cor:subaccountId,,S002,1,1,,438-D,"[""20210804"",""900259""]",auxiliary-account
cor:type,,department,1,1,,438-D,"[""20210804"",""900259""]",department
cor:type,,auxiliary-account,1,1,,438-D,"[""20210804"",""900259""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900259,1,,,438-D,"[""20210804"",""900259""]",
cor:monetaryAmount,iso4217:JPY,139150,1,,,438-D,"[""20210804"",""900259""]",
cor:debitCreditIndicator,,D,1,,,438-D,"[""20210804"",""900259""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,438-C,"[""20210804"",""900259""]",
cor:taxCategory,,00,1,,1,438-C,"[""20210804"",""900259""]",
cor:accountNumber,,1110,1,1,,438-C,"[""20210804"",""900259""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,438-C,"[""20210804"",""900259""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,438-C,"[""20210804"",""900259""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,438-C,"[""20210804"",""900259""]",auxiliary-account
cor:subaccountId,,D05,1,1,,438-C,"[""20210804"",""900259""]",department
cor:subaccountId,,B002,1,1,,438-C,"[""20210804"",""900259""]",auxiliary-account
cor:type,,department,1,1,,438-C,"[""20210804"",""900259""]",department
cor:type,,auxiliary-account,1,1,,438-C,"[""20210804"",""900259""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900259,1,,,438-C,"[""20210804"",""900259""]",
cor:monetaryAmount,iso4217:JPY,139150,1,,,438-C,"[""20210804"",""900259""]",
cor:debitCreditIndicator,,C,1,,,438-C,"[""20210804"",""900259""]",
cor:entryDatePosted,,2021-08-04,1,,,,"[""20210804"",""900277""]",
cor:entryId,,900277,1,,,,"[""20210804"",""900277""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,439-D,"[""20210804"",""900277""]",
cor:taxCategory,,00,1,,1,439-D,"[""20210804"",""900277""]",
cor:accountNumber,,2000,1,1,,439-D,"[""20210804"",""900277""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,439-D,"[""20210804"",""900277""]",
cor:subaccountDescription,,Demo Logistics,1,1,,439-D,"[""20210804"",""900277""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,439-D,"[""20210804"",""900277""]",auxiliary-account
cor:subaccountId,,D04,1,1,,439-D,"[""20210804"",""900277""]",department
cor:subaccountId,,V006,1,1,,439-D,"[""20210804"",""900277""]",auxiliary-account
cor:type,,department,1,1,,439-D,"[""20210804"",""900277""]",department
cor:type,,auxiliary-account,1,1,,439-D,"[""20210804"",""900277""]",auxiliary-account
cor:detailDescription,,Synthetic demo vendor settlement 900277,1,,,439-D,"[""20210804"",""900277""]",
cor:monetaryAmount,iso4217:JPY,34910,1,,,439-D,"[""20210804"",""900277""]",
cor:debitCreditIndicator,,D,1,,,439-D,"[""20210804"",""900277""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,439-C,"[""20210804"",""900277""]",
cor:taxCategory,,00,1,,1,439-C,"[""20210804"",""900277""]",
cor:accountNumber,,1110,1,1,,439-C,"[""20210804"",""900277""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,439-C,"[""20210804"",""900277""]",
cor:subaccountDescription,,Demo Logistics,1,1,,439-C,"[""20210804"",""900277""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,439-C,"[""20210804"",""900277""]",auxiliary-account
cor:subaccountId,,D04,1,1,,439-C,"[""20210804"",""900277""]",department
cor:subaccountId,,B002,1,1,,439-C,"[""20210804"",""900277""]",auxiliary-account
cor:type,,department,1,1,,439-C,"[""20210804"",""900277""]",department
cor:type,,auxiliary-account,1,1,,439-C,"[""20210804"",""900277""]",auxiliary-account
cor:detailDescription,,Synthetic demo vendor settlement 900277,1,,,439-C,"[""20210804"",""900277""]",
cor:monetaryAmount,iso4217:JPY,34910,1,,,439-C,"[""20210804"",""900277""]",
cor:debitCreditIndicator,,C,1,,,439-C,"[""20210804"",""900277""]",
cor:entryDatePosted,,2021-08-05,1,,,,"[""20210805"",""900273""]",
cor:entryId,,900273,1,,,,"[""20210805"",""900273""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,440-D,"[""20210805"",""900273""]",
cor:taxCategory,,00,1,,1,440-D,"[""20210805"",""900273""]",
cor:accountNumber,,2000,1,1,,440-D,"[""20210805"",""900273""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,440-D,"[""20210805"",""900273""]",
cor:subaccountDescription,,Demo Sales,1,1,,440-D,"[""20210805"",""900273""]",department
cor:subaccountDescription,,Demo Vendor Nimbus,1,1,,440-D,"[""20210805"",""900273""]",auxiliary-account
cor:subaccountId,,D01,1,1,,440-D,"[""20210805"",""900273""]",department
cor:subaccountId,,V004,1,1,,440-D,"[""20210805"",""900273""]",auxiliary-account
cor:type,,department,1,1,,440-D,"[""20210805"",""900273""]",department
cor:type,,auxiliary-account,1,1,,440-D,"[""20210805"",""900273""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900273,1,,,440-D,"[""20210805"",""900273""]",
cor:monetaryAmount,iso4217:JPY,184040,1,,,440-D,"[""20210805"",""900273""]",
cor:debitCreditIndicator,,D,1,,,440-D,"[""20210805"",""900273""]",
