concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:taxCategory,,Q5,1,,1,959-D,"[""20220103"",""900535""]",
cor:accountNumber,,5010,1,1,,959-D,"[""20220103"",""900535""]",
cor:accountDescription,,Demo Freight-in,1,1,,959-D,"[""20220103"",""900535""]",
cor:subaccountDescription,,Demo Logistics,1,1,,959-D,"[""20220103"",""900535""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,959-D,"[""20220103"",""900535""]",auxiliary-account
cor:subaccountId,,D04,1,1,,959-D,"[""20220103"",""900535""]",department
cor:subaccountId,,V006,1,1,,959-D,"[""20220103"",""900535""]",auxiliary-account
cor:type,,department,1,1,,959-D,"[""20220103"",""900535""]",department
cor:type,,auxiliary-account,1,1,,959-D,"[""20220103"",""900535""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900535,1,,,959-D,"[""20220103"",""900535""]",
cor:monetaryAmount,iso4217:JPY,376950,1,,,959-D,"[""20220103"",""900535""]",
cor:debitCreditIndicator,,D,1,,,959-D,"[""20220103"",""900535""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,959-C,"[""20220103"",""900535""]",
cor:taxCategory,,00,1,,1,959-C,"[""20220103"",""900535""]",
cor:accountNumber,,2000,1,1,,959-C,"[""20220103"",""900535""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,959-C,"[""20220103"",""900535""]",
cor:subaccountDescription,,Demo Logistics,1,1,,959-C,"[""20220103"",""900535""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,959-C,"[""20220103"",""900535""]",auxiliary-account
cor:subaccountId,,D04,1,1,,959-C,"[""20220103"",""900535""]",department
cor:subaccountId,,V006,1,1,,959-C,"[""20220103"",""900535""]",auxiliary-account
cor:type,,department,1,1,,959-C,"[""20220103"",""900535""]",department
cor:type,,auxiliary-account,1,1,,959-C,"[""20220103"",""900535""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900535,1,,,959-C,"[""20220103"",""900535""]",
cor:monetaryAmount,iso4217:JPY,376950,1,,,959-C,"[""20220103"",""900535""]",
cor:debitCreditIndicator,,C,1,,,959-C,"[""20220103"",""900535""]",
cor:entryDatePosted,,2022-01-04,1,,,,"[""20220104"",""900534""]",
cor:entryId,,900534,1,,,,"[""20220104"",""900534""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,960-D,"[""20220104"",""900534""]",
cor:taxCategory,,00,1,,1,960-D,"[""20220104"",""900534""]",
cor:accountNumber,,1100,1,1,,960-D,"[""20220104"",""900534""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,960-D,"[""20220104"",""900534""]",
cor:subaccountDescription,,Demo Sales,1,1,,960-D,"[""20220104"",""900534""]",department
cor:subaccountDescription,,Demo Central Bank,1,1,,960-D,"[""20220104"",""900534""]",auxiliary-account
cor:subaccountId,,D01,1,1,,960-D,"[""20220104"",""900534""]",department
cor:subaccountId,,B001,1,1,,960-D,"[""20220104"",""900534""]",auxiliary-account
cor:type,,department,1,1,,960-D,"[""20220104"",""900534""]",department
cor:type,,auxiliary-account,1,1,,960-D,"[""20220104"",""900534""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900534,1,,,960-D,"[""20220104"",""900534""]",
cor:monetaryAmount,iso4217:JPY,252020,1,,,960-D,"[""20220104"",""900534""]",
cor:debitCreditIndicator,,D,1,,,960-D,"[""20220104"",""900534""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,960-C,"[""20220104"",""900534""]",
cor:taxCategory,,00,1,,1,960-C,"[""20220104"",""900534""]",
cor:accountNumber,,1200,1,1,,960-C,"[""20220104"",""900534""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,960-C,"[""20220104"",""900534""]",
cor:subaccountDescription,,Demo Sales,1,1,,960-C,"[""20220104"",""900534""]",department
cor:subaccountDescription,,Demo Customer Cobalt,1,1,,960-C,"[""20220104"",""900534""]",auxiliary-account
cor:subaccountId,,D01,1,1,,960-C,"[""20220104"",""900534""]",department
cor:subaccountId,,C003,1,1,,960-C,"[""20220104"",""900534""]",auxiliary-account
cor:type,,department,1,1,,960-C,"[""20220104"",""900534""]",department
cor:type,,auxiliary-account,1,1,,960-C,"[""20220104"",""900534""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900534,1,,,960-C,"[""20220104"",""900534""]",
cor:monetaryAmount,iso4217:JPY,252020,1,,,960-C,"[""20220104"",""900534""]",
cor:debitCreditIndicator,,C,1,,,960-C,"[""20220104"",""900534""]",
cor:entryDatePosted,,2022-01-04,1,,,,"[""20220104"",""900583""]",
cor:entryId,,900583,1,,,,"[""20220104"",""900583""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,961-D,"[""20220104"",""900583""]",
cor:taxCategory,,00,1,,1,961-D,"[""20220104"",""900583""]",
cor:accountNumber,,1110,1,1,,961-D,"[""20220104"",""900583""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,961-D,"[""20220104"",""900583""]",
cor:subaccountDescription,,Demo Sales,1,1,,961-D,"[""20220104"",""900583""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,961-D,"[""20220104"",""900583""]",auxiliary-account
cor:subaccountId,,D01,1,1,,961-D,"[""20220104"",""900583""]",department
cor:subaccountId,,B002,1,1,,961-D,"[""20220104"",""900583""]",auxiliary-account
cor:type,,department,1,1,,961-D,"[""20220104"",""900583""]",department
cor:type,,auxiliary-account,1,1,,961-D,"[""20220104"",""900583""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900583,1,,,961-D,"[""20220104"",""900583""]",
cor:monetaryAmount,iso4217:JPY,181110,1,,,961-D,"[""20220104"",""900583""]",
cor:debitCreditIndicator,,D,1,,,961-D,"[""20220104"",""900583""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,961-C,"[""20220104"",""900583""]",
cor:taxCategory,,00,1,,1,961-C,"[""20220104"",""900583""]",
cor:accountNumber,,1200,1,1,,961-C,"[""20220104"",""900583""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,961-C,"[""20220104"",""900583""]",
cor:subaccountDescription,,Demo Sales,1,1,,961-C,"[""20220104"",""900583""]",department
cor:subaccountDescription,,Demo Customer Juniper,1,1,,961-C,"[""20220104"",""900583""]",auxiliary-account
cor:subaccountId,,D01,1,1,,961-C,"[""20220104"",""900583""]",department
cor:subaccountId,,C010,1,1,,961-C,"[""20220104"",""900583""]",auxiliary-account
cor:type,,department,1,1,,961-C,"[""20220104"",""900583""]",department
cor:type,,auxiliary-account,1,1,,961-C,"[""20220104"",""900583""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900583,1,,,961-C,"[""20220104"",""900583""]",
cor:monetaryAmount,iso4217:JPY,181110,1,,,961-C,"[""20220104"",""900583""]",
cor:debitCreditIndicator,,C,1,,,961-C,"[""20220104"",""900583""]",
cor:entryDatePosted,,2022-01-05,1,,,,"[""20220105"",""900573""]",
cor:entryId,,900573,1,,,,"[""20220105"",""900573""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,962-D,"[""20220105"",""900573""]",
cor:taxCategory,,00,1,,1,962-D,"[""20220105"",""900573""]",
cor:accountNumber,,1100,1,1,,962-D,"[""20220105"",""900573""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,962-D,"[""20220105"",""900573""]",
cor:subaccountDescription,,Demo Sales,1,1,,962-D,"[""20220105"",""900573""]",department
cor:subaccountDescription,,Demo Central Bank,1,1,,962-D,"[""20220105"",""900573""]",auxiliary-account
cor:subaccountId,,D01,1,1,,962-D,"[""20220105"",""900573""]",department
cor:subaccountId,,B001,1,1,,962-D,"[""20220105"",""900573""]",auxiliary-account
cor:type,,department,1,1,,962-D,"[""20220105"",""900573""]",department
cor:type,,auxiliary-account,1,1,,962-D,"[""20220105"",""900573""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900573,1,,,962-D,"[""20220105"",""900573""]",
cor:monetaryAmount,iso4217:JPY,335470,1,,,962-D,"[""20220105"",""900573""]",
cor:debitCreditIndicator,,D,1,,,962-D,"[""20220105"",""900573""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,962-C,"[""20220105"",""900573""]",
cor:taxCategory,,00,1,,1,962-C,"[""20220105"",""900573""]",
cor:accountNumber,,1200,1,1,,962-C,"[""20220105"",""900573""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,962-C,"[""20220105"",""900573""]",
cor:subaccountDescription,,Demo Sales,1,1,,962-C,"[""20220105"",""900573""]",department
cor:subaccountDescription,,Demo Customer Juniper,1,1,,962-C,"[""20220105"",""900573""]",auxiliary-account
cor:subaccountId,,D01,1,1,,962-C,"[""20220105"",""900573""]",department
cor:subaccountId,,C010,1,1,,962-C,"[""20220105"",""900573""]",auxiliary-account
cor:type,,department,1,1,,962-C,"[""20220105"",""900573""]",department
cor:type,,auxiliary-account,1,1,,962-C,"[""20220105"",""900573""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900573,1,,,962-C,"[""20220105"",""900573""]",
cor:monetaryAmount,iso4217:JPY,335470,1,,,962-C,"[""20220105"",""900573""]",
cor:debitCreditIndicator,,C,1,,,962-C,"[""20220105"",""900573""]",
cor:entryDatePosted,,2022-01-06,1,,,,"[""20220106"",""900563""]",
cor:entryId,,900563,1,,,,"[""20220106"",""900563""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,963-D,"[""20220106"",""900563""]",
cor:taxCategory,,00,1,,1,963-D,"[""20220106"",""900563""]",
cor:accountNumber,,1120,1,1,,963-D,"[""20220106"",""900563""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,963-D,"[""20220106"",""900563""]",
cor:subaccountDescription,,Demo Sales,1,1,,963-D,"[""20220106"",""900563""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,963-D,"[""20220106"",""900563""]",auxiliary-account
cor:subaccountId,,D01,1,1,,963-D,"[""20220106"",""900563""]",department
cor:subaccountId,,B003,1,1,,963-D,"[""20220106"",""900563""]",auxiliary-account
cor:type,,department,1,1,,963-D,"[""20220106"",""900563""]",department
cor:type,,auxiliary-account,1,1,,963-D,"[""20220106"",""900563""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900563,1,,,963-D,"[""20220106"",""900563""]",
cor:monetaryAmount,iso4217:JPY,86730,1,,,963-D,"[""20220106"",""900563""]",
cor:debitCreditIndicator,,D,1,,,963-D,"[""20220106"",""900563""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,963-C,"[""20220106"",""900563""]",
cor:taxCategory,,00,1,,1,963-C,"[""20220106"",""900563""]",
cor:accountNumber,,1200,1,1,,963-C,"[""20220106"",""900563""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,963-C,"[""20220106"",""900563""]",
cor:subaccountDescription,,Demo Sales,1,1,,963-C,"[""20220106"",""900563""]",department
cor:subaccountDescription,,Demo Customer Juniper,1,1,,963-C,"[""20220106"",""900563""]",auxiliary-account
cor:subaccountId,,D01,1,1,,963-C,"[""20220106"",""900563""]",department
cor:subaccountId,,C010,1,1,,963-C,"[""20220106"",""900563""]",auxiliary-account
cor:type,,department,1,1,,963-C,"[""20220106"",""900563""]",department
cor:type,,auxiliary-account,1,1,,963-C,"[""20220106"",""900563""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900563,1,,,963-C,"[""20220106"",""900563""]",
cor:monetaryAmount,iso4217:JPY,86730,1,,,963-C,"[""20220106"",""900563""]",
cor:debitCreditIndicator,,C,1,,,963-C,"[""20220106"",""900563""]",
cor:entryDatePosted,,2022-01-06,1,,,,"[""20220106"",""900572""]",
cor:entryId,,900572,1,,,,"[""20220106"",""900572""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,964-D,"[""20220106"",""900572""]",
cor:taxCategory,,00,1,,1,964-D,"[""20220106"",""900572""]",
cor:accountNumber,,2200,1,1,,964-D,"[""20220106"",""900572""]",
cor:accountDescription,,Demo Short-term Loans,1,1,,964-D,"[""20220106"",""900572""]",
cor:subaccountDescription,,Demo Management,1,1,,964-D,"[""20220106"",""900572""]",department
cor:subaccountId,,D06,1,1,,964-D,"[""20220106"",""900572""]",department
cor:type,,department,1,1,,964-D,"[""20220106"",""900572""]",department
cor:detailDescription,,Synthetic demo financing settlement 900572,1,,,964-D,"[""20220106"",""900572""]",
cor:monetaryAmount,iso4217:JPY,377580,1,,,964-D,"[""20220106"",""900572""]",
cor:debitCreditIndicator,,D,1,,,964-D,"[""20220106"",""900572""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,964-C,"[""20220106"",""900572""]",
cor:taxCategory,,00,1,,1,964-C,"[""20220106"",""900572""]",
cor:accountNumber,,1120,1,1,,964-C,"[""20220106"",""900572""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,964-C,"[""20220106"",""900572""]",
cor:subaccountDescription,,Demo Management,1,1,,964-C,"[""20220106"",""900572""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,964-C,"[""20220106"",""900572""]",auxiliary-account
cor:subaccountId,,D06,1,1,,964-C,"[""20220106"",""900572""]",department
cor:subaccountId,,B003,1,1,,964-C,"[""20220106"",""900572""]",auxiliary-account
cor:type,,department,1,1,,964-C,"[""20220106"",""900572""]",department
cor:type,,auxiliary-account,1,1,,964-C,"[""20220106"",""900572""]",auxiliary-account
cor:detailDescription,,Synthetic demo financing settlement 900572,1,,,964-C,"[""20220106"",""900572""]",
cor:monetaryAmount,iso4217:JPY,726130,1,,,964-C,"[""20220106"",""900572""]",
cor:debitCreditIndicator,,C,1,,,964-C,"[""20220106"",""900572""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,965-D,"[""20220106"",""900572""]",
cor:taxCategory,,00,1,,1,965-D,"[""20220106"",""900572""]",
cor:accountNumber,,6070,1,1,,965-D,"[""20220106"",""900572""]",
cor:accountDescription,,Demo Bank Fees,1,1,,965-D,"[""20220106"",""900572""]",
cor:subaccountDescription,,Demo Management,1,1,,965-D,"[""20220106"",""900572""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,965-D,"[""20220106"",""900572""]",auxiliary-account
cor:subaccountId,,D06,1,1,,965-D,"[""20220106"",""900572""]",department
cor:subaccountId,,B003,1,1,,965-D,"[""20220106"",""900572""]",auxiliary-account
cor:type,,department,1,1,,965-D,"[""20220106"",""900572""]",department
cor:type,,auxiliary-account,1,1,,965-D,"[""20220106"",""900572""]",auxiliary-account
cor:detailDescription,,Synthetic demo financing settlement 900572,1,,,965-D,"[""20220106"",""900572""]",
cor:monetaryAmount,iso4217:JPY,7260,1,,,965-D,"[""20220106"",""900572""]",
cor:debitCreditIndicator,,D,1,,,965-D,"[""20220106"",""900572""]",
cor:detailDescription,,Synthetic demo financing settlement 900572,1,,,965-C,"[""20220106"",""900572""]",
cor:debitCreditIndicator,,C,1,,,965-C,"[""20220106"",""900572""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,966-D,"[""20220106"",""900572""]",
cor:taxCategory,,P0,1,,1,966-D,"[""20220106"",""900572""]",
cor:accountNumber,,7000,1,1,,966-D,"[""20220106"",""900572""]",
cor:accountDescription,,Demo Taxes and Dues,1,1,,966-D,"[""20220106"",""900572""]",
cor:subaccountDescription,,Demo Management,1,1,,966-D,"[""20220106"",""900572""]",department
cor:subaccountId,,D06,1,1,,966-D,"[""20220106"",""900572""]",department
cor:type,,department,1,1,,966-D,"[""20220106"",""900572""]",department
cor:detailDescription,,Synthetic demo financing settlement 900572,1,,,966-D,"[""20220106"",""900572""]",
cor:monetaryAmount,iso4217:JPY,341290,1,,,966-D,"[""20220106"",""900572""]",
cor:debitCreditIndicator,,D,1,,,966-D,"[""20220106"",""900572""]",
cor:detailDescription,,Synthetic demo financing settlement 900572,1,,,966-C,"[""20220106"",""900572""]",
cor:debitCreditIndicator,,C,1,,,966-C,"[""20220106"",""900572""]",
cor:entryDatePosted,,2022-01-07,1,,,,"[""20220107"",""900536""]",
cor:entryId,,900536,1,,,,"[""20220107"",""900536""]",
cor:amountOfTaxes,iso4217:JPY,4192,1,,1,967-D,"[""20220107"",""900536""]",
cor:taxCategory,,Q5,1,,1,967-D,"[""20220107"",""900536""]",
cor:accountNumber,,5020,1,1,,967-D,"[""20220107"",""900536""]",
cor:accountDescription,,Demo Inventory Adjustment,1,1,,967-D,"[""20220107"",""900536""]",
cor:subaccountDescription,,Demo Logistics,1,1,,967-D,"[""20220107"",""900536""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,967-D,"[""20220107"",""900536""]",auxiliary-account
cor:subaccountId,,D04,1,1,,967-D,"[""20220107"",""900536""]",department
cor:subaccountId,,V001,1,1,,967-D,"[""20220107"",""900536""]",auxiliary-account
cor:type,,department,1,1,,967-D,"[""20220107"",""900536""]",department
cor:type,,auxiliary-account,1,1,,967-D,"[""20220107"",""900536""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900536,1,,,967-D,"[""20220107"",""900536""]",
cor:monetaryAmount,iso4217:JPY,46110,1,,,967-D,"[""20220107"",""900536""]",
cor:debitCreditIndicator,,D,1,,,967-D,"[""20220107"",""900536""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,967-C,"[""20220107"",""900536""]",
cor:taxCategory,,00,1,,1,967-C,"[""20220107"",""900536""]",
cor:accountNumber,,2000,1,1,,967-C,"[""20220107"",""900536""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,967-C,"[""20220107"",""900536""]",
cor:subaccountDescription,,Demo Logistics,1,1,,967-C,"[""20220107"",""900536""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,967-C,"[""20220107"",""900536""]",auxiliary-account
cor:subaccountId,,D04,1,1,,967-C,"[""20220107"",""900536""]",department
cor:subaccountId,,V001,1,1,,967-C,"[""20220107"",""900536""]",auxiliary-account
cor:type,,department,1,1,,967-C,"[""20220107"",""900536""]",department
cor:type,,auxiliary-account,1,1,,967-C,"[""20220107"",""900536""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900536,1,,,967-C,"[""20220107"",""900536""]",
cor:monetaryAmount,iso4217:JPY,46110,1,,,967-C,"[""20220107"",""900536""]",
cor:debitCreditIndicator,,C,1,,,967-C,"[""20220107"",""900536""]",
cor:entryDatePosted,,2022-01-07,1,,,,"[""20220107"",""900538""]",
cor:entryId,,900538,1,,,,"[""20220107"",""900538""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,968-D,"[""20220107"",""900538""]",
cor:taxCategory,,P0,1,,1,968-D,"[""20220107"",""900538""]",
cor:accountNumber,,7000,1,1,,968-D,"[""20220107"",""900538""]",
cor:accountDescription,,Demo Taxes and Dues,1,1,,968-D,"[""20220107"",""900538""]",
cor:subaccountDescription,,Demo Operations,1,1,,968-D,"[""20220107"",""900538""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,968-D,"[""20220107"",""900538""]",auxiliary-account
cor:subaccountId,,D03,1,1,,968-D,"[""20220107"",""900538""]",department
cor:subaccountId,,V001,1,1,,968-D,"[""20220107"",""900538""]",auxiliary-account
cor:type,,department,1,1,,968-D,"[""20220107"",""900538""]",department
cor:type,,auxiliary-account,1,1,,968-D,"[""20220107"",""900538""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900538,1,,,968-D,"[""20220107"",""900538""]",
cor:monetaryAmount,iso4217:JPY,57370,1,,,968-D,"[""20220107"",""900538""]",
cor:debitCreditIndicator,,D,1,,,968-D,"[""20220107"",""900538""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,968-C,"[""20220107"",""900538""]",
cor:taxCategory,,00,1,,1,968-C,"[""20220107"",""900538""]",
cor:accountNumber,,1110,1,1,,968-C,"[""20220107"",""900538""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,968-C,"[""20220107"",""900538""]",
cor:subaccountDescription,,Demo Operations,1,1,,968-C,"[""20220107"",""900538""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,968-C,"[""20220107"",""900538""]",auxiliary-account
cor:subaccountId,,D03,1,1,,968-C,"[""20220107"",""900538""]",department
cor:subaccountId,,B002,1,1,,968-C,"[""20220107"",""900538""]",auxiliary-account
cor:type,,department,1,1,,968-C,"[""20220107"",""900538""]",department
cor:type,,auxiliary-account,1,1,,968-C,"[""20220107"",""900538""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900538,1,,,968-C,"[""20220107"",""900538""]",
cor:monetaryAmount,iso4217:JPY,57370,1,,,968-C,"[""20220107"",""900538""]",
