concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:debitCreditIndicator,,D,1,,,1164-D,"[""20220301"",""900683""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1164-C,"[""20220301"",""900683""]",
cor:taxCategory,,00,1,,1,1164-C,"[""20220301"",""900683""]",
cor:accountNumber,,1200,1,1,,1164-C,"[""20220301"",""900683""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,1164-C,"[""20220301"",""900683""]",
cor:subaccountDescription,,Demo Sales,1,1,,1164-C,"[""20220301"",""900683""]",department
cor:subaccountDescription,,Demo Customer Juniper,1,1,,1164-C,"[""20220301"",""900683""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1164-C,"[""20220301"",""900683""]",department
cor:subaccountId,,C010,1,1,,1164-C,"[""20220301"",""900683""]",auxiliary-account
cor:type,,department,1,1,,1164-C,"[""20220301"",""900683""]",department
cor:type,,auxiliary-account,1,1,,1164-C,"[""20220301"",""900683""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900683,1,,,1164-C,"[""20220301"",""900683""]",
cor:monetaryAmount,iso4217:JPY,450630,1,,,1164-C,"[""20220301"",""900683""]",
cor:debitCreditIndicator,,C,1,,,1164-C,"[""20220301"",""900683""]",
cor:entryDatePosted,,2022-03-02,1,,,,"[""20220302"",""900664""]",
cor:entryId,,900664,1,,,,"[""20220302"",""900664""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1165-D,"[""20220302"",""900664""]",
cor:taxCategory,,00,1,,1,1165-D,"[""20220302"",""900664""]",
cor:accountNumber,,1110,1,1,,1165-D,"[""20220302"",""900664""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,1165-D,"[""20220302"",""900664""]",
cor:subaccountDescription,,Demo Sales,1,1,,1165-D,"[""20220302"",""900664""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,1165-D,"[""20220302"",""900664""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1165-D,"[""20220302"",""900664""]",department
cor:subaccountId,,B002,1,1,,1165-D,"[""20220302"",""900664""]",auxiliary-account
cor:type,,department,1,1,,1165-D,"[""20220302"",""900664""]",department
cor:type,,auxiliary-account,1,1,,1165-D,"[""20220302"",""900664""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900664,1,,,1165-D,"[""20220302"",""900664""]",
cor:monetaryAmount,iso4217:JPY,357170,1,,,1165-D,"[""20220302"",""900664""]",
cor:debitCreditIndicator,,D,1,,,1165-D,"[""20220302"",""900664""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1165-C,"[""20220302"",""900664""]",
cor:taxCategory,,00,1,,1,1165-C,"[""20220302"",""900664""]",
cor:accountNumber,,1200,1,1,,1165-C,"[""20220302"",""900664""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,1165-C,"[""20220302"",""900664""]",
cor:subaccountDescription,,Demo Sales,1,1,,1165-C,"[""20220302"",""900664""]",department
cor:subaccountDescription,,Demo Customer Cobalt,1,1,,1165-C,"[""20220302"",""900664""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1165-C,"[""20220302"",""900664""]",department
cor:subaccountId,,C003,1,1,,1165-C,"[""20220302"",""900664""]",auxiliary-account
cor:type,,department,1,1,,1165-C,"[""20220302"",""900664""]",department
cor:type,,auxiliary-account,1,1,,1165-C,"[""20220302"",""900664""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900664,1,,,1165-C,"[""20220302"",""900664""]",
cor:monetaryAmount,iso4217:JPY,357170,1,,,1165-C,"[""20220302"",""900664""]",
cor:debitCreditIndicator,,C,1,,,1165-C,"[""20220302"",""900664""]",
cor:entryDatePosted,,2022-03-02,1,,,,"[""20220302"",""900692""]",
cor:entryId,,900692,1,,,,"[""20220302"",""900692""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1166-D,"[""20220302"",""900692""]",
cor:taxCategory,,00,1,,1,1166-D,"[""20220302"",""900692""]",
cor:accountNumber,,1200,1,1,,1166-D,"[""20220302"",""900692""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,1166-D,"[""20220302"",""900692""]",
cor:subaccountDescription,,Demo Sales,1,1,,1166-D,"[""20220302"",""900692""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,1166-D,"[""20220302"",""900692""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1166-D,"[""20220302"",""900692""]",department
cor:subaccountId,,C007,1,1,,1166-D,"[""20220302"",""900692""]",auxiliary-account
cor:type,,department,1,1,,1166-D,"[""20220302"",""900692""]",department
cor:type,,auxiliary-account,1,1,,1166-D,"[""20220302"",""900692""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900692,1,,,1166-D,"[""20220302"",""900692""]",
cor:monetaryAmount,iso4217:JPY,333380,1,,,1166-D,"[""20220302"",""900692""]",
cor:debitCreditIndicator,,D,1,,,1166-D,"[""20220302"",""900692""]",
cor:amountOfTaxes,iso4217:JPY,30307,1,,1,1166-C,"[""20220302"",""900692""]",
cor:taxCategory,,B5,1,,1,1166-C,"[""20220302"",""900692""]",
cor:accountNumber,,4020,1,1,,1166-C,"[""20220302"",""900692""]",
cor:accountDescription,,Demo Other Operating Revenue,1,1,,1166-C,"[""20220302"",""900692""]",
cor:subaccountDescription,,Demo Sales,1,1,,1166-C,"[""20220302"",""900692""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,1166-C,"[""20220302"",""900692""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1166-C,"[""20220302"",""900692""]",department
cor:subaccountId,,C007,1,1,,1166-C,"[""20220302"",""900692""]",auxiliary-account
cor:type,,department,1,1,,1166-C,"[""20220302"",""900692""]",department
cor:type,,auxiliary-account,1,1,,1166-C,"[""20220302"",""900692""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900692,1,,,1166-C,"[""20220302"",""900692""]",
cor:monetaryAmount,iso4217:JPY,333380,1,,,1166-C,"[""20220302"",""900692""]",
cor:debitCreditIndicator,,C,1,,,1166-C,"[""20220302"",""900692""]",
cor:entryDatePosted,,2022-03-02,1,,,,"[""20220302"",""900697""]",
cor:entryId,,900697,1,,,,"[""20220302"",""900697""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1167-D,"[""20220302"",""900697""]",
cor:taxCategory,,00,1,,1,1167-D,"[""20220302"",""900697""]",
cor:accountNumber,,2000,1,1,,1167-D,"[""20220302"",""900697""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,1167-D,"[""20220302"",""900697""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1167-D,"[""20220302"",""900697""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,1167-D,"[""20220302"",""900697""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1167-D,"[""20220302"",""900697""]",department
cor:subaccountId,,V006,1,1,,1167-D,"[""20220302"",""900697""]",auxiliary-account
cor:type,,department,1,1,,1167-D,"[""20220302"",""900697""]",department
cor:type,,auxiliary-account,1,1,,1167-D,"[""20220302"",""900697""]",auxiliary-account
cor:detailDescription,,Synthetic demo vendor settlement 900697,1,,,1167-D,"[""20220302"",""900697""]",
cor:monetaryAmount,iso4217:JPY,300670,1,,,1167-D,"[""20220302"",""900697""]",
cor:debitCreditIndicator,,D,1,,,1167-D,"[""20220302"",""900697""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1167-C,"[""20220302"",""900697""]",
cor:taxCategory,,00,1,,1,1167-C,"[""20220302"",""900697""]",
cor:accountNumber,,1110,1,1,,1167-C,"[""20220302"",""900697""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,1167-C,"[""20220302"",""900697""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1167-C,"[""20220302"",""900697""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,1167-C,"[""20220302"",""900697""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1167-C,"[""20220302"",""900697""]",department
cor:subaccountId,,B002,1,1,,1167-C,"[""20220302"",""900697""]",auxiliary-account
cor:type,,department,1,1,,1167-C,"[""20220302"",""900697""]",department
cor:type,,auxiliary-account,1,1,,1167-C,"[""20220302"",""900697""]",auxiliary-account
cor:detailDescription,,Synthetic demo vendor settlement 900697,1,,,1167-C,"[""20220302"",""900697""]",
cor:monetaryAmount,iso4217:JPY,300670,1,,,1167-C,"[""20220302"",""900697""]",
cor:debitCreditIndicator,,C,1,,,1167-C,"[""20220302"",""900697""]",
cor:entryDatePosted,,2022-03-03,1,,,,"[""20220303"",""900669""]",
cor:entryId,,900669,1,,,,"[""20220303"",""900669""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1168-D,"[""20220303"",""900669""]",
cor:taxCategory,,00,1,,1,1168-D,"[""20220303"",""900669""]",
cor:accountNumber,,2000,1,1,,1168-D,"[""20220303"",""900669""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,1168-D,"[""20220303"",""900669""]",
cor:subaccountDescription,,Demo Sales,1,1,,1168-D,"[""20220303"",""900669""]",department
cor:subaccountDescription,,Demo Vendor Tandem,1,1,,1168-D,"[""20220303"",""900669""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1168-D,"[""20220303"",""900669""]",department
cor:subaccountId,,V010,1,1,,1168-D,"[""20220303"",""900669""]",auxiliary-account
cor:type,,department,1,1,,1168-D,"[""20220303"",""900669""]",department
cor:type,,auxiliary-account,1,1,,1168-D,"[""20220303"",""900669""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900669,1,,,1168-D,"[""20220303"",""900669""]",
cor:monetaryAmount,iso4217:JPY,201600,1,,,1168-D,"[""20220303"",""900669""]",
cor:debitCreditIndicator,,D,1,,,1168-D,"[""20220303"",""900669""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900669,1,,,1168-C,"[""20220303"",""900669""]",
cor:debitCreditIndicator,,C,1,,,1168-C,"[""20220303"",""900669""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1169-D,"[""20220303"",""900669""]",
cor:taxCategory,,00,1,,1,1169-D,"[""20220303"",""900669""]",
cor:accountNumber,,2100,1,1,,1169-D,"[""20220303"",""900669""]",
cor:accountDescription,,Demo Accrued Payables,1,1,,1169-D,"[""20220303"",""900669""]",
cor:subaccountDescription,,Demo Sales,1,1,,1169-D,"[""20220303"",""900669""]",department
cor:subaccountDescription,,Demo Vendor Mosaic,1,1,,1169-D,"[""20220303"",""900669""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1169-D,"[""20220303"",""900669""]",department
cor:subaccountId,,V003,1,1,,1169-D,"[""20220303"",""900669""]",auxiliary-account
cor:type,,department,1,1,,1169-D,"[""20220303"",""900669""]",department
cor:type,,auxiliary-account,1,1,,1169-D,"[""20220303"",""900669""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900669,1,,,1169-D,"[""20220303"",""900669""]",
cor:monetaryAmount,iso4217:JPY,193710,1,,,1169-D,"[""20220303"",""900669""]",
cor:debitCreditIndicator,,D,1,,,1169-D,"[""20220303"",""900669""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900669,1,,,1169-C,"[""20220303"",""900669""]",
cor:debitCreditIndicator,,C,1,,,1169-C,"[""20220303"",""900669""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900669,1,,,1170-D,"[""20220303"",""900669""]",
cor:debitCreditIndicator,,D,1,,,1170-D,"[""20220303"",""900669""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1170-C,"[""20220303"",""900669""]",
cor:taxCategory,,00,1,,1,1170-C,"[""20220303"",""900669""]",
cor:accountNumber,,1100,1,1,,1170-C,"[""20220303"",""900669""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,1170-C,"[""20220303"",""900669""]",
cor:subaccountDescription,,Demo Sales,1,1,,1170-C,"[""20220303"",""900669""]",department
cor:subaccountDescription,,Demo Central Bank,1,1,,1170-C,"[""20220303"",""900669""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1170-C,"[""20220303"",""900669""]",department
cor:subaccountId,,B001,1,1,,1170-C,"[""20220303"",""900669""]",auxiliary-account
cor:type,,department,1,1,,1170-C,"[""20220303"",""900669""]",department
cor:type,,auxiliary-account,1,1,,1170-C,"[""20220303"",""900669""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900669,1,,,1170-C,"[""20220303"",""900669""]",
cor:monetaryAmount,iso4217:JPY,102780,1,,,1170-C,"[""20220303"",""900669""]",
cor:debitCreditIndicator,,C,1,,,1170-C,"[""20220303"",""900669""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900669,1,,,1171-D,"[""20220303"",""900669""]",
cor:debitCreditIndicator,,D,1,,,1171-D,"[""20220303"",""900669""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1171-C,"[""20220303"",""900669""]",
cor:taxCategory,,00,1,,1,1171-C,"[""20220303"",""900669""]",
cor:accountNumber,,1110,1,1,,1171-C,"[""20220303"",""900669""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,1171-C,"[""20220303"",""900669""]",
cor:subaccountDescription,,Demo Sales,1,1,,1171-C,"[""20220303"",""900669""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,1171-C,"[""20220303"",""900669""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1171-C,"[""20220303"",""900669""]",department
cor:subaccountId,,B002,1,1,,1171-C,"[""20220303"",""900669""]",auxiliary-account
cor:type,,department,1,1,,1171-C,"[""20220303"",""900669""]",department
cor:type,,auxiliary-account,1,1,,1171-C,"[""20220303"",""900669""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900669,1,,,1171-C,"[""20220303"",""900669""]",
cor:monetaryAmount,iso4217:JPY,292530,1,,,1171-C,"[""20220303"",""900669""]",
cor:debitCreditIndicator,,C,1,,,1171-C,"[""20220303"",""900669""]",
cor:entryDatePosted,,2022-03-03,1,,,,"[""20220303"",""900686""]",
cor:entryId,,900686,1,,,,"[""20220303"",""900686""]",
cor:amountOfTaxes,iso4217:JPY,4920,1,,1,1172-D,"[""20220303"",""900686""]",
cor:taxCategory,,Q5,1,,1,1172-D,"[""20220303"",""900686""]",
cor:accountNumber,,5020,1,1,,1172-D,"[""20220303"",""900686""]",
cor:accountDescription,,Demo Inventory Adjustment,1,1,,1172-D,"[""20220303"",""900686""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1172-D,"[""20220303"",""900686""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,1172-D,"[""20220303"",""900686""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1172-D,"[""20220303"",""900686""]",department
cor:subaccountId,,V001,1,1,,1172-D,"[""20220303"",""900686""]",auxiliary-account
cor:type,,department,1,1,,1172-D,"[""20220303"",""900686""]",department
cor:type,,auxiliary-account,1,1,,1172-D,"[""20220303"",""900686""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900686,1,,,1172-D,"[""20220303"",""900686""]",
cor:monetaryAmount,iso4217:JPY,54120,1,,,1172-D,"[""20220303"",""900686""]",
cor:debitCreditIndicator,,D,1,,,1172-D,"[""20220303"",""900686""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1172-C,"[""20220303"",""900686""]",
cor:taxCategory,,00,1,,1,1172-C,"[""20220303"",""900686""]",
cor:accountNumber,,2000,1,1,,1172-C,"[""20220303"",""900686""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,1172-C,"[""20220303"",""900686""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1172-C,"[""20220303"",""900686""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,1172-C,"[""20220303"",""900686""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1172-C,"[""20220303"",""900686""]",department
cor:subaccountId,,V001,1,1,,1172-C,"[""20220303"",""900686""]",auxiliary-account
cor:type,,department,1,1,,1172-C,"[""20220303"",""900686""]",department
cor:type,,auxiliary-account,1,1,,1172-C,"[""20220303"",""900686""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900686,1,,,1172-C,"[""20220303"",""900686""]",
cor:monetaryAmount,iso4217:JPY,54120,1,,,1172-C,"[""20220303"",""900686""]",
cor:debitCreditIndicator,,C,1,,,1172-C,"[""20220303"",""900686""]",
cor:entryDatePosted,,2022-03-03,1,,,,"[""20220303"",""900687""]",
cor:entryId,,900687,1,,,,"[""20220303"",""900687""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1173-D,"[""20220303"",""900687""]",
cor:taxCategory,,00,1,,1,1173-D,"[""20220303"",""900687""]",
cor:accountNumber,,2000,1,1,,1173-D,"[""20220303"",""900687""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,1173-D,"[""20220303"",""900687""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1173-D,"[""20220303"",""900687""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,1173-D,"[""20220303"",""900687""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1173-D,"[""20220303"",""900687""]",department
cor:subaccountId,,V006,1,1,,1173-D,"[""20220303"",""900687""]",auxiliary-account
cor:type,,department,1,1,,1173-D,"[""20220303"",""900687""]",department
cor:type,,auxiliary-account,1,1,,1173-D,"[""20220303"",""900687""]",auxiliary-account
cor:detailDescription,,Synthetic demo vendor settlement 900687,1,,,1173-D,"[""20220303"",""900687""]",
cor:monetaryAmount,iso4217:JPY,98750,1,,,1173-D,"[""20220303"",""900687""]",
cor:debitCreditIndicator,,D,1,,,1173-D,"[""20220303"",""900687""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1173-C,"[""20220303"",""900687""]",
cor:taxCategory,,00,1,,1,1173-C,"[""20220303"",""900687""]",
cor:accountNumber,,1100,1,1,,1173-C,"[""20220303"",""900687""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,1173-C,"[""20220303"",""900687""]",
cor:subaccountDescription,,Demo Logistics,1,1,,1173-C,"[""20220303"",""900687""]",department
cor:subaccountDescription,,Demo Central Bank,1,1,,1173-C,"[""20220303"",""900687""]",auxiliary-account
cor:subaccountId,,D04,1,1,,1173-C,"[""20220303"",""900687""]",department
cor:subaccountId,,B001,1,1,,1173-C,"[""20220303"",""900687""]",auxiliary-account
cor:type,,department,1,1,,1173-C,"[""20220303"",""900687""]",department
cor:type,,auxiliary-account,1,1,,1173-C,"[""20220303"",""900687""]",auxiliary-account
cor:detailDescription,,Synthetic demo vendor settlement 900687,1,,,1173-C,"[""20220303"",""900687""]",
cor:monetaryAmount,iso4217:JPY,98750,1,,,1173-C,"[""20220303"",""900687""]",
cor:debitCreditIndicator,,C,1,,,1173-C,"[""20220303"",""900687""]",
cor:entryDatePosted,,2022-03-04,1,,,,"[""20220304"",""900651""]",
cor:entryId,,900651,1,,,,"[""20220304"",""900651""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1174-D,"[""20220304"",""900651""]",
cor:taxCategory,,00,1,,1,1174-D,"[""20220304"",""900651""]",
cor:accountNumber,,1200,1,1,,1174-D,"[""20220304"",""900651""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,1174-D,"[""20220304"",""900651""]",
cor:subaccountDescription,,Demo Sales,1,1,,1174-D,"[""20220304"",""900651""]",department
cor:subaccountDescription,,Demo Customer Dawn,1,1,,1174-D,"[""20220304"",""900651""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1174-D,"[""20220304"",""900651""]",department
cor:subaccountId,,C004,1,1,,1174-D,"[""20220304"",""900651""]",auxiliary-account
cor:type,,department,1,1,,1174-D,"[""20220304"",""900651""]",department
cor:type,,auxiliary-account,1,1,,1174-D,"[""20220304"",""900651""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900651,1,,,1174-D,"[""20220304"",""900651""]",
cor:monetaryAmount,iso4217:JPY,542830,1,,,1174-D,"[""20220304"",""900651""]",
cor:debitCreditIndicator,,D,1,,,1174-D,"[""20220304"",""900651""]",
cor:amountOfTaxes,iso4217:JPY,49348,1,,1,1174-C,"[""20220304"",""900651""]",
cor:taxCategory,,B5,1,,1,1174-C,"[""20220304"",""900651""]",
cor:accountNumber,,4000,1,1,,1174-C,"[""20220304"",""900651""]",
cor:accountDescription,,Demo Product Sales,1,1,,1174-C,"[""20220304"",""900651""]",
cor:subaccountDescription,,Demo Sales,1,1,,1174-C,"[""20220304"",""900651""]",department
cor:subaccountDescription,,Demo Customer Dawn,1,1,,1174-C,"[""20220304"",""900651""]",auxiliary-account
cor:subaccountId,,D01,1,1,,1174-C,"[""20220304"",""900651""]",department
cor:subaccountId,,C004,1,1,,1174-C,"[""20220304"",""900651""]",auxiliary-account
cor:type,,department,1,1,,1174-C,"[""20220304"",""900651""]",department
cor:type,,auxiliary-account,1,1,,1174-C,"[""20220304"",""900651""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900651,1,,,1174-C,"[""20220304"",""900651""]",
cor:monetaryAmount,iso4217:JPY,542830,1,,,1174-C,"[""20220304"",""900651""]",
cor:debitCreditIndicator,,C,1,,,1174-C,"[""20220304"",""900651""]",
cor:entryDatePosted,,2022-03-04,1,,,,"[""20220304"",""900659""]",
cor:entryId,,900659,1,,,,"[""20220304"",""900659""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1175-D,"[""20220304"",""900659""]",
cor:taxCategory,,00,1,,1,1175-D,"[""20220304"",""900659""]",
cor:accountNumber,,2200,1,1,,1175-D,"[""20220304"",""900659""]",
cor:accountDescription,,Demo Short-term Loans,1,1,,1175-D,"[""20220304"",""900659""]",
cor:subaccountDescription,,Demo Management,1,1,,1175-D,"[""20220304"",""900659""]",department
cor:subaccountId,,D06,1,1,,1175-D,"[""20220304"",""900659""]",department
cor:type,,department,1,1,,1175-D,"[""20220304"",""900659""]",department
cor:detailDescription,,Synthetic demo financing settlement 900659,1,,,1175-D,"[""20220304"",""900659""]",
cor:monetaryAmount,iso4217:JPY,532710,1,,,1175-D,"[""20220304"",""900659""]",
cor:debitCreditIndicator,,D,1,,,1175-D,"[""20220304"",""900659""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1175-C,"[""20220304"",""900659""]",
cor:taxCategory,,00,1,,1,1175-C,"[""20220304"",""900659""]",
cor:accountNumber,,1120,1,1,,1175-C,"[""20220304"",""900659""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,1175-C,"[""20220304"",""900659""]",
cor:subaccountDescription,,Demo Management,1,1,,1175-C,"[""20220304"",""900659""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,1175-C,"[""20220304"",""900659""]",auxiliary-account
cor:subaccountId,,D06,1,1,,1175-C,"[""20220304"",""900659""]",department
cor:subaccountId,,B003,1,1,,1175-C,"[""20220304"",""900659""]",auxiliary-account
cor:type,,department,1,1,,1175-C,"[""20220304"",""900659""]",department
cor:type,,auxiliary-account,1,1,,1175-C,"[""20220304"",""900659""]",auxiliary-account
cor:detailDescription,,Synthetic demo financing settlement 900659,1,,,1175-C,"[""20220304"",""900659""]",
cor:monetaryAmount,iso4217:JPY,772050,1,,,1175-C,"[""20220304"",""900659""]",
cor:debitCreditIndicator,,C,1,,,1175-C,"[""20220304"",""900659""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,1176-D,"[""20220304"",""900659""]",
cor:taxCategory,,00,1,,1,1176-D,"[""20220304"",""900659""]",
cor:accountNumber,,6070,1,1,,1176-D,"[""20220304"",""900659""]",
cor:accountDescription,,Demo Bank Fees,1,1,,1176-D,"[""20220304"",""900659""]",
cor:subaccountDescription,,Demo Management,1,1,,1176-D,"[""20220304"",""900659""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,1176-D,"[""20220304"",""900659""]",auxiliary-account
cor:subaccountId,,D06,1,1,,1176-D,"[""20220304"",""900659""]",department
