concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:taxCategory,,00,1,,1,117-C,"[""20210502"",""900119""]",
cor:accountNumber,,1120,1,1,,117-C,"[""20210502"",""900119""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,117-C,"[""20210502"",""900119""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,117-C,"[""20210502"",""900119""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,117-C,"[""20210502"",""900119""]",auxiliary-account
cor:subaccountId,,D05,1,1,,117-C,"[""20210502"",""900119""]",department
cor:subaccountId,,B003,1,1,,117-C,"[""20210502"",""900119""]",auxiliary-account
cor:type,,department,1,1,,117-C,"[""20210502"",""900119""]",department
cor:type,,auxiliary-account,1,1,,117-C,"[""20210502"",""900119""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900119,1,,,117-C,"[""20210502"",""900119""]",
cor:monetaryAmount,iso4217:JPY,184270,1,,,117-C,"[""20210502"",""900119""]",
cor:debitCreditIndicator,,C,1,,,117-C,"[""20210502"",""900119""]",
cor:entryDatePosted,,2021-05-03,1,,,,"[""20210503"",""900069""]",
cor:entryId,,900069,1,,,,"[""20210503"",""900069""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,118-D,"[""20210503"",""900069""]",
cor:taxCategory,,00,1,,1,118-D,"[""20210503"",""900069""]",
cor:accountNumber,,1400,1,1,,118-D,"[""20210503"",""900069""]",
cor:accountDescription,,Demo Prepaid Expenses,1,1,,118-D,"[""20210503"",""900069""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,118-D,"[""20210503"",""900069""]",department
cor:subaccountDescription,,Demo Logistics Services,1,1,,118-D,"[""20210503"",""900069""]",auxiliary-account
cor:subaccountId,,D05,1,1,,118-D,"[""20210503"",""900069""]",department
cor:subaccountId,,S004,1,1,,118-D,"[""20210503"",""900069""]",auxiliary-account
cor:type,,department,1,1,,118-D,"[""20210503"",""900069""]",department
cor:type,,auxiliary-account,1,1,,118-D,"[""20210503"",""900069""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900069,1,,,118-D,"[""20210503"",""900069""]",
cor:monetaryAmount,iso4217:JPY,42190,1,,,118-D,"[""20210503"",""900069""]",
cor:debitCreditIndicator,,D,1,,,118-D,"[""20210503"",""900069""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,118-C,"[""20210503"",""900069""]",
cor:taxCategory,,00,1,,1,118-C,"[""20210503"",""900069""]",
cor:accountNumber,,1100,1,1,,118-C,"[""20210503"",""900069""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,118-C,"[""20210503"",""900069""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,118-C,"[""20210503"",""900069""]",department
cor:subaccountDescription,,Demo Central Bank,1,1,,118-C,"[""20210503"",""900069""]",auxiliary-account
cor:subaccountId,,D05,1,1,,118-C,"[""20210503"",""900069""]",department
cor:subaccountId,,B001,1,1,,118-C,"[""20210503"",""900069""]",auxiliary-account
cor:type,,department,1,1,,118-C,"[""20210503"",""900069""]",department
cor:type,,auxiliary-account,1,1,,118-C,"[""20210503"",""900069""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900069,1,,,118-C,"[""20210503"",""900069""]",
cor:monetaryAmount,iso4217:JPY,42190,1,,,118-C,"[""20210503"",""900069""]",
cor:debitCreditIndicator,,C,1,,,118-C,"[""20210503"",""900069""]",
cor:entryDatePosted,,2021-05-04,1,,,,"[""20210504"",""900079""]",
cor:entryId,,900079,1,,,,"[""20210504"",""900079""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,119-D,"[""20210504"",""900079""]",
cor:taxCategory,,00,1,,1,119-D,"[""20210504"",""900079""]",
cor:accountNumber,,1400,1,1,,119-D,"[""20210504"",""900079""]",
cor:accountDescription,,Demo Prepaid Expenses,1,1,,119-D,"[""20210504"",""900079""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,119-D,"[""20210504"",""900079""]",department
cor:subaccountDescription,,Demo Energy Services,1,1,,119-D,"[""20210504"",""900079""]",auxiliary-account
cor:subaccountId,,D05,1,1,,119-D,"[""20210504"",""900079""]",department
cor:subaccountId,,S002,1,1,,119-D,"[""20210504"",""900079""]",auxiliary-account
cor:type,,department,1,1,,119-D,"[""20210504"",""900079""]",department
cor:type,,auxiliary-account,1,1,,119-D,"[""20210504"",""900079""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900079,1,,,119-D,"[""20210504"",""900079""]",
cor:monetaryAmount,iso4217:JPY,96050,1,,,119-D,"[""20210504"",""900079""]",
cor:debitCreditIndicator,,D,1,,,119-D,"[""20210504"",""900079""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,119-C,"[""20210504"",""900079""]",
cor:taxCategory,,00,1,,1,119-C,"[""20210504"",""900079""]",
cor:accountNumber,,1110,1,1,,119-C,"[""20210504"",""900079""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,119-C,"[""20210504"",""900079""]",
cor:subaccountDescription,,Demo Digital Services,1,1,,119-C,"[""20210504"",""900079""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,119-C,"[""20210504"",""900079""]",auxiliary-account
cor:subaccountId,,D05,1,1,,119-C,"[""20210504"",""900079""]",department
cor:subaccountId,,B002,1,1,,119-C,"[""20210504"",""900079""]",auxiliary-account
cor:type,,department,1,1,,119-C,"[""20210504"",""900079""]",department
cor:type,,auxiliary-account,1,1,,119-C,"[""20210504"",""900079""]",auxiliary-account
cor:detailDescription,,Synthetic demo prepaid service 900079,1,,,119-C,"[""20210504"",""900079""]",
cor:monetaryAmount,iso4217:JPY,96050,1,,,119-C,"[""20210504"",""900079""]",
cor:debitCreditIndicator,,C,1,,,119-C,"[""20210504"",""900079""]",
cor:entryDatePosted,,2021-05-04,1,,,,"[""20210504"",""900086""]",
cor:entryId,,900086,1,,,,"[""20210504"",""900086""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,120-D,"[""20210504"",""900086""]",
cor:taxCategory,,00,1,,1,120-D,"[""20210504"",""900086""]",
cor:accountNumber,,1120,1,1,,120-D,"[""20210504"",""900086""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,120-D,"[""20210504"",""900086""]",
cor:subaccountDescription,,Demo Sales,1,1,,120-D,"[""20210504"",""900086""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,120-D,"[""20210504"",""900086""]",auxiliary-account
cor:subaccountId,,D01,1,1,,120-D,"[""20210504"",""900086""]",department
cor:subaccountId,,B003,1,1,,120-D,"[""20210504"",""900086""]",auxiliary-account
cor:type,,department,1,1,,120-D,"[""20210504"",""900086""]",department
cor:type,,auxiliary-account,1,1,,120-D,"[""20210504"",""900086""]",auxiliary-account
cor:detailDescription,,Synthetic demo mixed sales and receipt 900086,1,,,120-D,"[""20210504"",""900086""]",
cor:monetaryAmount,iso4217:JPY,169060,1,,,120-D,"[""20210504"",""900086""]",
cor:debitCreditIndicator,,D,1,,,120-D,"[""20210504"",""900086""]",
cor:detailDescription,,Synthetic demo mixed sales and receipt 900086,1,,,120-C,"[""20210504"",""900086""]",
cor:debitCreditIndicator,,C,1,,,120-C,"[""20210504"",""900086""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,121-D,"[""20210504"",""900086""]",
cor:taxCategory,,00,1,,1,121-D,"[""20210504"",""900086""]",
cor:accountNumber,,1200,1,1,,121-D,"[""20210504"",""900086""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,121-D,"[""20210504"",""900086""]",
cor:subaccountDescription,,Demo Sales,1,1,,121-D,"[""20210504"",""900086""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,121-D,"[""20210504"",""900086""]",auxiliary-account
cor:subaccountId,,D01,1,1,,121-D,"[""20210504"",""900086""]",department
cor:subaccountId,,C007,1,1,,121-D,"[""20210504"",""900086""]",auxiliary-account
cor:type,,department,1,1,,121-D,"[""20210504"",""900086""]",department
cor:type,,auxiliary-account,1,1,,121-D,"[""20210504"",""900086""]",auxiliary-account
cor:detailDescription,,Synthetic demo mixed sales and receipt 900086,1,,,121-D,"[""20210504"",""900086""]",
cor:monetaryAmount,iso4217:JPY,535390,1,,,121-D,"[""20210504"",""900086""]",
cor:debitCreditIndicator,,D,1,,,121-D,"[""20210504"",""900086""]",
cor:detailDescription,,Synthetic demo mixed sales and receipt 900086,1,,,121-C,"[""20210504"",""900086""]",
cor:debitCreditIndicator,,C,1,,,121-C,"[""20210504"",""900086""]",
cor:detailDescription,,Synthetic demo mixed sales and receipt 900086,1,,,122-D,"[""20210504"",""900086""]",
cor:debitCreditIndicator,,D,1,,,122-D,"[""20210504"",""900086""]",
cor:amountOfTaxes,iso4217:JPY,47390,1,,1,122-C,"[""20210504"",""900086""]",
cor:taxCategory,,B5,1,,1,122-C,"[""20210504"",""900086""]",
cor:accountNumber,,4000,1,1,,122-C,"[""20210504"",""900086""]",
cor:accountDescription,,Demo Product Sales,1,1,,122-C,"[""20210504"",""900086""]",
cor:subaccountDescription,,Demo Sales,1,1,,122-C,"[""20210504"",""900086""]",department
cor:subaccountDescription,,Demo Customer Halo,1,1,,122-C,"[""20210504"",""900086""]",auxiliary-account
cor:subaccountId,,D01,1,1,,122-C,"[""20210504"",""900086""]",department
cor:subaccountId,,C008,1,1,,122-C,"[""20210504"",""900086""]",auxiliary-account
cor:type,,department,1,1,,122-C,"[""20210504"",""900086""]",department
cor:type,,auxiliary-account,1,1,,122-C,"[""20210504"",""900086""]",auxiliary-account
cor:detailDescription,,Synthetic demo mixed sales and receipt 900086,1,,,122-C,"[""20210504"",""900086""]",
cor:monetaryAmount,iso4217:JPY,521290,1,,,122-C,"[""20210504"",""900086""]",
cor:debitCreditIndicator,,C,1,,,122-C,"[""20210504"",""900086""]",
cor:detailDescription,,Synthetic demo mixed sales and receipt 900086,1,,,123-D,"[""20210504"",""900086""]",
cor:debitCreditIndicator,,D,1,,,123-D,"[""20210504"",""900086""]",
cor:amountOfTaxes,iso4217:JPY,16651,1,,1,123-C,"[""20210504"",""900086""]",
cor:taxCategory,,B5,1,,1,123-C,"[""20210504"",""900086""]",
cor:accountNumber,,4010,1,1,,123-C,"[""20210504"",""900086""]",
cor:accountDescription,,Demo Service Revenue,1,1,,123-C,"[""20210504"",""900086""]",
cor:subaccountDescription,,Demo Sales,1,1,,123-C,"[""20210504"",""900086""]",department
cor:subaccountDescription,,Demo Customer Indigo,1,1,,123-C,"[""20210504"",""900086""]",auxiliary-account
cor:subaccountId,,D01,1,1,,123-C,"[""20210504"",""900086""]",department
cor:subaccountId,,C009,1,1,,123-C,"[""20210504"",""900086""]",auxiliary-account
cor:type,,department,1,1,,123-C,"[""20210504"",""900086""]",department
cor:type,,auxiliary-account,1,1,,123-C,"[""20210504"",""900086""]",auxiliary-account
cor:detailDescription,,Synthetic demo mixed sales and receipt 900086,1,,,123-C,"[""20210504"",""900086""]",
cor:monetaryAmount,iso4217:JPY,183160,1,,,123-C,"[""20210504"",""900086""]",
cor:debitCreditIndicator,,C,1,,,123-C,"[""20210504"",""900086""]",
cor:entryDatePosted,,2021-05-04,1,,,,"[""20210504"",""900090""]",
cor:entryId,,900090,1,,,,"[""20210504"",""900090""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,124-D,"[""20210504"",""900090""]",
cor:taxCategory,,00,1,,1,124-D,"[""20210504"",""900090""]",
cor:accountNumber,,6000,1,1,,124-D,"[""20210504"",""900090""]",
cor:accountDescription,,Demo Salaries,1,1,,124-D,"[""20210504"",""900090""]",
cor:subaccountDescription,,Demo Administration,1,1,,124-D,"[""20210504"",""900090""]",department
cor:subaccountId,,D02,1,1,,124-D,"[""20210504"",""900090""]",department
cor:type,,department,1,1,,124-D,"[""20210504"",""900090""]",department
cor:detailDescription,,Synthetic demo monthly payroll bundle 900090,1,,,124-D,"[""20210504"",""900090""]",
cor:monetaryAmount,iso4217:JPY,183140,1,,,124-D,"[""20210504"",""900090""]",
cor:debitCreditIndicator,,D,1,,,124-D,"[""20210504"",""900090""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,124-C,"[""20210504"",""900090""]",
cor:taxCategory,,00,1,,1,124-C,"[""20210504"",""900090""]",
cor:accountNumber,,1100,1,1,,124-C,"[""20210504"",""900090""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,124-C,"[""20210504"",""900090""]",
cor:subaccountDescription,,Demo Administration,1,1,,124-C,"[""20210504"",""900090""]",department
cor:subaccountDescription,,Demo Central Bank,1,1,,124-C,"[""20210504"",""900090""]",auxiliary-account
cor:subaccountId,,D02,1,1,,124-C,"[""20210504"",""900090""]",department
cor:subaccountId,,B001,1,1,,124-C,"[""20210504"",""900090""]",auxiliary-account
cor:type,,department,1,1,,124-C,"[""20210504"",""900090""]",department
cor:type,,auxiliary-account,1,1,,124-C,"[""20210504"",""900090""]",auxiliary-account
cor:detailDescription,,Synthetic demo monthly payroll bundle 900090,1,,,124-C,"[""20210504"",""900090""]",
cor:monetaryAmount,iso4217:JPY,481970,1,,,124-C,"[""20210504"",""900090""]",
cor:debitCreditIndicator,,C,1,,,124-C,"[""20210504"",""900090""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,125-D,"[""20210504"",""900090""]",
cor:taxCategory,,00,1,,1,125-D,"[""20210504"",""900090""]",
cor:accountNumber,,6010,1,1,,125-D,"[""20210504"",""900090""]",
cor:accountDescription,,Demo Statutory Welfare,1,1,,125-D,"[""20210504"",""900090""]",
cor:subaccountDescription,,Demo Administration,1,1,,125-D,"[""20210504"",""900090""]",department
cor:subaccountId,,D02,1,1,,125-D,"[""20210504"",""900090""]",department
cor:type,,department,1,1,,125-D,"[""20210504"",""900090""]",department
cor:detailDescription,,Synthetic demo monthly payroll bundle 900090,1,,,125-D,"[""20210504"",""900090""]",
cor:monetaryAmount,iso4217:JPY,154230,1,,,125-D,"[""20210504"",""900090""]",
cor:debitCreditIndicator,,D,1,,,125-D,"[""20210504"",""900090""]",
cor:detailDescription,,Synthetic demo monthly payroll bundle 900090,1,,,125-C,"[""20210504"",""900090""]",
cor:debitCreditIndicator,,C,1,,,125-C,"[""20210504"",""900090""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,126-D,"[""20210504"",""900090""]",
cor:taxCategory,,00,1,,1,126-D,"[""20210504"",""900090""]",
cor:accountNumber,,2110,1,1,,126-D,"[""20210504"",""900090""]",
cor:accountDescription,,Demo Payroll Withholding,1,1,,126-D,"[""20210504"",""900090""]",
cor:subaccountDescription,,Demo Administration,1,1,,126-D,"[""20210504"",""900090""]",department
cor:subaccountId,,D02,1,1,,126-D,"[""20210504"",""900090""]",department
cor:type,,department,1,1,,126-D,"[""20210504"",""900090""]",department
cor:detailDescription,,Synthetic demo monthly payroll bundle 900090,1,,,126-D,"[""20210504"",""900090""]",
cor:monetaryAmount,iso4217:JPY,144600,1,,,126-D,"[""20210504"",""900090""]",
cor:debitCreditIndicator,,D,1,,,126-D,"[""20210504"",""900090""]",
cor:detailDescription,,Synthetic demo monthly payroll bundle 900090,1,,,126-C,"[""20210504"",""900090""]",
cor:debitCreditIndicator,,C,1,,,126-C,"[""20210504"",""900090""]",
cor:entryDatePosted,,2021-05-04,1,,,,"[""20210504"",""900097""]",
cor:entryId,,900097,1,,,,"[""20210504"",""900097""]",
cor:amountOfTaxes,iso4217:JPY,29398,1,,1,127-D,"[""20210504"",""900097""]",
cor:taxCategory,,Q5,1,,1,127-D,"[""20210504"",""900097""]",
cor:accountNumber,,6030,1,1,,127-D,"[""20210504"",""900097""]",
cor:accountDescription,,Demo Utilities,1,1,,127-D,"[""20210504"",""900097""]",
cor:subaccountDescription,,Demo Operations,1,1,,127-D,"[""20210504"",""900097""]",department
cor:subaccountDescription,,Demo Energy Services,1,1,,127-D,"[""20210504"",""900097""]",auxiliary-account
cor:subaccountId,,D03,1,1,,127-D,"[""20210504"",""900097""]",department
cor:subaccountId,,S002,1,1,,127-D,"[""20210504"",""900097""]",auxiliary-account
cor:type,,department,1,1,,127-D,"[""20210504"",""900097""]",department
cor:type,,auxiliary-account,1,1,,127-D,"[""20210504"",""900097""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating cost bundle 900097,1,,,127-D,"[""20210504"",""900097""]",
cor:monetaryAmount,iso4217:JPY,323380,1,,,127-D,"[""20210504"",""900097""]",
cor:debitCreditIndicator,,D,1,,,127-D,"[""20210504"",""900097""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,127-C,"[""20210504"",""900097""]",
cor:taxCategory,,00,1,,1,127-C,"[""20210504"",""900097""]",
cor:accountNumber,,1110,1,1,,127-C,"[""20210504"",""900097""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,127-C,"[""20210504"",""900097""]",
cor:subaccountDescription,,Demo Operations,1,1,,127-C,"[""20210504"",""900097""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,127-C,"[""20210504"",""900097""]",auxiliary-account
cor:subaccountId,,D03,1,1,,127-C,"[""20210504"",""900097""]",department
cor:subaccountId,,B002,1,1,,127-C,"[""20210504"",""900097""]",auxiliary-account
cor:type,,department,1,1,,127-C,"[""20210504"",""900097""]",department
cor:type,,auxiliary-account,1,1,,127-C,"[""20210504"",""900097""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating cost bundle 900097,1,,,127-C,"[""20210504"",""900097""]",
cor:monetaryAmount,iso4217:JPY,673710,1,,,127-C,"[""20210504"",""900097""]",
cor:debitCreditIndicator,,C,1,,,127-C,"[""20210504"",""900097""]",
cor:amountOfTaxes,iso4217:JPY,17148,1,,1,128-D,"[""20210504"",""900097""]",
cor:taxCategory,,Q5,1,,1,128-D,"[""20210504"",""900097""]",
cor:accountNumber,,6040,1,1,,128-D,"[""20210504"",""900097""]",
cor:accountDescription,,Demo Communication,1,1,,128-D,"[""20210504"",""900097""]",
cor:subaccountDescription,,Demo Operations,1,1,,128-D,"[""20210504"",""900097""]",department
cor:subaccountDescription,,Demo Network Services,1,1,,128-D,"[""20210504"",""900097""]",auxiliary-account
cor:subaccountId,,D03,1,1,,128-D,"[""20210504"",""900097""]",department
cor:subaccountId,,S003,1,1,,128-D,"[""20210504"",""900097""]",auxiliary-account
cor:type,,department,1,1,,128-D,"[""20210504"",""900097""]",department
cor:type,,auxiliary-account,1,1,,128-D,"[""20210504"",""900097""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating cost bundle 900097,1,,,128-D,"[""20210504"",""900097""]",
cor:monetaryAmount,iso4217:JPY,188630,1,,,128-D,"[""20210504"",""900097""]",
cor:debitCreditIndicator,,D,1,,,128-D,"[""20210504"",""900097""]",
cor:detailDescription,,Synthetic demo operating cost bundle 900097,1,,,128-C,"[""20210504"",""900097""]",
cor:debitCreditIndicator,,C,1,,,128-C,"[""20210504"",""900097""]",
cor:amountOfTaxes,iso4217:JPY,14700,1,,1,129-D,"[""20210504"",""900097""]",
cor:taxCategory,,Q5,1,,1,129-D,"[""20210504"",""900097""]",
cor:accountNumber,,6060,1,1,,129-D,"[""20210504"",""900097""]",
cor:accountDescription,,Demo Office Supplies,1,1,,129-D,"[""20210504"",""900097""]",
cor:subaccountDescription,,Demo Operations,1,1,,129-D,"[""20210504"",""900097""]",department
cor:subaccountDescription,,Demo Vendor Rivulet,1,1,,129-D,"[""20210504"",""900097""]",auxiliary-account
cor:subaccountId,,D03,1,1,,129-D,"[""20210504"",""900097""]",department
