concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:debitCreditIndicator,,C,1,,,741-C,"[""20211101"",""900425""]",
cor:entryDatePosted,,2021-11-02,1,,,,"[""20211102"",""900418""]",
cor:entryId,,900418,1,,,,"[""20211102"",""900418""]",
cor:amountOfTaxes,iso4217:JPY,15649,1,,1,742-D,"[""20211102"",""900418""]",
cor:taxCategory,,Q5,1,,1,742-D,"[""20211102"",""900418""]",
cor:accountNumber,,6060,1,1,,742-D,"[""20211102"",""900418""]",
cor:accountDescription,,Demo Office Supplies,1,1,,742-D,"[""20211102"",""900418""]",
cor:subaccountDescription,,Demo Operations,1,1,,742-D,"[""20211102"",""900418""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,742-D,"[""20211102"",""900418""]",auxiliary-account
cor:subaccountId,,D03,1,1,,742-D,"[""20211102"",""900418""]",department
cor:subaccountId,,V001,1,1,,742-D,"[""20211102"",""900418""]",auxiliary-account
cor:type,,department,1,1,,742-D,"[""20211102"",""900418""]",department
cor:type,,auxiliary-account,1,1,,742-D,"[""20211102"",""900418""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900418,1,,,742-D,"[""20211102"",""900418""]",
cor:monetaryAmount,iso4217:JPY,172140,1,,,742-D,"[""20211102"",""900418""]",
cor:debitCreditIndicator,,D,1,,,742-D,"[""20211102"",""900418""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,742-C,"[""20211102"",""900418""]",
cor:taxCategory,,00,1,,1,742-C,"[""20211102"",""900418""]",
cor:accountNumber,,1110,1,1,,742-C,"[""20211102"",""900418""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,742-C,"[""20211102"",""900418""]",
cor:subaccountDescription,,Demo Operations,1,1,,742-C,"[""20211102"",""900418""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,742-C,"[""20211102"",""900418""]",auxiliary-account
cor:subaccountId,,D03,1,1,,742-C,"[""20211102"",""900418""]",department
cor:subaccountId,,B002,1,1,,742-C,"[""20211102"",""900418""]",auxiliary-account
cor:type,,department,1,1,,742-C,"[""20211102"",""900418""]",department
cor:type,,auxiliary-account,1,1,,742-C,"[""20211102"",""900418""]",auxiliary-account
cor:detailDescription,,Synthetic demo operating expense 900418,1,,,742-C,"[""20211102"",""900418""]",
cor:monetaryAmount,iso4217:JPY,172140,1,,,742-C,"[""20211102"",""900418""]",
cor:debitCreditIndicator,,C,1,,,742-C,"[""20211102"",""900418""]",
cor:entryDatePosted,,2021-11-02,1,,,,"[""20211102"",""900435""]",
cor:entryId,,900435,1,,,,"[""20211102"",""900435""]",
cor:amountOfTaxes,iso4217:JPY,6545,1,,1,743-D,"[""20211102"",""900435""]",
cor:taxCategory,,Q5,1,,1,743-D,"[""20211102"",""900435""]",
cor:accountNumber,,5000,1,1,,743-D,"[""20211102"",""900435""]",
cor:accountDescription,,Demo Purchases,1,1,,743-D,"[""20211102"",""900435""]",
cor:subaccountDescription,,Demo Logistics,1,1,,743-D,"[""20211102"",""900435""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,743-D,"[""20211102"",""900435""]",auxiliary-account
cor:subaccountId,,D04,1,1,,743-D,"[""20211102"",""900435""]",department
cor:subaccountId,,V006,1,1,,743-D,"[""20211102"",""900435""]",auxiliary-account
cor:type,,department,1,1,,743-D,"[""20211102"",""900435""]",department
cor:type,,auxiliary-account,1,1,,743-D,"[""20211102"",""900435""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900435,1,,,743-D,"[""20211102"",""900435""]",
cor:monetaryAmount,iso4217:JPY,72000,1,,,743-D,"[""20211102"",""900435""]",
cor:debitCreditIndicator,,D,1,,,743-D,"[""20211102"",""900435""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,743-C,"[""20211102"",""900435""]",
cor:taxCategory,,00,1,,1,743-C,"[""20211102"",""900435""]",
cor:accountNumber,,2000,1,1,,743-C,"[""20211102"",""900435""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,743-C,"[""20211102"",""900435""]",
cor:subaccountDescription,,Demo Logistics,1,1,,743-C,"[""20211102"",""900435""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,743-C,"[""20211102"",""900435""]",auxiliary-account
cor:subaccountId,,D04,1,1,,743-C,"[""20211102"",""900435""]",department
cor:subaccountId,,V006,1,1,,743-C,"[""20211102"",""900435""]",auxiliary-account
cor:type,,department,1,1,,743-C,"[""20211102"",""900435""]",department
cor:type,,auxiliary-account,1,1,,743-C,"[""20211102"",""900435""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900435,1,,,743-C,"[""20211102"",""900435""]",
cor:monetaryAmount,iso4217:JPY,72000,1,,,743-C,"[""20211102"",""900435""]",
cor:debitCreditIndicator,,C,1,,,743-C,"[""20211102"",""900435""]",
cor:entryDatePosted,,2021-11-02,1,,,,"[""20211102"",""900454""]",
cor:entryId,,900454,1,,,,"[""20211102"",""900454""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,744-D,"[""20211102"",""900454""]",
cor:taxCategory,,00,1,,1,744-D,"[""20211102"",""900454""]",
cor:accountNumber,,1110,1,1,,744-D,"[""20211102"",""900454""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,744-D,"[""20211102"",""900454""]",
cor:subaccountDescription,,Demo Sales,1,1,,744-D,"[""20211102"",""900454""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,744-D,"[""20211102"",""900454""]",auxiliary-account
cor:subaccountId,,D01,1,1,,744-D,"[""20211102"",""900454""]",department
cor:subaccountId,,B002,1,1,,744-D,"[""20211102"",""900454""]",auxiliary-account
cor:type,,department,1,1,,744-D,"[""20211102"",""900454""]",department
cor:type,,auxiliary-account,1,1,,744-D,"[""20211102"",""900454""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900454,1,,,744-D,"[""20211102"",""900454""]",
cor:monetaryAmount,iso4217:JPY,454500,1,,,744-D,"[""20211102"",""900454""]",
cor:debitCreditIndicator,,D,1,,,744-D,"[""20211102"",""900454""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,744-C,"[""20211102"",""900454""]",
cor:taxCategory,,00,1,,1,744-C,"[""20211102"",""900454""]",
cor:accountNumber,,1200,1,1,,744-C,"[""20211102"",""900454""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,744-C,"[""20211102"",""900454""]",
cor:subaccountDescription,,Demo Sales,1,1,,744-C,"[""20211102"",""900454""]",department
cor:subaccountDescription,,Demo Customer Cobalt,1,1,,744-C,"[""20211102"",""900454""]",auxiliary-account
cor:subaccountId,,D01,1,1,,744-C,"[""20211102"",""900454""]",department
cor:subaccountId,,C003,1,1,,744-C,"[""20211102"",""900454""]",auxiliary-account
cor:type,,department,1,1,,744-C,"[""20211102"",""900454""]",department
cor:type,,auxiliary-account,1,1,,744-C,"[""20211102"",""900454""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900454,1,,,744-C,"[""20211102"",""900454""]",
cor:monetaryAmount,iso4217:JPY,454500,1,,,744-C,"[""20211102"",""900454""]",
cor:debitCreditIndicator,,C,1,,,744-C,"[""20211102"",""900454""]",
cor:entryDatePosted,,2021-11-04,1,,,,"[""20211104"",""900466""]",
cor:entryId,,900466,1,,,,"[""20211104"",""900466""]",
cor:amountOfTaxes,iso4217:JPY,33059,1,,1,745-D,"[""20211104"",""900466""]",
cor:taxCategory,,Q5,1,,1,745-D,"[""20211104"",""900466""]",
cor:accountNumber,,5010,1,1,,745-D,"[""20211104"",""900466""]",
cor:accountDescription,,Demo Freight-in,1,1,,745-D,"[""20211104"",""900466""]",
cor:subaccountDescription,,Demo Logistics,1,1,,745-D,"[""20211104"",""900466""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,745-D,"[""20211104"",""900466""]",auxiliary-account
cor:subaccountId,,D04,1,1,,745-D,"[""20211104"",""900466""]",department
cor:subaccountId,,V001,1,1,,745-D,"[""20211104"",""900466""]",auxiliary-account
cor:type,,department,1,1,,745-D,"[""20211104"",""900466""]",department
cor:type,,auxiliary-account,1,1,,745-D,"[""20211104"",""900466""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900466,1,,,745-D,"[""20211104"",""900466""]",
cor:monetaryAmount,iso4217:JPY,363650,1,,,745-D,"[""20211104"",""900466""]",
cor:debitCreditIndicator,,D,1,,,745-D,"[""20211104"",""900466""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,745-C,"[""20211104"",""900466""]",
cor:taxCategory,,00,1,,1,745-C,"[""20211104"",""900466""]",
cor:accountNumber,,2000,1,1,,745-C,"[""20211104"",""900466""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,745-C,"[""20211104"",""900466""]",
cor:subaccountDescription,,Demo Logistics,1,1,,745-C,"[""20211104"",""900466""]",department
cor:subaccountDescription,,Demo Vendor Keystone,1,1,,745-C,"[""20211104"",""900466""]",auxiliary-account
cor:subaccountId,,D04,1,1,,745-C,"[""20211104"",""900466""]",department
cor:subaccountId,,V001,1,1,,745-C,"[""20211104"",""900466""]",auxiliary-account
cor:type,,department,1,1,,745-C,"[""20211104"",""900466""]",department
cor:type,,auxiliary-account,1,1,,745-C,"[""20211104"",""900466""]",auxiliary-account
cor:detailDescription,,Synthetic demo purchase on account 900466,1,,,745-C,"[""20211104"",""900466""]",
cor:monetaryAmount,iso4217:JPY,363650,1,,,745-C,"[""20211104"",""900466""]",
cor:debitCreditIndicator,,C,1,,,745-C,"[""20211104"",""900466""]",
cor:entryDatePosted,,2021-11-05,1,,,,"[""20211105"",""900453""]",
cor:entryId,,900453,1,,,,"[""20211105"",""900453""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,746-D,"[""20211105"",""900453""]",
cor:taxCategory,,00,1,,1,746-D,"[""20211105"",""900453""]",
cor:accountNumber,,1100,1,1,,746-D,"[""20211105"",""900453""]",
cor:accountDescription,,Demo Central Ordinary Deposit,1,1,,746-D,"[""20211105"",""900453""]",
cor:subaccountDescription,,Demo Sales,1,1,,746-D,"[""20211105"",""900453""]",department
cor:subaccountDescription,,Demo Central Bank,1,1,,746-D,"[""20211105"",""900453""]",auxiliary-account
cor:subaccountId,,D01,1,1,,746-D,"[""20211105"",""900453""]",department
cor:subaccountId,,B001,1,1,,746-D,"[""20211105"",""900453""]",auxiliary-account
cor:type,,department,1,1,,746-D,"[""20211105"",""900453""]",department
cor:type,,auxiliary-account,1,1,,746-D,"[""20211105"",""900453""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900453,1,,,746-D,"[""20211105"",""900453""]",
cor:monetaryAmount,iso4217:JPY,343560,1,,,746-D,"[""20211105"",""900453""]",
cor:debitCreditIndicator,,D,1,,,746-D,"[""20211105"",""900453""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,746-C,"[""20211105"",""900453""]",
cor:taxCategory,,00,1,,1,746-C,"[""20211105"",""900453""]",
cor:accountNumber,,1200,1,1,,746-C,"[""20211105"",""900453""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,746-C,"[""20211105"",""900453""]",
cor:subaccountDescription,,Demo Sales,1,1,,746-C,"[""20211105"",""900453""]",department
cor:subaccountDescription,,Demo Customer Juniper,1,1,,746-C,"[""20211105"",""900453""]",auxiliary-account
cor:subaccountId,,D01,1,1,,746-C,"[""20211105"",""900453""]",department
cor:subaccountId,,C010,1,1,,746-C,"[""20211105"",""900453""]",auxiliary-account
cor:type,,department,1,1,,746-C,"[""20211105"",""900453""]",department
cor:type,,auxiliary-account,1,1,,746-C,"[""20211105"",""900453""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900453,1,,,746-C,"[""20211105"",""900453""]",
cor:monetaryAmount,iso4217:JPY,343560,1,,,746-C,"[""20211105"",""900453""]",
cor:debitCreditIndicator,,C,1,,,746-C,"[""20211105"",""900453""]",
cor:entryDatePosted,,2021-11-05,1,,,,"[""20211105"",""900462""]",
cor:entryId,,900462,1,,,,"[""20211105"",""900462""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,747-D,"[""20211105"",""900462""]",
cor:taxCategory,,00,1,,1,747-D,"[""20211105"",""900462""]",
cor:accountNumber,,1200,1,1,,747-D,"[""20211105"",""900462""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,747-D,"[""20211105"",""900462""]",
cor:subaccountDescription,,Demo Sales,1,1,,747-D,"[""20211105"",""900462""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,747-D,"[""20211105"",""900462""]",auxiliary-account
cor:subaccountId,,D01,1,1,,747-D,"[""20211105"",""900462""]",department
cor:subaccountId,,C007,1,1,,747-D,"[""20211105"",""900462""]",auxiliary-account
cor:type,,department,1,1,,747-D,"[""20211105"",""900462""]",department
cor:type,,auxiliary-account,1,1,,747-D,"[""20211105"",""900462""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900462,1,,,747-D,"[""20211105"",""900462""]",
cor:monetaryAmount,iso4217:JPY,236330,1,,,747-D,"[""20211105"",""900462""]",
cor:debitCreditIndicator,,D,1,,,747-D,"[""20211105"",""900462""]",
cor:amountOfTaxes,iso4217:JPY,21485,1,,1,747-C,"[""20211105"",""900462""]",
cor:taxCategory,,B5,1,,1,747-C,"[""20211105"",""900462""]",
cor:accountNumber,,4000,1,1,,747-C,"[""20211105"",""900462""]",
cor:accountDescription,,Demo Product Sales,1,1,,747-C,"[""20211105"",""900462""]",
cor:subaccountDescription,,Demo Sales,1,1,,747-C,"[""20211105"",""900462""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,747-C,"[""20211105"",""900462""]",auxiliary-account
cor:subaccountId,,D01,1,1,,747-C,"[""20211105"",""900462""]",department
cor:subaccountId,,C007,1,1,,747-C,"[""20211105"",""900462""]",auxiliary-account
cor:type,,department,1,1,,747-C,"[""20211105"",""900462""]",department
cor:type,,auxiliary-account,1,1,,747-C,"[""20211105"",""900462""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900462,1,,,747-C,"[""20211105"",""900462""]",
cor:monetaryAmount,iso4217:JPY,236330,1,,,747-C,"[""20211105"",""900462""]",
cor:debitCreditIndicator,,C,1,,,747-C,"[""20211105"",""900462""]",
cor:entryDatePosted,,2021-11-05,1,,,,"[""20211105"",""900463""]",
cor:entryId,,900463,1,,,,"[""20211105"",""900463""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,748-D,"[""20211105"",""900463""]",
cor:taxCategory,,00,1,,1,748-D,"[""20211105"",""900463""]",
cor:accountNumber,,1110,1,1,,748-D,"[""20211105"",""900463""]",
cor:accountDescription,,Demo North Current Deposit,1,1,,748-D,"[""20211105"",""900463""]",
cor:subaccountDescription,,Demo Sales,1,1,,748-D,"[""20211105"",""900463""]",department
cor:subaccountDescription,,North Demo Bank,1,1,,748-D,"[""20211105"",""900463""]",auxiliary-account
cor:subaccountId,,D01,1,1,,748-D,"[""20211105"",""900463""]",department
cor:subaccountId,,B002,1,1,,748-D,"[""20211105"",""900463""]",auxiliary-account
cor:type,,department,1,1,,748-D,"[""20211105"",""900463""]",department
cor:type,,auxiliary-account,1,1,,748-D,"[""20211105"",""900463""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900463,1,,,748-D,"[""20211105"",""900463""]",
cor:monetaryAmount,iso4217:JPY,81510,1,,,748-D,"[""20211105"",""900463""]",
cor:debitCreditIndicator,,D,1,,,748-D,"[""20211105"",""900463""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,748-C,"[""20211105"",""900463""]",
cor:taxCategory,,00,1,,1,748-C,"[""20211105"",""900463""]",
cor:accountNumber,,1200,1,1,,748-C,"[""20211105"",""900463""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,748-C,"[""20211105"",""900463""]",
cor:subaccountDescription,,Demo Sales,1,1,,748-C,"[""20211105"",""900463""]",department
cor:subaccountDescription,,Demo Customer Juniper,1,1,,748-C,"[""20211105"",""900463""]",auxiliary-account
cor:subaccountId,,D01,1,1,,748-C,"[""20211105"",""900463""]",department
cor:subaccountId,,C010,1,1,,748-C,"[""20211105"",""900463""]",auxiliary-account
cor:type,,department,1,1,,748-C,"[""20211105"",""900463""]",department
cor:type,,auxiliary-account,1,1,,748-C,"[""20211105"",""900463""]",auxiliary-account
cor:detailDescription,,Synthetic demo customer receipt 900463,1,,,748-C,"[""20211105"",""900463""]",
cor:monetaryAmount,iso4217:JPY,81510,1,,,748-C,"[""20211105"",""900463""]",
cor:debitCreditIndicator,,C,1,,,748-C,"[""20211105"",""900463""]",
cor:entryDatePosted,,2021-11-06,1,,,,"[""20211106"",""900412""]",
cor:entryId,,900412,1,,,,"[""20211106"",""900412""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,749-D,"[""20211106"",""900412""]",
cor:taxCategory,,00,1,,1,749-D,"[""20211106"",""900412""]",
cor:accountNumber,,1200,1,1,,749-D,"[""20211106"",""900412""]",
cor:accountDescription,,Demo Accounts Receivable,1,1,,749-D,"[""20211106"",""900412""]",
cor:subaccountDescription,,Demo Sales,1,1,,749-D,"[""20211106"",""900412""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,749-D,"[""20211106"",""900412""]",auxiliary-account
cor:subaccountId,,D01,1,1,,749-D,"[""20211106"",""900412""]",department
cor:subaccountId,,C007,1,1,,749-D,"[""20211106"",""900412""]",auxiliary-account
cor:type,,department,1,1,,749-D,"[""20211106"",""900412""]",department
cor:type,,auxiliary-account,1,1,,749-D,"[""20211106"",""900412""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900412,1,,,749-D,"[""20211106"",""900412""]",
cor:monetaryAmount,iso4217:JPY,438890,1,,,749-D,"[""20211106"",""900412""]",
cor:debitCreditIndicator,,D,1,,,749-D,"[""20211106"",""900412""]",
cor:amountOfTaxes,iso4217:JPY,39899,1,,1,749-C,"[""20211106"",""900412""]",
cor:taxCategory,,B5,1,,1,749-C,"[""20211106"",""900412""]",
cor:accountNumber,,4010,1,1,,749-C,"[""20211106"",""900412""]",
cor:accountDescription,,Demo Service Revenue,1,1,,749-C,"[""20211106"",""900412""]",
cor:subaccountDescription,,Demo Sales,1,1,,749-C,"[""20211106"",""900412""]",department
cor:subaccountDescription,,Demo Customer Grove,1,1,,749-C,"[""20211106"",""900412""]",auxiliary-account
cor:subaccountId,,D01,1,1,,749-C,"[""20211106"",""900412""]",department
cor:subaccountId,,C007,1,1,,749-C,"[""20211106"",""900412""]",auxiliary-account
cor:type,,department,1,1,,749-C,"[""20211106"",""900412""]",department
cor:type,,auxiliary-account,1,1,,749-C,"[""20211106"",""900412""]",auxiliary-account
cor:detailDescription,,Synthetic demo credit sale 900412,1,,,749-C,"[""20211106"",""900412""]",
cor:monetaryAmount,iso4217:JPY,438890,1,,,749-C,"[""20211106"",""900412""]",
cor:debitCreditIndicator,,C,1,,,749-C,"[""20211106"",""900412""]",
cor:entryDatePosted,,2021-11-06,1,,,,"[""20211106"",""900455""]",
cor:entryId,,900455,1,,,,"[""20211106"",""900455""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,750-D,"[""20211106"",""900455""]",
cor:taxCategory,,00,1,,1,750-D,"[""20211106"",""900455""]",
cor:accountNumber,,2000,1,1,,750-D,"[""20211106"",""900455""]",
cor:accountDescription,,Demo Accounts Payable,1,1,,750-D,"[""20211106"",""900455""]",
cor:subaccountDescription,,Demo Sales,1,1,,750-D,"[""20211106"",""900455""]",department
cor:subaccountDescription,,Demo Vendor Prairie,1,1,,750-D,"[""20211106"",""900455""]",auxiliary-account
cor:subaccountId,,D01,1,1,,750-D,"[""20211106"",""900455""]",department
cor:subaccountId,,V006,1,1,,750-D,"[""20211106"",""900455""]",auxiliary-account
cor:type,,department,1,1,,750-D,"[""20211106"",""900455""]",department
cor:type,,auxiliary-account,1,1,,750-D,"[""20211106"",""900455""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900455,1,,,750-D,"[""20211106"",""900455""]",
cor:monetaryAmount,iso4217:JPY,232730,1,,,750-D,"[""20211106"",""900455""]",
cor:debitCreditIndicator,,D,1,,,750-D,"[""20211106"",""900455""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900455,1,,,750-C,"[""20211106"",""900455""]",
cor:debitCreditIndicator,,C,1,,,750-C,"[""20211106"",""900455""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,751-D,"[""20211106"",""900455""]",
cor:taxCategory,,00,1,,1,751-D,"[""20211106"",""900455""]",
cor:accountNumber,,2100,1,1,,751-D,"[""20211106"",""900455""]",
cor:accountDescription,,Demo Accrued Payables,1,1,,751-D,"[""20211106"",""900455""]",
cor:subaccountDescription,,Demo Sales,1,1,,751-D,"[""20211106"",""900455""]",department
cor:subaccountDescription,,Demo Vendor Summit,1,1,,751-D,"[""20211106"",""900455""]",auxiliary-account
cor:subaccountId,,D01,1,1,,751-D,"[""20211106"",""900455""]",department
cor:subaccountId,,V009,1,1,,751-D,"[""20211106"",""900455""]",auxiliary-account
cor:type,,department,1,1,,751-D,"[""20211106"",""900455""]",department
cor:type,,auxiliary-account,1,1,,751-D,"[""20211106"",""900455""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900455,1,,,751-D,"[""20211106"",""900455""]",
cor:monetaryAmount,iso4217:JPY,472520,1,,,751-D,"[""20211106"",""900455""]",
cor:debitCreditIndicator,,D,1,,,751-D,"[""20211106"",""900455""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900455,1,,,751-C,"[""20211106"",""900455""]",
cor:debitCreditIndicator,,C,1,,,751-C,"[""20211106"",""900455""]",
cor:detailDescription,,Synthetic demo multi-vendor settlement 900455,1,,,752-D,"[""20211106"",""900455""]",
cor:debitCreditIndicator,,D,1,,,752-D,"[""20211106"",""900455""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,752-C,"[""20211106"",""900455""]",
cor:taxCategory,,00,1,,1,752-C,"[""20211106"",""900455""]",
cor:accountNumber,,1120,1,1,,752-C,"[""20211106"",""900455""]",
cor:accountDescription,,Demo Harbor Ordinary Deposit,1,1,,752-C,"[""20211106"",""900455""]",
cor:subaccountDescription,,Demo Sales,1,1,,752-C,"[""20211106"",""900455""]",department
cor:subaccountDescription,,Harbor Demo Bank,1,1,,752-C,"[""20211106"",""900455""]",auxiliary-account
cor:subaccountId,,D01,1,1,,752-C,"[""20211106"",""900455""]",department
cor:subaccountId,,B003,1,1,,752-C,"[""20211106"",""900455""]",auxiliary-account
cor:type,,department,1,1,,752-C,"[""20211106"",""900455""]",department
cor:type,,auxiliary-account,1,1,,752-C,"[""20211106"",""900455""]",auxiliary-account
cor:detailDescription,,Synthetic demo multi-vendor settlement 900455,1,,,752-C,"[""20211106"",""900455""]",
