source_application,source_record_key,source_row,source_occurrence_side,source_tax_code,source_tax_rate_lexical,source_tax_inclusion_mode,mapping_rule_id,output_tax_type,output_tax_category,output_tax_rate_ratio,output_transaction_classification,restoration_status,trace_sha256
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210403"",""41""]",10,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,C6FA844460DA5DC120D05A90DFB8AF1CBCCCC145630827F7B148B03EC69FA424
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210403"",""41""]",10,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,BA5FA8AB59653359AC71669DF007BC426FA80868F468C924707752586D457011
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210404"",""310""]",12,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,12434CA699A8FB58DF876D035AE4B7BA519D63901E69A25EB442F1619B6B327F
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210404"",""310""]",12,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,DD0B2CB78CF4F62D22972487A385A56E2DA4094036080251A0EC0CB706B205A5
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210404"",""310""]",13,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,10AAADA767A062EC8F51A9CC65BDB0443B1F28D1D4DC38A4476C77484BBCEFBE
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210404"",""310""]",14,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,3125A81398808D0491D78BF9A772496B63B492C1346ABA6BA8E2AAF6950738D3
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""133""]",16,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,34C162489D863B6B21FB78BCD2DA1A704B4B931EB21557DE466CF1943B4C6174
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""133""]",16,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,36BE8FC933700328B496BEDBF4E02AD6F325DE47C1DFCC102CE951955E7EB6A7
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""139""]",17,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,F49440602B6555D73E149F88FA505F969AEACAC3738150D304D7130E1828BB86
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""139""]",17,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,F7D44FD51B1224822A08C7659441882FE3E2A83DB6BA2F852BBEDB621FB592C5
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""254""]",18,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,CA1B68525EE6AC151AE3089B6652A380DB2DFB8B47FAD1B372E8CDA0BCD7ACAA
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""254""]",18,D,00,,,L2:00:,VAT,O,,,STANDARDIZED,0399F46BBF98AE502E3252CE4659D2CC50F3916EF088E56D622E1D776E3A6883
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""254""]",19,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,493AB83590089E3442B9742101E708ACF57179D2F4854A4FCCC34082A8568972
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""254""]",19,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,C74EE8F1FFEDF8EF75BA2704D69FDB8AAB0A04A2EBEF5CDC0C98F8602FC875F2
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""255""]",20,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,942A29CF7D1B47246473CE92B7458F7665980CD25354F68E352C3EC8A3009313
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""255""]",20,D,00,,,L2:00:,VAT,O,,,STANDARDIZED,C00EA1CF2372E56D7B06CD925451B63A8616F4D4DBD7EA8DA35B90B2ECE6AA0D
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""255""]",21,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,8763DA2E4D29A7006948230ACB47071E949ABB87492175E8D94BDE8573318AB7
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""255""]",21,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,28E483388E4A0A8B988B3E42EE744C6AD7A6AAF1E8E9C7BC98905F2C43B7E718
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""256""]",22,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,EAF6DFF11E7339A615D03A930C041823F72E7F316CDFBD4E9B5DE27B6B0DDCF0
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""256""]",22,D,00,,,L2:00:,VAT,O,,,STANDARDIZED,BBEF2180B0D13AE5BFD51F12BC2E531E79608E4F16C6C936D1ECC8CF11245FF5
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""256""]",23,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,156C666A14EE76F7D91A74AC5587B52815135A65D0C65D6061FE066F3F74BA53
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""256""]",23,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,50C0C2A704C2EF2CE014564057784C200CE7867B923F3350EB5CBBF2EE2A225D
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""76""]",15,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,5CE69F97B550B2D96023286DA88E7448F309E29E67C9675F0014F66C998D8510
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210405"",""76""]",15,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,EE68ECF00D84AB62C739229B1D27691F8417DB63E698A42D6212F98FA78BFAAD
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""10""]",24,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,FA621DC952CB7B69FA58EF7D0C07D0F480C371346D1E704D3B18C280FEA9D96E
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""10""]",24,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,431FAB0FD6BC65528662DB86ACD6C8BC1AB08C34A957B1E19235FBCADB716C31
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""106""]",27,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,30EFE53803050D31DDF1D6184D9D0D072D3F367D152150F7A8C2C8E296CFD4FE
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""106""]",27,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,59A5A959445F120C1FE493618BC993EE5D2F1D02080AD6D4FE9D251B950F40C8
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""106""]",28,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,D4C63D27F20484D2DA64B0E19710BF06FC6E1C4802018E0B4725D221B951C1C3
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""110""]",29,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,49CAAAD698CD2EC6CEC1FF55DAB7C39C95240F925587FB4F4945078950F1AD6D
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""110""]",29,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,C1FAEAC5DFCE7F1E814295B067826FF309324BE5DF198975FE057B3825536A3B
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""123""]",30,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,3F28CFF90FAFC40FFEDE7FC0C91911D2DE26E24FF0A6B94D1C763A7466282FF2
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""123""]",30,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,AFCF0949F2976DBFBBEF63E954262A8D3FF53F9E8160E89AB7E51F0AA8CFE7C4
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""124""]",31,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,CDC20EA12A23B3F3A8C5696F8DE435701AFCBC5F46EC681381EB6E410A276D4D
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""124""]",31,D,00,,,L2:00:,VAT,O,,,STANDARDIZED,C2C1F8C0BC051F36225804B8630EB451DAE35B72F78FF87CEAE3A1421CF35B69
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""147""]",32,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,EAB5D17CE59DCDC4A64C1DA33806C7ABD104CD7ADFF8438226A22E01F3F20695
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""147""]",32,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,FBBAE751692EC5F96809B511CC6D4DAADE18E3318B69B7EA7EA73C895D109834
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""156""]",33,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,92FD56E9F332E82E44A5015ED5DDCEBD2CF6D526D96CB5A005285902B2019213
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""156""]",33,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,62429FAAE6DB8D44C509DCED4ABFC99A21BC48E48DC7EE618F27E00D38CF722B
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""236""]",34,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,FFDD650D4790E493860562FD0B53E9FA8BF2084BF70C416419FDB6886F87AF05
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""236""]",34,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,8DECC5A238342C133C397B3D2A92211061F535D9634D8857174C34642712570E
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""305""]",35,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,F3B16F4B8B18305A815644DCF1A503EC4C413DD05CB2B5B39C406D4F2238BCB9
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""305""]",35,D,00,,,L2:00:,VAT,O,,,STANDARDIZED,A378D082CDF4B6CB5E500BC057C22F5247D523B004AD6E37FC760018704DDE3A
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""42""]",25,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,B8D087FFA55D2EFFF61B3ED9D26C91201C2F9AB84C6F6640DEF9F1B40E78EAE5
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""42""]",25,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,D36F2BE954B3FC1FD064EE02E1F415E674555233BC003009A713CC0691569C97
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""84""]",26,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,80885B67FD878F3E18BCFEC2F4FC55E2FE98CD212617DA9E26D92A9AD884F869
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210406"",""84""]",26,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,F851EFA3379CBC90D86EA2B8B4F2BBA4FCF69B185AF1D4456EBFD10160A66E71
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""102""]",45,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,B64D26D4DB7FF52629E6268FB9F890588F10C3518087508273B641D49E11E7AD
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""102""]",45,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,41E5117C40174A0C5FEDB942B0E7CA461A52B35E6AD12BB8298BD94FD6ADAE6C
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""20""]",36,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,A9A9BC454EEC1E920D708F04FF89F60F5650C5FAB4221DEB401FE5BC17244022
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""20""]",36,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,15639C4DD7E57E7924438B71E182A034E9C0278696AB3E2388519BB4FC59D169
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""21""]",37,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,BC27A2830D0C2042E25DCB0617E72955A0C1439A9B3BB7D87452CDB7E4214148
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""21""]",37,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,3F9167CA19A886884F082C27A4183A173312219D530A7CD063B9225F41BF4C16
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""22""]",38,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,F971C55088A3DC3FCA91DF05416136391CDDFE1339412FD6301A4E2551CFCBFD
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""22""]",38,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,C5029241AE78EF196EC497A4AFD97B9445C2992E0C805BB3C014353E5F178082
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""43""]",39,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,D0FC6464E76DE51911D1A5E2427C18C3752546EF9FD6E8CC370943040A159337
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""43""]",39,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,1F11400AC3BE79AA4845963CDF0EA27AF6C92CDD1FB84085BFEDD1876B753F90
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""56""]",40,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,FF74B905343B25B864E303B0DD793461DD3FC02AC6124D763A18A119850A058A
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""56""]",40,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,576DC1EF176E3979990D1689305D06169F50DAF74F75923CE2E289FC7B80C76C
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""57""]",41,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,F78E8E5D1F67A69E03B367A646A7F916804990C53552F9C9B0113208E089F2E3
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""57""]",41,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,8946733987D59D5BF86CFF3031AA541AEDEDD2AD4352D0F79BF007928F774975
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""58""]",42,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,4FF3239F3133FA48AF669590A6A3EE225E8AB6E57DFDCC4B46D413BABC714262
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""58""]",42,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,6A55453027882A93211C532F8AA5F273AC86E7586EBF48FAC146C3824D310E77
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""69""]",43,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,56298392FED09AC54FE67C4067244864AB6A444DC7E40AF5696C6EC94FC63B4A
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""69""]",43,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,CAD03349CF94514ACB613B542F6ABDE4BFE4E777113DCB96F82C24A2EF6CFA3B
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210407"",""69""]",44,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,3ABBD4CAA4CDF1E5AC684782D0114E51B40F4B435D3E67B16C0A3E2413E208CC
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210408"",""143""]",47,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,DF2906DE2E7AA1ADBF1643AC44B2FF2A42283985A33030CD20D159B92555F514
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210408"",""143""]",47,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,C9AE6D83CE61F306BCF901F489513DDE89B24DB3BA60806C90B54E2CBEAE34AF
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210408"",""50""]",46,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,EE5D9B40921FCB513DE1019CFE558B3D0631BD2EA28D76FA309F90E1B8FF4716
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210408"",""50""]",46,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,4837DEABA2704F700595029102C7309A4FF44645EDA859307E47BDBEB2EE85A3
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""112""]",51,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,9737E91FBBD6FF82BD3F95B04B716AAB8DAE00E3848D970E87355E9B120D7549
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""112""]",51,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,D201E641624CBC1C7726613FBCE0FD0EA01E3564D48A861A8990CAFBFD3BBFB6
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""129""]",52,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,036E7AD0D17E47C1CDFD9C49E3B574ED4453C4CD5B7F6484EED3FA24188E4235
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""129""]",52,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,4C8F81C5DC35E646E8727EB58B66FCA85A449362ADAAEEFA7F4A941CDF748241
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""149""]",53,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,4E2AA287505B64760B50000077B74C062C9125BD25286BDFFB68CD4C67EA695A
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""149""]",53,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,091D821DAE31B911271D67DF00351F8C0D75C6CD7A86D4604D4D0EF297F98A87
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""157""]",54,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,6BD5B06A095C6B16B640D32B45572FF618CC982BECD60200605A5566B6A5DB18
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""157""]",54,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,D38BF697606FD56BB32EBD081BB67AA88F11B3B10BFF3B5F95DF2D0D19E50898
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""162""]",55,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,C4DAFAEF99A8C2608C863682EB5A42CCC0B97F2F4E308C6E17DD6719D0E17A05
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""162""]",55,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,43E041F1A6898968646966FD1F3014D504C81FBAC5F181CBF24DC5E5891DF2FF
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""167""]",56,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,4155F82BD0729CD6AB9D8F674CDB0EAEDF29B80DC9DDD637EA3FB5752BF6B567
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""167""]",56,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,864B311E87D9A5496EACC61D729658EADB97822D36603FCC553891BC25B32D8E
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""167""]",57,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,E57A2486F211C8B975884B83E65B80CDA9B95BA1772518BDAF03938D1A8F9E79
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""167""]",57,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,70F44BD3FB34D5CAA4ABEA2BA82755E505BA68DA8F9E595C993FE0B1B4F12046
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""168""]",58,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,96029B97F78F5DD3F4A766F4C0F3E0C8A958FC0406B8EC76048B83B40D2E2A5B
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""168""]",58,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,D4C50C0D6CA5E9B8580FB5EA2F2060180F183AA657AE4D4A6CA2F22E03A1F562
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""168""]",59,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,D1A278E94E53D07FA926F48BF40D7AB53CC60E7C2DD3C47DEF77CF564D54E3FF
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""231""]",60,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,4E007D4102FF405DA5DEFD68BF064347F4BC02C7C977127A8C6F7F53A4A5CF1C
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""231""]",60,D,00,,,L2:00:,VAT,O,,,STANDARDIZED,61B69B4964980287ED709ECAB9ED5B9AE11087F81D1B2C6CF40B3163277CF237
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""231""]",61,D,00,,,L2:00:,VAT,O,,,STANDARDIZED,A02A003AB8F2CFEF139E8B25D2A5510E9B437788CA5E452B72DCB3A0329E24D7
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""232""]",62,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,460F77B3004ED1D1AED8178C4308864064C058C13845EE7BED41F1844D61B6AE
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""232""]",62,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,F5CC3E790F7B0EAA3F4359DCD99A1B09328F4CBD71BCA5C717C8E5CC5A242274
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""233""]",63,C,00,,,L2:00:,VAT,O,,,STANDARDIZED,28536FC8E78EC36B09AD6A5E5483A1C78FD26C06B2877FE36D432C975EBFB2D1
PCA_Accounting_81col_AnonymousEvaluation_V17_V14,"[""20210410"",""233""]",63,D,Q5,,,L6:Q5:,VAT,S,0.10,Purchase,STANDARDIZED,23F839027AA23A9CEDA6D90E1D3A98D9F524DC91F65C639AEAA80FAF1A77814A
