concept,unit,value,d_cor_accountingEntries,d_cor_detailAccountIdentifier,d_cor_detailTax,d_cor_entryDetail,d_cor_entryHeader,d_cor_subaccount
cor:type,,department,1,1,,3-C,"[""20210402"",""19""]",department
cor:detailDescription,,旅費,1,,,3-C,"[""20210402"",""19""]",
cor:monetaryAmount,iso4217:JPY,11000,1,,,3-C,"[""20210402"",""19""]",
cor:debitCreditIndicator,,C,1,,,3-C,"[""20210402"",""19""]",
cor:entryDatePosted,,2021-04-02,1,,,,"[""20210402"",""68""]",
cor:entryId,,68,1,,,,"[""20210402"",""68""]",
cor:amountOfTaxes,iso4217:JPY,270,1,,1,4-D,"[""20210402"",""68""]",
cor:taxCategory,,S,1,,1,4-D,"[""20210402"",""68""]",
cor:accountNumber,,10E201270,1,1,,4-D,"[""20210402"",""68""]",
cor:accountDescription,,雑費,1,1,,4-D,"[""20210402"",""68""]",
cor:subaccountDescription,,札幌営業所,1,1,,4-D,"[""20210402"",""68""]",department
cor:subaccountId,,010,1,1,,4-D,"[""20210402"",""68""]",department
cor:type,,department,1,1,,4-D,"[""20210402"",""68""]",department
cor:detailDescription,,トイレットペーパー他,1,,,4-D,"[""20210402"",""68""]",
cor:monetaryAmount,iso4217:JPY,2970,1,,,4-D,"[""20210402"",""68""]",
cor:debitCreditIndicator,,D,1,,,4-D,"[""20210402"",""68""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,4-C,"[""20210402"",""68""]",
cor:taxCategory,,O,1,,1,4-C,"[""20210402"",""68""]",
cor:accountNumber,,10A100020,1,1,,4-C,"[""20210402"",""68""]",
cor:accountDescription,,現金,1,1,,4-C,"[""20210402"",""68""]",
cor:subaccountDescription,,共通部門,1,1,,4-C,"[""20210402"",""68""]",department
cor:subaccountId,,000,1,1,,4-C,"[""20210402"",""68""]",department
cor:type,,department,1,1,,4-C,"[""20210402"",""68""]",department
cor:detailDescription,,トイレットペーパー他,1,,,4-C,"[""20210402"",""68""]",
cor:monetaryAmount,iso4217:JPY,2970,1,,,4-C,"[""20210402"",""68""]",
cor:debitCreditIndicator,,C,1,,,4-C,"[""20210402"",""68""]",
cor:entryDatePosted,,2021-04-02,1,,,,"[""20210402"",""122""]",
cor:entryId,,122,1,,,,"[""20210402"",""122""]",
cor:amountOfTaxes,iso4217:JPY,95,1,,1,5-D,"[""20210402"",""122""]",
cor:taxCategory,,S,1,,1,5-D,"[""20210402"",""122""]",
cor:accountNumber,,10E200180,1,1,,5-D,"[""20210402"",""122""]",
cor:accountDescription,,通信費,1,1,,5-D,"[""20210402"",""122""]",
cor:subaccountDescription,,大阪支店,1,1,,5-D,"[""20210402"",""122""]",department
cor:subaccountId,,040,1,1,,5-D,"[""20210402"",""122""]",department
cor:type,,department,1,1,,5-D,"[""20210402"",""122""]",department
cor:detailDescription,,証明書発行手数料,1,,,5-D,"[""20210402"",""122""]",
cor:monetaryAmount,iso4217:JPY,1050,1,,,5-D,"[""20210402"",""122""]",
cor:debitCreditIndicator,,D,1,,,5-D,"[""20210402"",""122""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,5-C,"[""20210402"",""122""]",
cor:taxCategory,,O,1,,1,5-C,"[""20210402"",""122""]",
cor:accountNumber,,10A100020,1,1,,5-C,"[""20210402"",""122""]",
cor:accountDescription,,現金,1,1,,5-C,"[""20210402"",""122""]",
cor:subaccountDescription,,共通部門,1,1,,5-C,"[""20210402"",""122""]",department
cor:subaccountId,,000,1,1,,5-C,"[""20210402"",""122""]",department
cor:type,,department,1,1,,5-C,"[""20210402"",""122""]",department
cor:detailDescription,,証明書発行手数料,1,,,5-C,"[""20210402"",""122""]",
cor:monetaryAmount,iso4217:JPY,1050,1,,,5-C,"[""20210402"",""122""]",
cor:debitCreditIndicator,,C,1,,,5-C,"[""20210402"",""122""]",
cor:entryDatePosted,,2021-04-02,1,,,,"[""20210402"",""142""]",
cor:entryId,,142,1,,,,"[""20210402"",""142""]",
cor:amountOfTaxes,iso4217:JPY,223,1,,1,6-D,"[""20210402"",""142""]",
cor:taxCategory,,S,1,,1,6-D,"[""20210402"",""142""]",
cor:accountNumber,,10E201120,1,1,,6-D,"[""20210402"",""142""]",
cor:accountDescription,,車両費,1,1,,6-D,"[""20210402"",""142""]",
cor:subaccountDescription,,大阪支店,1,1,,6-D,"[""20210402"",""142""]",department
cor:subaccountId,,040,1,1,,6-D,"[""20210402"",""142""]",department
cor:type,,department,1,1,,6-D,"[""20210402"",""142""]",department
cor:detailDescription,,高速代,1,,,6-D,"[""20210402"",""142""]",
cor:monetaryAmount,iso4217:JPY,2458,1,,,6-D,"[""20210402"",""142""]",
cor:debitCreditIndicator,,D,1,,,6-D,"[""20210402"",""142""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,6-C,"[""20210402"",""142""]",
cor:taxCategory,,O,1,,1,6-C,"[""20210402"",""142""]",
cor:accountNumber,,10A100020,1,1,,6-C,"[""20210402"",""142""]",
cor:accountDescription,,現金,1,1,,6-C,"[""20210402"",""142""]",
cor:subaccountDescription,,共通部門,1,1,,6-C,"[""20210402"",""142""]",department
cor:subaccountId,,000,1,1,,6-C,"[""20210402"",""142""]",department
cor:type,,department,1,1,,6-C,"[""20210402"",""142""]",department
cor:detailDescription,,高速代,1,,,6-C,"[""20210402"",""142""]",
cor:monetaryAmount,iso4217:JPY,13384,1,,,6-C,"[""20210402"",""142""]",
cor:debitCreditIndicator,,C,1,,,6-C,"[""20210402"",""142""]",
cor:amountOfTaxes,iso4217:JPY,53,1,,1,7-D,"[""20210402"",""142""]",
cor:taxCategory,,S,1,,1,7-D,"[""20210402"",""142""]",
cor:accountNumber,,10E201120,1,1,,7-D,"[""20210402"",""142""]",
cor:accountDescription,,車両費,1,1,,7-D,"[""20210402"",""142""]",
cor:subaccountDescription,,大阪支店,1,1,,7-D,"[""20210402"",""142""]",department
cor:subaccountId,,040,1,1,,7-D,"[""20210402"",""142""]",department
cor:type,,department,1,1,,7-D,"[""20210402"",""142""]",department
cor:detailDescription,,駐車代,1,,,7-D,"[""20210402"",""142""]",
cor:monetaryAmount,iso4217:JPY,591,1,,,7-D,"[""20210402"",""142""]",
cor:debitCreditIndicator,,D,1,,,7-D,"[""20210402"",""142""]",
cor:detailDescription,,駐車代,1,,,7-C,"[""20210402"",""142""]",
cor:debitCreditIndicator,,C,1,,,7-C,"[""20210402"",""142""]",
cor:amountOfTaxes,iso4217:JPY,420,1,,1,8-D,"[""20210402"",""142""]",
cor:taxCategory,,S,1,,1,8-D,"[""20210402"",""142""]",
cor:accountNumber,,10E201120,1,1,,8-D,"[""20210402"",""142""]",
cor:accountDescription,,車両費,1,1,,8-D,"[""20210402"",""142""]",
cor:subaccountDescription,,大阪支店,1,1,,8-D,"[""20210402"",""142""]",department
cor:subaccountId,,040,1,1,,8-D,"[""20210402"",""142""]",department
cor:type,,department,1,1,,8-D,"[""20210402"",""142""]",department
cor:detailDescription,,ガソリン代,1,,,8-D,"[""20210402"",""142""]",
cor:monetaryAmount,iso4217:JPY,4620,1,,,8-D,"[""20210402"",""142""]",
cor:debitCreditIndicator,,D,1,,,8-D,"[""20210402"",""142""]",
cor:detailDescription,,ガソリン代,1,,,8-C,"[""20210402"",""142""]",
cor:debitCreditIndicator,,C,1,,,8-C,"[""20210402"",""142""]",
cor:amountOfTaxes,iso4217:JPY,519,1,,1,9-D,"[""20210402"",""142""]",
cor:taxCategory,,S,1,,1,9-D,"[""20210402"",""142""]",
cor:accountNumber,,10E201120,1,1,,9-D,"[""20210402"",""142""]",
cor:accountDescription,,車両費,1,1,,9-D,"[""20210402"",""142""]",
cor:subaccountDescription,,大阪支店,1,1,,9-D,"[""20210402"",""142""]",department
cor:subaccountId,,040,1,1,,9-D,"[""20210402"",""142""]",department
cor:type,,department,1,1,,9-D,"[""20210402"",""142""]",department
cor:detailDescription,,洗車券代,1,,,9-D,"[""20210402"",""142""]",
cor:monetaryAmount,iso4217:JPY,5715,1,,,9-D,"[""20210402"",""142""]",
cor:debitCreditIndicator,,D,1,,,9-D,"[""20210402"",""142""]",
cor:detailDescription,,洗車券代,1,,,9-C,"[""20210402"",""142""]",
cor:debitCreditIndicator,,C,1,,,9-C,"[""20210402"",""142""]",
cor:entryDatePosted,,2021-04-03,1,,,,"[""20210403"",""41""]",
cor:entryId,,41,1,,,,"[""20210403"",""41""]",
cor:amountOfTaxes,iso4217:JPY,1090,1,,1,10-D,"[""20210403"",""41""]",
cor:taxCategory,,S,1,,1,10-D,"[""20210403"",""41""]",
cor:accountNumber,,10E200150,1,1,,10-D,"[""20210403"",""41""]",
cor:accountDescription,,交際費,1,1,,10-D,"[""20210403"",""41""]",
cor:subaccountDescription,,東京支店,1,1,,10-D,"[""20210403"",""41""]",department
cor:subaccountId,,020,1,1,,10-D,"[""20210403"",""41""]",department
cor:type,,department,1,1,,10-D,"[""20210403"",""41""]",department
cor:detailDescription,,結婚式会費,1,,,10-D,"[""20210403"",""41""]",
cor:monetaryAmount,iso4217:JPY,12000,1,,,10-D,"[""20210403"",""41""]",
cor:debitCreditIndicator,,D,1,,,10-D,"[""20210403"",""41""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,10-C,"[""20210403"",""41""]",
cor:taxCategory,,O,1,,1,10-C,"[""20210403"",""41""]",
cor:accountNumber,,10A100020,1,1,,10-C,"[""20210403"",""41""]",
cor:accountDescription,,現金,1,1,,10-C,"[""20210403"",""41""]",
cor:subaccountDescription,,共通部門,1,1,,10-C,"[""20210403"",""41""]",department
cor:subaccountId,,000,1,1,,10-C,"[""20210403"",""41""]",department
cor:type,,department,1,1,,10-C,"[""20210403"",""41""]",department
cor:detailDescription,,結婚式会費,1,,,10-C,"[""20210403"",""41""]",
cor:monetaryAmount,iso4217:JPY,12000,1,,,10-C,"[""20210403"",""41""]",
cor:debitCreditIndicator,,C,1,,,10-C,"[""20210403"",""41""]",
cor:entryDatePosted,,2021-04-03,1,,,,"[""20210403"",""134""]",
cor:entryId,,134,1,,,,"[""20210403"",""134""]",
cor:amountOfTaxes,iso4217:JPY,1418,1,,1,11-D,"[""20210403"",""134""]",
cor:taxCategory,,S,1,,1,11-D,"[""20210403"",""134""]",
cor:accountNumber,,10E201110,1,1,,11-D,"[""20210403"",""134""]",
cor:accountDescription,,事務用消耗品費,1,1,,11-D,"[""20210403"",""134""]",
cor:subaccountDescription,,札幌営業所,1,1,,11-D,"[""20210403"",""134""]",department
cor:subaccountId,,010,1,1,,11-D,"[""20210403"",""134""]",department
cor:type,,department,1,1,,11-D,"[""20210403"",""134""]",department
cor:detailDescription,,用紙,1,,,11-D,"[""20210403"",""134""]",
cor:monetaryAmount,iso4217:JPY,15600,1,,,11-D,"[""20210403"",""134""]",
cor:debitCreditIndicator,,D,1,,,11-D,"[""20210403"",""134""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,11-C,"[""20210403"",""134""]",
cor:taxCategory,,O,1,,1,11-C,"[""20210403"",""134""]",
cor:accountNumber,,10A100020,1,1,,11-C,"[""20210403"",""134""]",
cor:accountDescription,,現金,1,1,,11-C,"[""20210403"",""134""]",
cor:subaccountDescription,,共通部門,1,1,,11-C,"[""20210403"",""134""]",department
cor:subaccountId,,000,1,1,,11-C,"[""20210403"",""134""]",department
cor:type,,department,1,1,,11-C,"[""20210403"",""134""]",department
cor:detailDescription,,用紙,1,,,11-C,"[""20210403"",""134""]",
cor:monetaryAmount,iso4217:JPY,15600,1,,,11-C,"[""20210403"",""134""]",
cor:debitCreditIndicator,,C,1,,,11-C,"[""20210403"",""134""]",
cor:entryDatePosted,,2021-04-04,1,,,,"[""20210404"",""310""]",
cor:entryId,,310,1,,,,"[""20210404"",""310""]",
cor:amountOfTaxes,iso4217:JPY,589,1,,1,12-D,"[""20210404"",""310""]",
cor:taxCategory,,S,1,,1,12-D,"[""20210404"",""310""]",
cor:accountNumber,,10E201120,1,1,,12-D,"[""20210404"",""310""]",
cor:accountDescription,,車両費,1,1,,12-D,"[""20210404"",""310""]",
cor:subaccountDescription,,九州営業所,1,1,,12-D,"[""20210404"",""310""]",department
cor:subaccountId,,050,1,1,,12-D,"[""20210404"",""310""]",department
cor:type,,department,1,1,,12-D,"[""20210404"",""310""]",department
cor:detailDescription,,ガソリン代,1,,,12-D,"[""20210404"",""310""]",
cor:monetaryAmount,iso4217:JPY,6486,1,,,12-D,"[""20210404"",""310""]",
cor:debitCreditIndicator,,D,1,,,12-D,"[""20210404"",""310""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,12-C,"[""20210404"",""310""]",
cor:taxCategory,,O,1,,1,12-C,"[""20210404"",""310""]",
cor:accountNumber,,10A100020,1,1,,12-C,"[""20210404"",""310""]",
cor:accountDescription,,現金,1,1,,12-C,"[""20210404"",""310""]",
cor:subaccountDescription,,共通部門,1,1,,12-C,"[""20210404"",""310""]",department
cor:subaccountId,,000,1,1,,12-C,"[""20210404"",""310""]",department
cor:type,,department,1,1,,12-C,"[""20210404"",""310""]",department
cor:detailDescription,,ガソリン代,1,,,12-C,"[""20210404"",""310""]",
cor:monetaryAmount,iso4217:JPY,17401,1,,,12-C,"[""20210404"",""310""]",
cor:debitCreditIndicator,,C,1,,,12-C,"[""20210404"",""310""]",
cor:amountOfTaxes,iso4217:JPY,883,1,,1,13-D,"[""20210404"",""310""]",
cor:taxCategory,,S,1,,1,13-D,"[""20210404"",""310""]",
cor:accountNumber,,10E201120,1,1,,13-D,"[""20210404"",""310""]",
cor:accountDescription,,車両費,1,1,,13-D,"[""20210404"",""310""]",
cor:subaccountDescription,,九州営業所,1,1,,13-D,"[""20210404"",""310""]",department
cor:subaccountId,,050,1,1,,13-D,"[""20210404"",""310""]",department
cor:type,,department,1,1,,13-D,"[""20210404"",""310""]",department
cor:detailDescription,,高速代,1,,,13-D,"[""20210404"",""310""]",
cor:monetaryAmount,iso4217:JPY,9715,1,,,13-D,"[""20210404"",""310""]",
cor:debitCreditIndicator,,D,1,,,13-D,"[""20210404"",""310""]",
cor:detailDescription,,高速代,1,,,13-C,"[""20210404"",""310""]",
cor:debitCreditIndicator,,C,1,,,13-C,"[""20210404"",""310""]",
cor:amountOfTaxes,iso4217:JPY,109,1,,1,14-D,"[""20210404"",""310""]",
cor:taxCategory,,S,1,,1,14-D,"[""20210404"",""310""]",
cor:accountNumber,,10E201120,1,1,,14-D,"[""20210404"",""310""]",
cor:accountDescription,,車両費,1,1,,14-D,"[""20210404"",""310""]",
cor:subaccountDescription,,九州営業所,1,1,,14-D,"[""20210404"",""310""]",department
cor:subaccountId,,050,1,1,,14-D,"[""20210404"",""310""]",department
cor:type,,department,1,1,,14-D,"[""20210404"",""310""]",department
cor:detailDescription,,駐車代,1,,,14-D,"[""20210404"",""310""]",
cor:monetaryAmount,iso4217:JPY,1200,1,,,14-D,"[""20210404"",""310""]",
cor:debitCreditIndicator,,D,1,,,14-D,"[""20210404"",""310""]",
cor:detailDescription,,駐車代,1,,,14-C,"[""20210404"",""310""]",
cor:debitCreditIndicator,,C,1,,,14-C,"[""20210404"",""310""]",
cor:entryDatePosted,,2021-04-05,1,,,,"[""20210405"",""76""]",
cor:entryId,,76,1,,,,"[""20210405"",""76""]",
cor:amountOfTaxes,iso4217:JPY,5090,1,,1,15-D,"[""20210405"",""76""]",
cor:taxCategory,,S,1,,1,15-D,"[""20210405"",""76""]",
cor:accountNumber,,10E200140,1,1,,15-D,"[""20210405"",""76""]",
cor:accountDescription,,福利厚生費,1,1,,15-D,"[""20210405"",""76""]",
cor:subaccountDescription,,東京支店,1,1,,15-D,"[""20210405"",""76""]",department
cor:subaccountId,,020,1,1,,15-D,"[""20210405"",""76""]",department
cor:type,,department,1,1,,15-D,"[""20210405"",""76""]",department
cor:detailDescription,,制服代,1,,,15-D,"[""20210405"",""76""]",
cor:monetaryAmount,iso4217:JPY,56000,1,,,15-D,"[""20210405"",""76""]",
cor:debitCreditIndicator,,D,1,,,15-D,"[""20210405"",""76""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,15-C,"[""20210405"",""76""]",
cor:taxCategory,,O,1,,1,15-C,"[""20210405"",""76""]",
cor:accountNumber,,10B100630,1,1,,15-C,"[""20210405"",""76""]",
cor:accountDescription,,未払金,1,1,,15-C,"[""20210405"",""76""]",
cor:subaccountDescription,,共通部門,1,1,,15-C,"[""20210405"",""76""]",department
cor:subaccountId,,000,1,1,,15-C,"[""20210405"",""76""]",department
cor:type,,department,1,1,,15-C,"[""20210405"",""76""]",department
cor:detailDescription,,制服代,1,,,15-C,"[""20210405"",""76""]",
cor:monetaryAmount,iso4217:JPY,56000,1,,,15-C,"[""20210405"",""76""]",
cor:debitCreditIndicator,,C,1,,,15-C,"[""20210405"",""76""]",
cor:entryDatePosted,,2021-04-05,1,,,,"[""20210405"",""133""]",
cor:entryId,,133,1,,,,"[""20210405"",""133""]",
cor:amountOfTaxes,iso4217:JPY,12700,1,,1,16-D,"[""20210405"",""133""]",
cor:taxCategory,,S,1,,1,16-D,"[""20210405"",""133""]",
cor:accountNumber,,10E200600,1,1,,16-D,"[""20210405"",""133""]",
cor:accountDescription,,支払報酬,1,1,,16-D,"[""20210405"",""133""]",
cor:subaccountDescription,,東京支店,1,1,,16-D,"[""20210405"",""133""]",department
cor:subaccountId,,020,1,1,,16-D,"[""20210405"",""133""]",department
cor:type,,department,1,1,,16-D,"[""20210405"",""133""]",department
cor:detailDescription,,税理士報酬,1,,,16-D,"[""20210405"",""133""]",
cor:monetaryAmount,iso4217:JPY,139710,1,,,16-D,"[""20210405"",""133""]",
cor:debitCreditIndicator,,D,1,,,16-D,"[""20210405"",""133""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,16-C,"[""20210405"",""133""]",
cor:taxCategory,,O,1,,1,16-C,"[""20210405"",""133""]",
cor:accountNumber,,10A100020,1,1,,16-C,"[""20210405"",""133""]",
cor:accountDescription,,普通預金,1,1,,16-C,"[""20210405"",""133""]",
cor:subaccountDescription,,共通部門,1,1,,16-C,"[""20210405"",""133""]",department
cor:subaccountDescription,,ABC銀行 本店,1,1,,16-C,"[""20210405"",""133""]",auxiliary-account
cor:subaccountId,,000,1,1,,16-C,"[""20210405"",""133""]",department
cor:subaccountId,,20,1,1,,16-C,"[""20210405"",""133""]",auxiliary-account
cor:type,,department,1,1,,16-C,"[""20210405"",""133""]",department
cor:type,,auxiliary-account,1,1,,16-C,"[""20210405"",""133""]",auxiliary-account
cor:detailDescription,,税理士報酬,1,,,16-C,"[""20210405"",""133""]",
cor:monetaryAmount,iso4217:JPY,139710,1,,,16-C,"[""20210405"",""133""]",
cor:debitCreditIndicator,,C,1,,,16-C,"[""20210405"",""133""]",
cor:entryDatePosted,,2021-04-05,1,,,,"[""20210405"",""139""]",
cor:entryId,,139,1,,,,"[""20210405"",""139""]",
cor:amountOfTaxes,iso4217:JPY,5057,1,,1,17-D,"[""20210405"",""139""]",
cor:taxCategory,,S,1,,1,17-D,"[""20210405"",""139""]",
cor:accountNumber,,10E200140,1,1,,17-D,"[""20210405"",""139""]",
cor:accountDescription,,福利厚生費,1,1,,17-D,"[""20210405"",""139""]",
cor:subaccountDescription,,大阪支店,1,1,,17-D,"[""20210405"",""139""]",department
cor:subaccountId,,040,1,1,,17-D,"[""20210405"",""139""]",department
cor:type,,department,1,1,,17-D,"[""20210405"",""139""]",department
cor:detailDescription,,制服代,1,,,17-D,"[""20210405"",""139""]",
cor:monetaryAmount,iso4217:JPY,55630,1,,,17-D,"[""20210405"",""139""]",
cor:debitCreditIndicator,,D,1,,,17-D,"[""20210405"",""139""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,17-C,"[""20210405"",""139""]",
cor:taxCategory,,O,1,,1,17-C,"[""20210405"",""139""]",
cor:accountNumber,,10B100630,1,1,,17-C,"[""20210405"",""139""]",
cor:accountDescription,,未払金,1,1,,17-C,"[""20210405"",""139""]",
cor:subaccountDescription,,共通部門,1,1,,17-C,"[""20210405"",""139""]",department
cor:subaccountId,,000,1,1,,17-C,"[""20210405"",""139""]",department
cor:type,,department,1,1,,17-C,"[""20210405"",""139""]",department
cor:detailDescription,,制服代,1,,,17-C,"[""20210405"",""139""]",
cor:monetaryAmount,iso4217:JPY,55630,1,,,17-C,"[""20210405"",""139""]",
cor:debitCreditIndicator,,C,1,,,17-C,"[""20210405"",""139""]",
cor:entryDatePosted,,2021-04-05,1,,,,"[""20210405"",""254""]",
cor:entryId,,254,1,,,,"[""20210405"",""254""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,18-D,"[""20210405"",""254""]",
cor:taxCategory,,O,1,,1,18-D,"[""20210405"",""254""]",
cor:accountNumber,,10A100020,1,1,,18-D,"[""20210405"",""254""]",
cor:accountDescription,,普通預金,1,1,,18-D,"[""20210405"",""254""]",
cor:subaccountDescription,,共通部門,1,1,,18-D,"[""20210405"",""254""]",department
cor:subaccountDescription,,MNO銀行 北九州,1,1,,18-D,"[""20210405"",""254""]",auxiliary-account
cor:subaccountId,,000,1,1,,18-D,"[""20210405"",""254""]",department
cor:subaccountId,,50,1,1,,18-D,"[""20210405"",""254""]",auxiliary-account
cor:type,,department,1,1,,18-D,"[""20210405"",""254""]",department
cor:type,,auxiliary-account,1,1,,18-D,"[""20210405"",""254""]",auxiliary-account
cor:detailDescription,,4月5日伝票No190株式会社豊原産業,1,,,18-D,"[""20210405"",""254""]",
cor:monetaryAmount,iso4217:JPY,2959035,1,,,18-D,"[""20210405"",""254""]",
cor:debitCreditIndicator,,D,1,,,18-D,"[""20210405"",""254""]",
cor:amountOfTaxes,iso4217:JPY,0,1,,1,18-C,"[""20210405"",""254""]",
cor:taxCategory,,O,1,,1,18-C,"[""20210405"",""254""]",
cor:accountNumber,,10A100090,1,1,,18-C,"[""20210405"",""254""]",
cor:accountDescription,,売掛金,1,1,,18-C,"[""20210405"",""254""]",
cor:subaccountDescription,,共通部門,1,1,,18-C,"[""20210405"",""254""]",department
cor:subaccountDescription,,株式会社豊原産業,1,1,,18-C,"[""20210405"",""254""]",auxiliary-account
cor:subaccountId,,000,1,1,,18-C,"[""20210405"",""254""]",department
cor:subaccountId,,22,1,1,,18-C,"[""20210405"",""254""]",auxiliary-account
cor:type,,department,1,1,,18-C,"[""20210405"",""254""]",department
cor:type,,auxiliary-account,1,1,,18-C,"[""20210405"",""254""]",auxiliary-account
cor:detailDescription,,4月5日伝票No190株式会社豊原産業,1,,,18-C,"[""20210405"",""254""]",
cor:monetaryAmount,iso4217:JPY,2959035,1,,,18-C,"[""20210405"",""254""]",
cor:debitCreditIndicator,,C,1,,,18-C,"[""20210405"",""254""]",
cor:amountOfTaxes,iso4217:JPY,57,1,,1,19-D,"[""20210405"",""254""]",
cor:taxCategory,,S,1,,1,19-D,"[""20210405"",""254""]",
cor:accountNumber,,10E200690,1,1,,19-D,"[""20210405"",""254""]",
