source_application,source_record_key,source_row,source_occurrence_side,source_tax_code,source_tax_rate_lexical,source_tax_inclusion_mode,mapping_rule_id,output_tax_type,output_tax_category,output_tax_rate_ratio,output_transaction_classification,restoration_status,trace_sha256
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""139""]",17,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,E944B75D0BD8F3431284908B868CEBFE61E9335E2A911278A394505814B81BA6
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""254""]",18,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,DBFADE08D7908CD2C300785DB9BB93A3ED52D25BB9D3AC07B38ADA648FDD831E
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""254""]",18,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,F531D03CDE3D6F1CECA85C227E3FE27D37DA9082899718ED0297A6D67952F0BB
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""254""]",19,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,E30B0461C46BBD485F781962C8736E6A7B46A7742BA23565A835207BCFF689BF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""254""]",19,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,BD387C8994DF9D3F8D39DC830E1C0C4C1F94A93D47AEC7062A376508601B0AE3
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""255""]",20,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,C093D53408A91598FC9B35419E8AC8919B232C84F1EF6AB8BA3155E6218BA702
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""255""]",20,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,AACCCD361502BDE1BA57EA25DAE1FC35132D12D99ED3826BA61B5B4422CB904E
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""255""]",21,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,D544D712F693B06F4556248CAB7E58E232347598FD92A92B300358D17B99CB4C
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""255""]",21,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,1C03450A44C4417262EC35E7A17C6F4E4CAAB38E4A4D732FA634F4D4973583B7
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""256""]",22,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,0856B424217770156AFE02A17B5295E9914B2916209D6AAFDF98F2E9FBAB2FD1
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""256""]",22,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,71D821834809D86EEE928A86D6DB9CAE79DDD5269BA709D6E5535CD45CFF3E7D
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""256""]",23,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,EE8F26418A78A3FCA7476EB9A34449B163433457FD507F11902A4877FD67A1C1
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""256""]",23,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,6FF91170B59F2F8EA0132C3C134419DE8DDC6FE8B863A84525A180DEC742ACE6
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""76""]",15,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,967D38135FCDD266046B4BAACE1BF974745D4E821CD7A83950C51350B83F0BE6
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210405"",""76""]",15,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,03F537E5CCEF9130449FDB13A60BF6678784F79E05C9F0FAD8494FCD7D736628
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""10""]",24,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,CC23E7AED8B93CE31F66956B2CACF491EA9B69C656A85302D87ED2BB3DF5F357
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""10""]",24,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,3ABFCFC6947EA47774CC409A6AC7BFBF3880472AED2EF3B33933BE40EA1844B8
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""106""]",27,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,66085036BE187351BA86BFB4F09B59E327EEA5DCB5A1FAA3EA27B9A84B7CF52D
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""106""]",27,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,A5037D07771E2C441DDE59410889C4B70AF3749AB0AC671C0AB0EB43EB7EFB83
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""106""]",28,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,F37534AFD1A0D46B6659DB48CD861BE5B19BB19D1AC51EDAD1E2A227CE1A4B6F
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""106""]",28,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,388EE7FB08D7BB52DFFDF71E97700E9343AD4710D3980BD3957010983DF04021
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""110""]",29,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,5C5AA6A91728B4D0EAE465C180A49A0B9D56CC4CA6416E51DED8610EFF138BF7
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""110""]",29,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,ADA62717E777C0D1067567CE57860B0BCD300A2017FFA7AF92FFB8D9F559AD00
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""123""]",30,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,F31C66B5957213BC3DF61162B19F8F3EF156626534B8EB00E7B2078D2F9416A2
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""123""]",30,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,02B30F217BE780D131476AC19F8E8A7270CB19D621BEE2CCA203ED1DFF173676
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""124""]",31,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,5846F6D37FC9C7B82ABC7F76AC74E18C97AC97B130F021CA0384294CA58BE412
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""124""]",31,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,75FB29E5CA9C45ED95650E4D9A6C77D2040B3E36E3A30BBD7856EADBC7D24726
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""147""]",32,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,AA3ECD0CAE6759B028267864C7763254ED8BB68F4F95E616117A7F8A8B9E6713
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""147""]",32,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,C9133B750CA24C410BD9B1446F6897389216333F72B6607BA773795F5FA4DC70
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""156""]",33,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,C3C92A79BAC143347ED6F82CFE2EDB68F28F7F4E85A209D4FC148B457D6B20E4
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""156""]",33,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,AD4CC2DAAB3102D86B690046467B5B1C8E11EE590E44D4D8C43054B6688B9F18
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""236""]",34,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,260C20289D047DE914152547FCA47B0BFF2B558D7164204BF9842DFF090690AD
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""236""]",34,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,81AC1097265EDBCAA9F501DC7267C141945A7A08FD148DEF466344789CB66649
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""305""]",35,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,DCE56C3D75B6FBC178CA3BDECE871F8F4AD60182C1183C64E1F8E4165ABA9648
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""305""]",35,D,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,F46977D1BCFEEEADCF85EF339D7642E17EF4ADBA67B2E6AB75EB3F7FCC2C7F36
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""42""]",25,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,961F58C38D2878FFFAD01603543CEDE4EE945938C9DD16F15FBA430823748B2A
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""42""]",25,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,6CD610DAFD904DBA5CA2D4E50CF2481A1DE8E67905F36B6018FDFB79E42F5AC6
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""84""]",26,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,82265993A1B8993F844D9418942F5D715FA3EF35A4E9CAD308A826F1D03D4DC3
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210406"",""84""]",26,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,2B00A0B3FEAD3B2157AC0D2C794D3A96CAB2E395AD423BAC993C69CB4F5FD581
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""102""]",45,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,89B8ED9799F28B37039DD1034C26A91CDE7D7E9C88F788AE7B0D143BA07B784A
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""102""]",45,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,C3525033326FFCC659C619809D8F5B21DB5EE51FBB032F3338A41E7184C3C2AF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""20""]",36,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,61B0188E0805C08A345959D05D8964A13908E3609C3770ECCEE1BD804D785AFD
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""20""]",36,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,230FEA5299D060EFF1026D27CE9A3177392014D89DBE84DCE489A779C4EE6D89
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""21""]",37,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,6944A82C9059D6014EF7185B6C33592F9B032F32A0E2A66FFDC480AD8686C998
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""21""]",37,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,73B23160A6C3C974E45C1E41AD26341ED0E1D04E28D9B97368D556952E07A95B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""22""]",38,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,6C6BB80D0F0B1130AC9B942489D0D5414E9585010B7A567D575FE608BC61A0B3
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""22""]",38,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,88EC8915FEC92D66C69D5F603C055CBED189D9FF698E7393CA5A65B7FDC8D6FF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""43""]",39,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,72195864D7FD21F8334FBB77277339D8F87C2EB7A77F26B3DAD4DA0D56CE2B6B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""43""]",39,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,A1E0A8B65E90B96F0803429ED0792A5C63C02E6E1E9E660886EEBAFBBDE2EBB3
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""56""]",40,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,74CDA60A25A237C42190D7F92C856964FB0402ED9768B193D14DA314CB4BAB6E
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""56""]",40,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,78B39CD1A30FF3DC3B67C13E28860BE071FBA4515A61F43247B0B031F041841B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""57""]",41,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,1564F750AC3504DE877945EF77CA2DD2572C2091A548985C5D0C89D945C15CAC
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""57""]",41,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,08BA0258578F1BBE47589B727735DECFD1146135860B3A1875D4C959A2D8ECDF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""58""]",42,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,D6F1F1B88C3BC0AF794B917649FAA9969B7D81F18147AE76AB4CFF7D88AA83FD
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""58""]",42,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,603AD188744705AC657093A0E0A4C6D3D46A236A6B9AD60810844072E73DB806
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""69""]",43,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,36AB716FAF33CAECECA123076A53723BAB38888CE0E1545B011D14C35BB3740B
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""69""]",43,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,2103BA699417D84D550B5B92DDE703663C4EDE39D62130F1417BCEB5C15A670A
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""69""]",44,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,F944E7C8E3D5DE85957A1890696E5895A27AE3D17211CA8E59AEF3C597AC9D0A
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210407"",""69""]",44,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,AF945AF16F34364D0E6B71CF963D42ED18B40C01082799DB4CA96CED4653C525
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210408"",""143""]",47,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,0A7766AD2B5D7B7C9DA0DD4C2D7F244A932FFA11993E82048E489E3E32DA1EAE
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210408"",""143""]",47,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,E385FF7CA15FB0FE7E98A61E043E7AFF80B339CC1DA822407B96FCB59C36484D
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210408"",""50""]",46,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,58F5A3F114B8EF20D71D2F41BDE4C0C62EB30B98A84F8C95F62CB3215C6A46F1
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210408"",""50""]",46,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,9B1042940C461D4C46535F6EC7FA0FD596C2719562822640DFA31CEC266F3C03
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""112""]",51,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,8A268232EA2E7CF521FB364D54570EB7F71476936FD106CC5A3D6DA682C77EBF
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""112""]",51,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,DD433A1D3085758D3CDB69E4861A166A0B791F26371937BF10059D68675FDC8A
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""129""]",52,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,3C2DF68F358E5D205E1079619059105F7CC968FA6900E72B49C56FD0BC9ECA68
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""129""]",52,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,3FBE6141B9191B2B2E6563140182F5E25EBD8C19F4FB1E195FB61BC5A565F33A
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""149""]",53,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,650DE4F5685DD998AC245EE7AFE3531ACFC209CEF038722E86C619CBD2FD398F
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""149""]",53,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,E322E1A4633D30647774655AAA6D8B922473B8FEE14F6454FF70623A16E33696
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""157""]",54,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,66A61D2104463F617354556001C590739DC6D081DFA7FF2D3CAA57BFC0AEE048
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""157""]",54,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,32507B51CB78B5C25084EB7CDB6AA75C432B4D1C5AE587483B05E6965012CE0C
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""162""]",55,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,6F2F938AEB52A43DD8534CC750EA52F26B52A1D566F6D912E89D99622BBBDBFB
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""162""]",55,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,0A6926B267E1B69D2D0CA6EA2DFC6294651B714E6FC9370C6296D46282ADB86C
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""167""]",56,C,00,,out-of-scope,L2:00:,VAT,O,,,STANDARDIZED,D61744F0A532AFDF84687D3D8998B805338F6B49CB6938CC0DC87201DF08C22D
EPSON_ZaimuKaikeiR4_43col_NTA_Fallback,"[""20210410"",""167""]",56,D,31,10,tax-exclusive,L7:31:,VAT,S,0.10,Purchase,STANDARDIZED,EBE076E869AFBEC294B67BC0C6ECA458B3DB4C15686D7CB171E1F940579CC427
