sequence,level,type,name,datatype,multiplicity,column,semantic_path,occurrence_mode,group_key,row_role,max_occurs,default_value,transformation,required,note
0176,3,C,entryDetail,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail,source_rows,,driver,,,,true,One EPSON physical row drives a shared D/C detail template Internal candidate; not an EPSON production contract.
0138,3,A,entryDatePosted,Date Time,0..1,C6,$.cor_AccountingEntries.cor_EntryHeader.cor_DatePosted,,,,,,iso_date_to_yyyymmdd,true,EPSON 伝票日付 and LedgerExplorer JP07a_GL03_03; YYYYMMDD conversion is not implemented Internal candidate; not an EPSON production contract.
0178,4,A,lineNumberCounter,Decimal,0..1,C9,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_LineNumberCounter,,,,,,,,EPSON 枝番 candidate; valid when 形式=3 and pairing policy is satisfied Internal candidate; not an EPSON production contract.
0381,4,A,detailDescription,String,0..1,C38,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_DetailDescription,,,,,,,,EPSON 摘要 and LedgerExplorer JP08a_GL04_03 Internal candidate; not an EPSON production contract.
0392,4,A,maturityDateOrDateDue,Date Time,0..1,C39,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_MaturityDateorDateDue,,,,,,iso_date_to_yyyymmdd,,EPSON 期日 candidate; lexical format unresolved Internal candidate; not an EPSON production contract.
0184,5,A,detailDocumentNumber,String,0..1,C40,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail.cor_Document.cor_DocumentNumber,,,,,,,,EPSON 証番号 candidate; meaning confirmation remains open Internal candidate; not an EPSON production contract.
0385,4,A,debitCreditIndicator,Token,0..1,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DebitCreditIndicator,,,,,D,,true,Selector profile value Internal candidate; not an EPSON production contract.
0360,4,C,detailAccountIdentifier,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier,single,,group,,,,,Internal candidate; not an EPSON production contract.
0375,5,C,subaccount,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='department'],single,,group,,,,,Internal candidate; not an EPSON production contract.
0378,6,A,type,Token,0..1,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='department'].cor_Type,,,,,department,,true,Selector profile value Internal candidate; not an EPSON production contract.
0377,6,A,subaccountId,String,0..1,C10,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='department'].cor_SubaccountID,,,,,,,,EPSON 借方部門 and LedgerExplorer BS04fb_01 Internal candidate; not an EPSON production contract.
0376,6,A,subaccountDescription,String,0..1,C11,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='department'].cor_SubaccountDescription,,,,,,,,EPSON 借方部門名 and LedgerExplorer BS04fb_02 Internal candidate; not an EPSON production contract.
0361,5,A,accountNumber,String,0..1,C12,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_AccountNumber,,,,,,,true,EPSON 借方科目 and LedgerExplorer JP06e_GE24_01 Internal candidate; not an EPSON production contract.
0362,5,A,accountDescription,String,0..1,C13,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_AccountDescription,,,,,,,,EPSON 借方科目名 and LedgerExplorer JP06e_GE24_02 Internal candidate; not an EPSON production contract.
0375,5,C,subaccount,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='auxiliary-account'],single,,group,,,,,Internal candidate; not an EPSON production contract.
0378,6,A,type,Token,0..1,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='auxiliary-account'].cor_Type,,,,,auxiliary-account,,true,Selector profile value Internal candidate; not an EPSON production contract.
0377,6,A,subaccountId,String,0..1,C14,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='auxiliary-account'].cor_SubaccountID,,,,,,,,EPSON 借方補助 and LedgerExplorer JP05a_01 Internal candidate; not an EPSON production contract.
0376,6,A,subaccountDescription,String,0..1,C15,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='auxiliary-account'].cor_SubaccountDescription,,,,,,,,EPSON 借方補助科目名 and LedgerExplorer JP05a_02 Internal candidate; not an EPSON production contract.
0382,4,A,monetaryAmount,Monetary,0..1,C16,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_MonetaryAmount,,,presence,,,,true,EPSON 借方金額 and LedgerExplorer GE05ku_01 Internal candidate; not an EPSON production contract.
0331,4,C,detailTax,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailTax,single,,group,,,,,Internal candidate; not an EPSON production contract.
0338,5,A,taxCategory,String,0..1,C17,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailTax.cor_TaxCategory,,,,,,code_map:epson_tax_category_test,,External code-map to EPSON 応援用コード required Internal candidate; not an EPSON production contract.
0337,5,A,taxPercentageRate,Pure,0..1,C19,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='D'].cor_DetailTax.cor_TaxPercentageRate,,,,,,,,EPSON lexical format unresolved Internal candidate; not an EPSON production contract.
0385,4,A,debitCreditIndicator,Token,0..1,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DebitCreditIndicator,,,,,C,,true,Selector profile value Internal candidate; not an EPSON production contract.
0360,4,C,detailAccountIdentifier,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier,single,,group,,,,,Internal candidate; not an EPSON production contract.
0375,5,C,subaccount,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='department'],single,,group,,,,,Internal candidate; not an EPSON production contract.
0378,6,A,type,Token,0..1,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='department'].cor_Type,,,,,department,,true,Selector profile value Internal candidate; not an EPSON production contract.
0377,6,A,subaccountId,String,0..1,C24,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='department'].cor_SubaccountID,,,,,,,,EPSON 貸方部門 and LedgerExplorer BS04fc_01 Internal candidate; not an EPSON production contract.
0376,6,A,subaccountDescription,String,0..1,C25,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='department'].cor_SubaccountDescription,,,,,,,,EPSON 貸方部門名 and LedgerExplorer BS04fc_02 Internal candidate; not an EPSON production contract.
0361,5,A,accountNumber,String,0..1,C26,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_AccountNumber,,,,,,,true,EPSON 貸方科目 and LedgerExplorer JP06f_GE24_01 Internal candidate; not an EPSON production contract.
0362,5,A,accountDescription,String,0..1,C27,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_AccountDescription,,,,,,,,EPSON 貸方科目名 and LedgerExplorer JP06f_GE24_02 Internal candidate; not an EPSON production contract.
0375,5,C,subaccount,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='auxiliary-account'],single,,group,,,,,Internal candidate; not an EPSON production contract.
0378,6,A,type,Token,0..1,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='auxiliary-account'].cor_Type,,,,,auxiliary-account,,true,Selector profile value Internal candidate; not an EPSON production contract.
0377,6,A,subaccountId,String,0..1,C28,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='auxiliary-account'].cor_SubaccountID,,,,,,,,EPSON 貸方補助 and LedgerExplorer JP05b_01 Internal candidate; not an EPSON production contract.
0376,6,A,subaccountDescription,String,0..1,C29,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailAccountIdentifier.cor_Subaccount[cor_Type='auxiliary-account'].cor_SubaccountDescription,,,,,,,,EPSON 貸方補助科目名 and LedgerExplorer JP05b_02 Internal candidate; not an EPSON production contract.
0382,4,A,monetaryAmount,Monetary,0..1,C30,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_MonetaryAmount,,,presence,,,,true,EPSON 貸方金額 and LedgerExplorer GE05kz_01 Internal candidate; not an EPSON production contract.
0331,4,C,detailTax,,0..*,,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailTax,single,,group,,,,,Internal candidate; not an EPSON production contract.
0338,5,A,taxCategory,String,0..1,C31,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailTax.cor_TaxCategory,,,,,,code_map:epson_tax_category_test,,External code-map to EPSON 応援用コード required Internal candidate; not an EPSON production contract.
0337,5,A,taxPercentageRate,Pure,0..1,C33,$.cor_AccountingEntries.cor_EntryHeader.cor_EntryDetail[cor_DebitCreditIndicator='C'].cor_DetailTax.cor_TaxPercentageRate,,,,,,,,EPSON lexical format unresolved Internal candidate; not an EPSON production contract.
0139,3,A,entryCreator,String,0..1,C42,$.cor_AccountingEntries.cor_EntryHeader.cor_Creator,,,,,,,,EPSON 入力ユーザ candidate; Help confirmation remains open Internal candidate; not an EPSON production contract.
0016,3,A,sourceApplication,String,0..1,C43,$.cor_AccountingEntries.cor_DocumentInformation.cor_SourceApplication,,,,,,,,EPSON 入力アプリ candidate; allowed values unresolved Internal candidate; not an EPSON production contract.
